"{434.3407287597656, 448.7999267578125}","{936.0851440429688, 360.36700439453125}","{401.5098876953125, 82.48284912109375}","{538.6046752929688, 177.801025390625}","{158.36431884765625, 58.99725341796875}","{76.34123992919922, 134.344482421875}","{325.8898620605469, 270.19366455078125}","{311.9056396484375, 327.5122985839844}","{620.9957885742188, 354.9310607910156}","{708.5758666992188, 426.0538024902344}","{620.6642456054688, 477.6874084472656}","{591.0859985351562, 531.3394775390625}","{521.4725952148438, 578.1198120117188}","{887.6312866210938, 499.2541809082031}","{991.1593627929688, 708.8295288085938}"
"{433.5177917480469, 447.2328186035156}","{935.36181640625, 360.1535339355469}","{399.3267517089844, 82.95379638671875}","{536.9769897460938, 176.5745849609375}","{158.5720977783203, 58.84527587890625}","{73.96504974365234, 133.4312744140625}","{325.2117004394531, 270.2465515136719}","{311.86358642578125, 326.6017150878906}","{620.9336547851562, 357.44940185546875}","{708.1669921875, 427.90643310546875}","{620.2312622070312, 477.87176513671875}","{590.3854370117188, 529.8006591796875}","{518.8750610351562, 578.03759765625}","{887.335693359375, 500.24951171875}","{992.0848999023438, 706.5050659179688}"
"{432.5962829589844, 446.29595947265625}","{935.3875732421875, 360.7221374511719}","{400.2969665527344, 82.91851806640625}","{537.6021728515625, 174.88037109375}","{159.45802307128906, 56.78741455078125}","{74.64251708984375, 133.1033935546875}","{322.8216857910156, 268.87762451171875}","{312.7951354980469, 327.054443359375}","{622.1174926757812, 357.6625061035156}","{710.4956665039062, 427.38348388671875}","{620.7511596679688, 479.38616943359375}","{589.9716796875, 532.5965576171875}","{516.6873168945312, 578.3939819335938}","{887.0758056640625, 500.1529846191406}","{993.5701293945312, 707.18359375}"
"{432.7515563964844, 446.0697021484375}","{936.5593872070312, 359.1955871582031}","{400.0884704589844, 83.6739501953125}","{537.1710815429688, 177.6353759765625}","{158.33924865722656, 56.85101318359375}","{75.38720703125, 132.5244140625}","{321.9469299316406, 266.575927734375}","{312.9845886230469, 325.99481201171875}","{623.3866577148438, 357.2472839355469}","{709.193603515625, 425.4193420410156}","{623.73046875, 479.4635009765625}","{592.6504516601562, 532.3506469726562}","{516.1421508789062, 577.3233642578125}","{886.6548461914062, 500.03253173828125}","{994.4979248046875, 707.9667358398438}"
"{433.3152770996094, 444.5434875488281}","{936.581787109375, 359.0366516113281}","{401.5762634277344, 83.71136474609375}","{537.9556274414062, 177.67919921875}","{159.75595092773438, 56.32501220703125}","{76.14028930664062, 133.90093994140625}","{320.5225830078125, 267.579345703125}","{313.48828125, 326.8290100097656}","{623.380126953125, 353.78887939453125}","{710.8010864257812, 423.407958984375}","{622.2688598632812, 481.846923828125}","{590.7033081054688, 532.4384155273438}","{516.1077270507812, 577.0211181640625}","{887.2483520507812, 499.4397277832031}","{996.5985107421875, 707.9392700195312}"
"{432.8326110839844, 445.4018249511719}","{935.644287109375, 358.98162841796875}","{399.4942321777344, 84.05120849609375}","{537.30712890625, 176.517822265625}","{159.92405700683594, 56.18463134765625}","{77.62971496582031, 133.59405517578125}","{322.3174743652344, 268.6051330566406}","{313.44549560546875, 326.8949890136719}","{622.2523193359375, 352.47222900390625}","{709.2388305664062, 422.64794921875}","{621.4921875, 482.8380432128906}","{590.6984252929688, 531.894775390625}","{515.3855590820312, 575.227783203125}","{887.673095703125, 500.3753967285156}","{996.0333862304688, 708.86328125}"
"{432.84552001953125, 444.6446838378906}","{936.4337158203125, 357.94305419921875}","{402.29498291015625, 84.05755615234375}","{537.0408935546875, 175.110595703125}","{161.92369079589844, 56.21923828125}","{77.76112365722656, 132.29107666015625}","{321.5926818847656, 265.5421447753906}","{313.48931884765625, 326.5244140625}","{620.5336303710938, 351.4774475097656}","{709.638671875, 425.4469909667969}","{623.3211059570312, 482.80694580078125}","{590.2015380859375, 530.8394165039062}","{516.981689453125, 576.9599609375}","{888.445556640625, 499.792236328125}","{995.4353637695312, 708.9010009765625}"
"{431.9122619628906, 444.10015869140625}","{935.4011840820312, 359.434326171875}","{402.484619140625, 85.3096923828125}","{535.704345703125, 176.642578125}","{161.95924377441406, 57.69775390625}","{79.07779693603516, 131.69207763671875}","{323.72894287109375, 267.0037841796875}","{313.4870300292969, 327.086669921875}","{618.44384765625, 351.92120361328125}","{709.5977172851562, 426.19146728515625}","{622.3096313476562, 484.37445068359375}","{587.8120727539062, 529.1788330078125}","{517.0759887695312, 578.3604736328125}","{887.9031982421875, 499.5286560058594}","{994.3490600585938, 707.2411499023438}"
"{431.2493896484375, 442.1383972167969}","{935.228515625, 359.2698669433594}","{400.3692626953125, 82.14105224609375}","{536.3208618164062, 175.0537109375}","{164.49916076660156, 56.0877685546875}","{77.74444580078125, 132.3271484375}","{322.5763854980469, 270.4104919433594}","{313.48016357421875, 326.25823974609375}","{617.0010375976562, 349.60491943359375}","{709.2708129882812, 426.52838134765625}","{619.5364990234375, 482.6889343261719}","{587.3670043945312, 527.280029296875}","{517.5325927734375, 578.4135131835938}","{888.4609985351562, 500.20904541015625}","{991.6026611328125, 707.651123046875}"
"{431.9985046386719, 445.5478820800781}","{935.071533203125, 358.3330993652344}","{401.9303283691406, 80.1331787109375}","{535.503173828125, 173.46649169921875}","{163.08074951171875, 57.34564208984375}","{78.62491607666016, 133.4586181640625}","{322.0370788574219, 272.7181091308594}","{313.7297668457031, 326.9708251953125}","{615.7429809570312, 346.5392150878906}","{708.5469360351562, 429.2004699707031}","{618.1307373046875, 483.25628662109375}","{585.54541015625, 529.0514526367188}","{516.6470947265625, 577.120849609375}","{889.0809936523438, 500.37646484375}","{990.0897827148438, 709.321533203125}"
"{431.4775390625, 445.59149169921875}","{932.1073608398438, 357.1294250488281}","{398.3528137207031, 81.13623046875}","{535.9910888671875, 173.107421875}","{164.61920166015625, 55.8250732421875}","{77.34774017333984, 132.36187744140625}","{321.000732421875, 272.5008544921875}","{312.4907531738281, 325.2391357421875}","{616.1324462890625, 344.16839599609375}","{708.8171997070312, 426.9820251464844}","{618.5896606445312, 483.8258361816406}","{583.6262817382812, 529.0139770507812}","{515.0910034179688, 577.8156127929688}","{888.1295776367188, 499.8400573730469}","{991.5626831054688, 707.4927978515625}"
"{432.05450439453125, 448.1009826660156}","{930.8392333984375, 356.6933288574219}","{398.1889343261719, 80.533935546875}","{532.6141967773438, 173.2052001953125}","{164.49342346191406, 59.54296875}","{76.7183837890625, 132.024658203125}","{321.80126953125, 270.9195556640625}","{312.6767272949219, 326.9251403808594}","{616.0134887695312, 343.52984619140625}","{708.7979125976562, 427.9559326171875}","{619.5921630859375, 485.42694091796875}","{584.9862060546875, 530.771728515625}","{513.9929809570312, 578.211669921875}","{887.788330078125, 500.0084533691406}","{993.214111328125, 706.5941772460938}"
"{432.42852783203125, 445.95477294921875}","{931.1275634765625, 355.5294494628906}","{399.772216796875, 80.38922119140625}","{532.0240478515625, 173.355224609375}","{164.36732482910156, 56.666015625}","{75.80565643310547, 131.44580078125}","{321.2113952636719, 269.632568359375}","{312.9776916503906, 327.11175537109375}","{614.4608154296875, 343.49920654296875}","{710.1267700195312, 429.4244689941406}","{622.7820434570312, 483.1552734375}","{585.2973022460938, 531.9453735351562}","{515.4603881835938, 578.9613037109375}","{888.399169921875, 500.2546081542969}","{992.2571411132812, 706.9857177734375}"
"{433.168701171875, 446.56689453125}","{932.1329956054688, 354.8564758300781}","{402.733642578125, 81.51043701171875}","{531.7604370117188, 172.6453857421875}","{162.8265380859375, 58.80078125}","{76.53038024902344, 132.36798095703125}","{322.6423645019531, 271.12298583984375}","{311.6487121582031, 327.739501953125}","{614.9194946289062, 343.8536376953125}","{710.4470825195312, 430.78253173828125}","{622.6214599609375, 482.82403564453125}","{586.5692749023438, 531.8607177734375}","{515.5979614257812, 579.66845703125}","{887.62890625, 499.6277770996094}","{992.1448364257812, 706.1445922851562}"
"{432.5093078613281, 447.50469970703125}","{932.0744018554688, 353.4513244628906}","{404.62677001953125, 84.57843017578125}","{533.5914916992188, 172.52435302734375}","{161.3120880126953, 58.5445556640625}","{77.44926452636719, 131.77252197265625}","{323.5426025390625, 273.9675598144531}","{312.5493469238281, 325.8541564941406}","{616.7679443359375, 343.8215026855469}","{710.1561279296875, 432.3721618652344}","{620.677490234375, 484.6065979003906}","{586.9591064453125, 532.0213623046875}","{514.2421875, 581.2183837890625}","{888.3076171875, 499.34674072265625}","{992.593017578125, 706.202880859375}"
"{432.3003845214844, 449.06842041015625}","{930.5681762695312, 351.96661376953125}","{402.128173828125, 85.01434326171875}","{532.5211791992188, 172.91876220703125}","{158.787109375, 58.35321044921875}","{77.8105239868164, 131.33001708984375}","{322.8582458496094, 275.9761657714844}","{313.1542053222656, 327.4374084472656}","{615.6119995117188, 344.1291809082031}","{708.26171875, 433.2527160644531}","{622.14453125, 486.24249267578125}","{588.30517578125, 530.62744140625}","{513.52783203125, 580.92041015625}","{887.2705688476562, 500.698486328125}","{991.41650390625, 706.249267578125}"
"{433.3387145996094, 448.0129699707031}","{930.297607421875, 351.7233581542969}","{401.64013671875, 83.26708984375}","{534.5020751953125, 171.760498046875}","{158.91217041015625, 60.333984375}","{77.6718521118164, 131.1717529296875}","{322.3169860839844, 275.1514587402344}","{313.8768310546875, 327.02642822265625}","{615.5978393554688, 345.3085021972656}","{707.3440551757812, 433.56463623046875}","{623.654541015625, 487.4366149902344}","{587.31298828125, 527.30322265625}","{513.94580078125, 580.39892578125}","{887.14697265625, 499.4649963378906}","{993.436767578125, 706.291748046875}"
"{433.98699951171875, 446.9850769042969}","{930.34521484375, 352.38720703125}","{402.6346435546875, 86.65911865234375}","{534.3722534179688, 171.31396484375}","{158.71051025390625, 60.56231689453125}","{77.36064910888672, 131.689697265625}","{322.7582092285156, 277.61260986328125}","{312.7601318359375, 328.807373046875}","{616.4514770507812, 345.00482177734375}","{706.8614501953125, 433.3109436035156}","{623.3453369140625, 489.4292297363281}","{585.20361328125, 526.0795288085938}","{515.0739135742188, 578.80126953125}","{887.3527221679688, 499.79620361328125}","{994.40673828125, 705.2286376953125}"
"{434.47216796875, 449.31390380859375}","{932.4365234375, 354.3540954589844}","{400.9316101074219, 89.384521484375}","{535.9436645507812, 173.29083251953125}","{157.3336181640625, 60.97808837890625}","{77.14419555664062, 133.24114990234375}","{320.8392639160156, 277.605224609375}","{312.8474426269531, 327.9127502441406}","{615.7039794921875, 345.4778747558594}","{707.9180297851562, 433.3998718261719}","{624.4801025390625, 490.2580871582031}","{584.968017578125, 524.51025390625}","{514.5620727539062, 579.1561279296875}","{888.4303588867188, 499.9385070800781}","{993.49658203125, 705.1419677734375}"
"{431.58892822265625, 448.5505065917969}","{932.2940063476562, 353.9609069824219}","{400.4529724121094, 90.93426513671875}","{536.7298583984375, 173.29095458984375}","{155.93182373046875, 60.2431640625}","{76.33769989013672, 134.79193115234375}","{320.3407287597656, 278.1639404296875}","{312.5159606933594, 327.1621398925781}","{614.3931274414062, 346.3577575683594}","{708.225830078125, 432.8927307128906}","{624.0252075195312, 489.04876708984375}","{588.5652465820312, 524.5631713867188}","{514.501708984375, 579.1585693359375}","{887.7608032226562, 500.1699523925781}","{994.7657470703125, 705.3192138671875}"
"{434.5472717285156, 449.2528991699219}","{933.5340576171875, 353.70452880859375}","{402.21282958984375, 90.0234375}","{538.1973266601562, 172.35614013671875}","{154.8425750732422, 61.35614013671875}","{78.01080322265625, 132.9837646484375}","{320.59588623046875, 277.1507568359375}","{313.5884094238281, 328.13031005859375}","{614.1103515625, 345.4250183105469}","{711.5560302734375, 433.3150939941406}","{623.0313110351562, 487.7604064941406}","{590.28759765625, 525.777099609375}","{513.79150390625, 579.153076171875}","{887.0421752929688, 499.8213806152344}","{995.8846435546875, 704.9627685546875}"
"{434.42974853515625, 450.503662109375}","{934.9472045898438, 354.8709716796875}","{404.8822937011719, 88.55645751953125}","{540.5958251953125, 173.02459716796875}","{155.10086059570312, 63.789306640625}","{78.46260833740234, 132.4207763671875}","{322.0928039550781, 277.24749755859375}","{313.6882019042969, 326.8050537109375}","{614.9541015625, 346.5633239746094}","{708.8246459960938, 435.7742919921875}","{623.1302490234375, 487.50311279296875}","{589.9815673828125, 526.0340576171875}","{514.3707885742188, 578.31689453125}","{887.0485229492188, 499.670654296875}","{994.2445678710938, 704.6458740234375}"
"{433.3136291503906, 452.3593444824219}","{935.75, 356.5493469238281}","{403.171875, 88.59246826171875}","{539.3184204101562, 170.8184814453125}","{152.908203125, 62.57794189453125}","{77.08124542236328, 131.879150390625}","{321.3069152832031, 277.55792236328125}","{314.3684387207031, 326.8183898925781}","{614.7921142578125, 345.43084716796875}","{709.9180908203125, 436.7294616699219}","{621.7351684570312, 486.8182678222656}","{590.115478515625, 527.8955078125}","{514.4495239257812, 577.5089111328125}","{887.325439453125, 499.5810241699219}","{994.4082641601562, 700.9075927734375}"
"{430.15728759765625, 453.239013671875}","{936.9036254882812, 359.1614685058594}","{405.49102783203125, 90.06903076171875}","{539.8353271484375, 170.189453125}","{153.5713348388672, 64.56219482421875}","{75.62025451660156, 130.54412841796875}","{320.8090515136719, 275.8559875488281}","{314.04083251953125, 325.34246826171875}","{614.4181518554688, 345.0188293457031}","{709.687744140625, 438.0155029296875}","{622.5838623046875, 487.83123779296875}","{590.2695922851562, 528.1597290039062}","{513.58203125, 579.961181640625}","{887.9685668945312, 500.48040771484375}","{992.1255493164062, 698.77294921875}"
"{430.25445556640625, 453.42327880859375}","{937.990966796875, 359.3253173828125}","{403.28173828125, 89.3994140625}","{539.7031860351562, 170.33782958984375}","{153.6973876953125, 65.27410888671875}","{75.6926040649414, 130.33209228515625}","{320.1067199707031, 276.3638000488281}","{313.4649658203125, 324.3095397949219}","{614.6881713867188, 345.6656799316406}","{709.4805908203125, 436.55902099609375}","{623.6178588867188, 486.78363037109375}","{589.5225830078125, 527.6023559570312}","{513.6473388671875, 580.9842529296875}","{888.4003295898438, 499.7935791015625}","{991.999267578125, 699.55859375}"
"{432.5343933105469, 453.2056579589844}","{938.8236083984375, 358.1822509765625}","{400.6507873535156, 89.23773193359375}","{541.11181640625, 172.00115966796875}","{152.45254516601562, 65.78643798828125}","{73.40006256103516, 130.96575927734375}","{320.5797119140625, 278.6112365722656}","{312.3883972167969, 325.4630126953125}","{616.419921875, 345.3638916015625}","{710.327880859375, 436.9205017089844}","{623.8358764648438, 486.3894348144531}","{587.6597290039062, 527.11767578125}","{513.7630615234375, 582.098876953125}","{888.12158203125, 499.1008605957031}","{991.4031372070312, 698.6119384765625}"
"{432.9656982421875, 453.7563781738281}","{936.6820068359375, 359.8294372558594}","{400.6602783203125, 91.03680419921875}","{542.08935546875, 172.93280029296875}","{153.79107666015625, 66.01983642578125}","{75.61387634277344, 132.23907470703125}","{322.90985107421875, 280.020751953125}","{311.6820068359375, 326.3582458496094}","{617.298828125, 345.9000244140625}","{710.6119384765625, 437.6658630371094}","{624.5072631835938, 486.41876220703125}","{586.7975463867188, 526.6798706054688}","{514.1900634765625, 580.8560791015625}","{888.1934204101562, 499.60626220703125}","{992.172607421875, 698.088623046875}"
"{434.1694641113281, 453.5592041015625}","{937.976318359375, 359.61334228515625}","{399.3946228027344, 88.724609375}","{542.2621459960938, 171.1112060546875}","{151.8027801513672, 63.55474853515625}","{74.3485336303711, 132.44744873046875}","{323.5998229980469, 280.5756530761719}","{312.6459655761719, 326.4140319824219}","{614.6241455078125, 344.8394470214844}","{711.4801635742188, 437.58941650390625}","{624.0875244140625, 485.5921325683594}","{588.8577270507812, 526.7542114257812}","{515.94580078125, 580.3272705078125}","{888.702880859375, 499.33160400390625}","{993.6464233398438, 699.477294921875}"
"{433.6308288574219, 455.52789306640625}","{938.09619140625, 357.92950439453125}","{396.12841796875, 91.36529541015625}","{545.338134765625, 169.304931640625}","{150.7282257080078, 63.22100830078125}","{76.48406982421875, 131.69268798828125}","{326.4865417480469, 282.4754943847656}","{312.73291015625, 325.1940612792969}","{615.170166015625, 344.86590576171875}","{709.9429931640625, 437.2805480957031}","{624.2113647460938, 485.13824462890625}","{591.447509765625, 526.5167236328125}","{516.5581665039062, 577.591064453125}","{888.2503662109375, 499.9271545410156}","{994.2432250976562, 700.5316162109375}"
"{433.6308288574219, 455.52789306640625}","{938.09619140625, 357.92950439453125}","{396.12841796875, 91.36529541015625}","{545.338134765625, 169.304931640625}","{150.7282257080078, 63.22100830078125}","{76.48406982421875, 131.69268798828125}","{326.4865417480469, 282.4754943847656}","{312.73291015625, 325.1940612792969}","{615.170166015625, 344.86590576171875}","{709.9429931640625, 437.2805480957031}","{624.2113647460938, 485.13824462890625}","{591.447509765625, 526.5167236328125}","{516.5581665039062, 577.591064453125}","{888.2503662109375, 499.9271545410156}","{994.2432250976562, 700.5316162109375}"
"{434.940673828125, 454.6272888183594}","{938.8257446289062, 360.696533203125}","{396.931640625, 93.581787109375}","{544.3375854492188, 164.59906005859375}","{151.07211303710938, 64.41912841796875}","{75.37511444091797, 129.47552490234375}","{325.6739501953125, 281.10919189453125}","{311.3571472167969, 326.05780029296875}","{615.0282592773438, 344.71307373046875}","{708.0178833007812, 437.694580078125}","{627.5919189453125, 487.6860046386719}","{591.1066284179688, 528.001953125}","{516.4666137695312, 580.24072265625}","{888.0045776367188, 499.87030029296875}","{994.5758056640625, 699.2651977539062}"
"{431.4369201660156, 455.8387756347656}","{938.4249267578125, 360.30120849609375}","{396.4399108886719, 92.91131591796875}","{545.0259399414062, 165.2940673828125}","{153.58517456054688, 65.288330078125}","{74.235595703125, 129.5245361328125}","{325.48614501953125, 279.69976806640625}","{311.7977600097656, 324.9535827636719}","{613.9745483398438, 344.587646484375}","{706.7117309570312, 436.9992370605469}","{628.534423828125, 487.526611328125}","{592.1676635742188, 525.8372802734375}","{516.6112060546875, 579.1751708984375}","{888.240234375, 499.3163146972656}","{993.89453125, 699.4176635742188}"
"{433.4545593261719, 454.504150390625}","{937.6168212890625, 357.87420654296875}","{393.85296630859375, 92.921630859375}","{546.3128051757812, 164.725830078125}","{153.1668701171875, 64.70782470703125}","{74.49581146240234, 130.13909912109375}","{322.8620910644531, 282.24615478515625}","{313.0465393066406, 325.3325500488281}","{612.8290405273438, 344.06573486328125}","{706.5418701171875, 435.7996826171875}","{628.4722290039062, 486.7134704589844}","{590.6607666015625, 525.7782592773438}","{516.9119873046875, 577.93994140625}","{886.9321899414062, 500.3077697753906}","{994.5167846679688, 699.8341674804688}"
"{430.5809020996094, 458.31817626953125}","{937.817138671875, 359.1026916503906}","{393.0951232910156, 91.86181640625}","{546.3970947265625, 164.45513916015625}","{152.11190795898438, 67.26409912109375}","{74.76605987548828, 133.5064697265625}","{324.6658935546875, 282.4757080078125}","{313.31195068359375, 326.43304443359375}","{613.0184326171875, 343.9385070800781}","{706.2020263671875, 436.5118713378906}","{627.959228515625, 486.4801330566406}","{589.2328491210938, 528.1820068359375}","{515.9134521484375, 578.3472290039062}","{887.4907836914062, 500.5570068359375}","{991.9646606445312, 700.9832763671875}"
"{435.7869873046875, 456.60064697265625}","{935.6051025390625, 358.0254211425781}","{392.9762268066406, 91.6719970703125}","{546.6262817382812, 163.62615966796875}","{150.1721649169922, 64.981201171875}","{75.25313568115234, 132.7967529296875}","{325.2348327636719, 283.49835205078125}","{314.105712890625, 324.3675842285156}","{614.2349853515625, 344.084228515625}","{705.8584594726562, 435.2060852050781}","{629.1393432617188, 484.80889892578125}","{589.6035766601562, 529.1137084960938}","{517.2677001953125, 577.0806274414062}","{887.9232788085938, 499.09442138671875}","{993.1121826171875, 698.7216796875}"
"{435.1369323730469, 455.78070068359375}","{933.704833984375, 360.9913330078125}","{394.7630310058594, 94.02056884765625}","{546.8596801757812, 163.51837158203125}","{147.8595428466797, 63.41046142578125}","{73.83089447021484, 132.42559814453125}","{327.8515319824219, 287.24273681640625}","{312.7078552246094, 325.00970458984375}","{615.968505859375, 342.6126403808594}","{706.3745727539062, 435.2534484863281}","{630.1783447265625, 482.9820861816406}","{589.5753784179688, 528.26513671875}","{518.33056640625, 576.715576171875}","{888.028564453125, 499.4723205566406}","{993.0140380859375, 697.2987670898438}"
"{435.43853759765625, 457.9468994140625}","{932.2098388671875, 362.5548400878906}","{395.4578552246094, 96.77978515625}","{544.5419311523438, 162.44317626953125}","{147.98721313476562, 65.26580810546875}","{73.7088851928711, 132.86712646484375}","{326.92669677734375, 284.543212890625}","{311.86956787109375, 324.02191162109375}","{617.5233764648438, 342.6927185058594}","{709.5294189453125, 434.3318786621094}","{628.9363403320312, 482.08831787109375}","{591.7009887695312, 528.9815673828125}","{515.4263305664062, 576.269287109375}","{887.599609375, 499.0209655761719}","{994.0123901367188, 695.5437622070312}"
"{435.75897216796875, 460.9831848144531}","{930.1151123046875, 364.0094299316406}","{395.219482421875, 97.62261962890625}","{544.3619995117188, 162.601318359375}","{147.36407470703125, 64.523681640625}","{73.33171081542969, 133.26556396484375}","{325.1746826171875, 283.9524230957031}","{311.4682922363281, 325.4613037109375}","{616.584228515625, 344.88360595703125}","{708.6441650390625, 434.5956726074219}","{629.6012573242188, 483.07696533203125}","{589.36865234375, 530.2755737304688}","{514.3984985351562, 576.039306640625}","{887.46240234375, 500.6716613769531}","{993.7970581054688, 693.9457397460938}"
"{437.51422119140625, 459.032958984375}","{929.9332885742188, 363.0881652832031}","{396.2349853515625, 96.82318115234375}","{544.5582885742188, 161.48095703125}","{148.24354553222656, 64.4898681640625}","{73.15387725830078, 130.90057373046875}","{324.79388427734375, 283.0688781738281}","{311.7515869140625, 324.74920654296875}","{614.7675170898438, 346.59033203125}","{709.6365966796875, 432.8605041503906}","{631.8298950195312, 482.26873779296875}","{588.2977905273438, 530.5729370117188}","{515.0667724609375, 575.557861328125}","{887.4056396484375, 500.4577941894531}","{993.3309936523438, 691.9140014648438}"
"{436.0306701660156, 461.9150695800781}","{931.1475219726562, 363.0489501953125}","{397.3000183105469, 96.853271484375}","{543.4501342773438, 161.77899169921875}","{149.1266326904297, 64.0416259765625}","{71.16522979736328, 130.4039306640625}","{324.234375, 282.765380859375}","{311.4568176269531, 325.5294189453125}","{615.3923950195312, 347.0321960449219}","{708.3867797851562, 433.90234375}","{631.0914916992188, 481.7528381347656}","{589.7870483398438, 530.6015014648438}","{518.1070556640625, 575.75830078125}","{888.466796875, 499.29901123046875}","{993.6215209960938, 690.0093383789062}"
"{435.3687744140625, 460.6710205078125}","{928.4649047851562, 361.2297058105469}","{396.7354431152344, 97.4073486328125}","{542.0167846679688, 162.81756591796875}","{149.2518310546875, 63.01422119140625}","{70.50567626953125, 129.81878662109375}","{324.0517272949219, 281.5047302246094}","{311.5229797363281, 324.0933532714844}","{617.0059814453125, 347.76055908203125}","{708.3648681640625, 434.3019714355469}","{631.5358276367188, 480.593017578125}","{590.4443359375, 532.19775390625}","{517.5608520507812, 575.5462036132812}","{889.1050415039062, 498.9808349609375}","{996.9415283203125, 691.6461791992188}"
"{435.2866516113281, 459.81951904296875}","{931.062744140625, 360.9582214355469}","{396.2176818847656, 96.4906005859375}","{539.8101806640625, 161.8028564453125}","{149.7093963623047, 60.37384033203125}","{72.37002563476562, 130.53497314453125}","{326.8942565917969, 283.1676330566406}","{310.71234130859375, 323.8850402832031}","{619.116455078125, 345.4491882324219}","{707.54052734375, 434.34600830078125}","{629.5127563476562, 479.2784118652344}","{592.4188232421875, 531.7001953125}","{516.9918212890625, 575.1306762695312}","{888.69287109375, 497.7865905761719}","{996.468017578125, 688.5662841796875}"
"{435.3028564453125, 456.5675048828125}","{930.5872802734375, 360.2174377441406}","{394.1746520996094, 94.3260498046875}","{540.3059692382812, 162.0093994140625}","{149.1077880859375, 60.86309814453125}","{70.41863250732422, 132.69476318359375}","{324.58978271484375, 281.794677734375}","{310.34466552734375, 323.676025390625}","{618.7252807617188, 348.5121765136719}","{706.7396850585938, 434.7109069824219}","{629.3541259765625, 477.2535400390625}","{591.3484497070312, 532.24951171875}","{517.7981567382812, 575.829833984375}","{888.2030639648438, 499.55682373046875}","{994.5916137695312, 690.0904541015625}"
"{435.342041015625, 458.106689453125}","{933.3513793945312, 360.1074523925781}","{394.8753967285156, 94.47119140625}","{539.3703002929688, 159.48883056640625}","{147.82192993164062, 61.8736572265625}","{69.50792694091797, 132.9583740234375}","{325.6855773925781, 285.7950744628906}","{310.6388244628906, 324.10992431640625}","{621.6566772460938, 349.31268310546875}","{706.2774658203125, 433.3544006347656}","{628.8101806640625, 478.5013732910156}","{590.992431640625, 533.5574340820312}","{517.9575805664062, 574.291259765625}","{888.9588012695312, 499.4750061035156}","{993.819091796875, 691.0347900390625}"
"{435.342041015625, 458.106689453125}","{933.3513793945312, 360.1074523925781}","{394.8753967285156, 94.47119140625}","{539.3703002929688, 159.48883056640625}","{147.82192993164062, 61.8736572265625}","{69.50792694091797, 132.9583740234375}","{325.6855773925781, 285.7950744628906}","{310.6388244628906, 324.10992431640625}","{621.6566772460938, 349.31268310546875}","{706.2774658203125, 433.3544006347656}","{628.8101806640625, 478.5013732910156}","{590.992431640625, 533.5574340820312}","{517.9575805664062, 574.291259765625}","{888.9588012695312, 499.4750061035156}","{993.819091796875, 691.0347900390625}"
"{436.53594970703125, 458.0748291015625}","{934.374755859375, 358.14764404296875}","{398.10321044921875, 95.81439208984375}","{541.4768676757812, 158.594482421875}","{149.44442749023438, 61.00384521484375}","{70.18609619140625, 130.96795654296875}","{328.2821350097656, 284.4803466796875}","{310.0740661621094, 324.36114501953125}","{620.3821411132812, 350.1790771484375}","{707.37841796875, 433.6702880859375}","{630.149658203125, 480.3715515136719}","{592.2007446289062, 535.7027587890625}","{518.715087890625, 574.4295043945312}","{888.8043212890625, 499.08013916015625}","{993.0602416992188, 688.6576538085938}"
"{435.0531311035156, 455.19525146484375}","{934.4553833007812, 356.46563720703125}","{397.1554870605469, 94.66107177734375}","{542.634033203125, 160.73614501953125}","{151.01217651367188, 62.9759521484375}","{68.43888092041016, 130.72418212890625}","{332.82659912109375, 282.1612854003906}","{310.9423522949219, 323.6598815917969}","{622.00634765625, 350.41033935546875}","{707.1970825195312, 433.37823486328125}","{631.8193359375, 481.5103454589844}","{592.4617919921875, 536.1895751953125}","{517.6543579101562, 574.587646484375}","{889.4515991210938, 497.9910583496094}","{992.7741088867188, 691.726318359375}"
"{438.4718933105469, 457.348876953125}","{935.1265869140625, 356.749267578125}","{397.9742736816406, 95.17889404296875}","{543.1354370117188, 160.54119873046875}","{150.2975616455078, 63.16070556640625}","{70.05548858642578, 131.2257080078125}","{333.6706237792969, 281.93829345703125}","{310.5664978027344, 323.474853515625}","{621.1045532226562, 350.585205078125}","{707.0825805664062, 434.2789001464844}","{631.9944458007812, 481.1155090332031}","{592.1697387695312, 533.7952270507812}","{515.856201171875, 574.9458618164062}","{888.2573852539062, 500.10308837890625}","{994.192626953125, 693.45703125}"
"{437.7933654785156, 456.0034484863281}","{934.6651611328125, 355.9771728515625}","{399.954345703125, 96.2718505859375}","{544.6796875, 159.4219970703125}","{149.9721221923828, 62.4112548828125}","{71.59965515136719, 132.2598876953125}","{334.3910217285156, 282.03216552734375}","{310.47845458984375, 324.2884216308594}","{619.3419799804688, 350.4493103027344}","{708.8887329101562, 435.2961730957031}","{630.1112670898438, 480.6126403808594}","{592.5025634765625, 533.73583984375}","{513.102294921875, 574.2835693359375}","{888.2257080078125, 499.47650146484375}","{995.2435302734375, 693.897705078125}"
