"{721.5078125, 424.6572265625}","{876.0663452148438, 540.4461669921875}","{569.35107421875, 655.1372680664062}","{472.7395935058594, 628.058837890625}","{80.95964050292969, 641.8670043945312}"
"{720.3865356445312, 425.585205078125}","{875.7571411132812, 542.447509765625}","{569.4342041015625, 654.2618408203125}","{474.1493835449219, 628.8828735351562}","{78.8172836303711, 641.0533447265625}"
"{723.6162109375, 427.1748962402344}","{875.7864379882812, 539.9201049804688}","{568.7369384765625, 652.2197265625}","{475.7603759765625, 630.9639282226562}","{78.34158325195312, 640.0748291015625}"
"{723.6162109375, 427.1748962402344}","{875.7864379882812, 539.9201049804688}","{568.7369384765625, 652.2197265625}","{475.7603759765625, 630.9639282226562}","{78.34158325195312, 640.0748291015625}"
"{725.7279663085938, 423.2640380859375}","{873.611083984375, 539.6146850585938}","{572.1211547851562, 652.51611328125}","{472.0374450683594, 627.9423828125}","{79.58174133300781, 640.837646484375}"
"{724.0653076171875, 424.4747619628906}","{874.8743896484375, 540.1814575195312}","{572.283935546875, 653.9083251953125}","{471.71868896484375, 627.39453125}","{79.10853576660156, 640.5759887695312}"
"{723.8550415039062, 424.81646728515625}","{876.0919189453125, 539.9713745117188}","{573.6328735351562, 652.75830078125}","{469.5997314453125, 626.2835083007812}","{78.44638061523438, 641.07373046875}"
"{722.7433471679688, 424.7156982421875}","{875.10302734375, 540.5745239257812}","{574.0121459960938, 650.794189453125}","{469.2358093261719, 626.8062744140625}","{80.37122344970703, 639.234619140625}"
"{722.7433471679688, 424.7156982421875}","{875.10302734375, 540.5745239257812}","{574.0121459960938, 650.794189453125}","{469.2358093261719, 626.8062744140625}","{80.37122344970703, 639.234619140625}"
"{725.6519165039062, 425.5314025878906}","{873.1152954101562, 542.324951171875}","{570.8140869140625, 650.2515258789062}","{469.4146423339844, 626.8474731445312}","{84.02739715576172, 636.8262939453125}"
"{725.8670043945312, 426.9507141113281}","{872.6608276367188, 544.63427734375}","{571.4375, 649.073486328125}","{469.6808166503906, 626.3143310546875}","{83.20406341552734, 636.1376342773438}"
"{725.7591552734375, 428.1950378417969}","{869.8059692382812, 544.6455078125}","{571.2783203125, 647.96337890625}","{469.6211853027344, 623.861083984375}","{82.50933837890625, 634.6722412109375}"
"{724.0670166015625, 426.75006103515625}","{868.607421875, 545.1044921875}","{573.40625, 647.6170654296875}","{468.4031066894531, 623.6619262695312}","{80.56118774414062, 633.952392578125}"
"{723.6353149414062, 426.912841796875}","{870.8310546875, 545.1863403320312}","{570.259521484375, 649.7744750976562}","{466.63958740234375, 624.9478759765625}","{81.69087219238281, 633.5368041992188}"
"{722.2550659179688, 425.0178527832031}","{868.25830078125, 546.43359375}","{571.5364379882812, 651.6492919921875}","{467.7076721191406, 623.6151123046875}","{83.2404556274414, 633.7706298828125}"
"{723.7345581054688, 425.7658386230469}","{868.6870727539062, 545.5803833007812}","{572.414306640625, 650.563720703125}","{466.8524475097656, 623.4864501953125}","{82.917724609375, 636.2021484375}"
"{726.2720336914062, 423.8257141113281}","{869.6685791015625, 545.0895385742188}","{571.53076171875, 650.0969848632812}","{464.8757019042969, 623.6734619140625}","{82.89471435546875, 636.315185546875}"
"{726.0147705078125, 425.8052978515625}","{868.0908203125, 545.6098022460938}","{575.4375, 649.7699584960938}","{464.24627685546875, 624.3244018554688}","{81.93543243408203, 636.1839599609375}"
"{726.41650390625, 426.6173400878906}","{867.8265991210938, 547.1910400390625}","{575.2632446289062, 652.3011474609375}","{464.39300537109375, 624.9898681640625}","{82.1948471069336, 636.2972412109375}"
"{726.4788208007812, 428.19183349609375}","{871.0890502929688, 547.028564453125}","{574.8076171875, 653.9502563476562}","{466.79376220703125, 626.8615112304688}","{82.44499206542969, 637.9190063476562}"
"{727.6993408203125, 427.3934326171875}","{871.7211303710938, 546.8818359375}","{575.5623168945312, 654.5234375}","{468.4467468261719, 626.3834228515625}","{81.78662872314453, 639.7982177734375}"
"{728.7048950195312, 425.8713684082031}","{869.68359375, 545.6439208984375}","{572.9473266601562, 654.2205810546875}","{468.94439697265625, 625.3472900390625}","{80.84562683105469, 638.5135498046875}"
"{728.8707275390625, 425.4065246582031}","{867.1213989257812, 544.4241943359375}","{574.7360229492188, 653.5047607421875}","{468.773193359375, 626.4657592773438}","{80.91585540771484, 637.8502197265625}"
"{728.8707275390625, 425.4065246582031}","{867.1213989257812, 544.4241943359375}","{574.7360229492188, 653.5047607421875}","{468.773193359375, 626.4657592773438}","{80.91585540771484, 637.8502197265625}"
"{731.4674682617188, 426.4370422363281}","{867.9634399414062, 544.3693237304688}","{575.752197265625, 655.43701171875}","{472.42254638671875, 629.478271484375}","{80.05569458007812, 640.2305297851562}"
"{732.1749877929688, 427.079345703125}","{869.4865112304688, 543.2185668945312}","{577.59423828125, 656.0408325195312}","{473.83221435546875, 630.5119018554688}","{80.2940902709961, 638.0597534179688}"
"{734.013427734375, 425.1303405761719}","{870.3048095703125, 541.0604858398438}","{575.7310791015625, 654.572509765625}","{475.9824523925781, 629.3798828125}","{81.50916290283203, 637.0127563476562}"
"{734.0054931640625, 427.9718933105469}","{870.14501953125, 540.73486328125}","{575.104248046875, 653.9267578125}","{475.421630859375, 629.5070190429688}","{83.45549011230469, 634.9613037109375}"
"{735.5345458984375, 429.28790283203125}","{869.733154296875, 538.0128173828125}","{574.8700561523438, 652.6954956054688}","{471.01507568359375, 625.7161865234375}","{82.86275482177734, 634.94921875}"
"{735.8333740234375, 430.8393249511719}","{869.6770629882812, 538.184814453125}","{575.730712890625, 654.4924926757812}","{472.86981201171875, 626.8179321289062}","{82.68424987792969, 635.62939453125}"
"{735.5013427734375, 432.13677978515625}","{871.00048828125, 540.0884399414062}","{577.02734375, 654.3754272460938}","{471.8821105957031, 626.55908203125}","{81.14959716796875, 637.1535034179688}"
"{734.7745361328125, 430.0174255371094}","{872.8605346679688, 540.951904296875}","{578.636962890625, 651.1550903320312}","{472.2611999511719, 626.1893310546875}","{85.03269958496094, 637.434326171875}"
"{735.5034790039062, 428.95843505859375}","{873.6415405273438, 540.2213134765625}","{577.0516967773438, 652.1531982421875}","{470.9046936035156, 626.0674438476562}","{84.9227066040039, 637.5440063476562}"
"{736.0640258789062, 428.5818176269531}","{873.5367431640625, 542.1041259765625}","{577.634521484375, 652.9464111328125}","{471.9673156738281, 625.262451171875}","{84.69930267333984, 638.1747436523438}"
"{737.10498046875, 430.02734375}","{871.6130981445312, 544.2816162109375}","{577.1724243164062, 651.382080078125}","{470.8327941894531, 626.11767578125}","{84.05963897705078, 638.250244140625}"
"{736.96142578125, 429.4135437011719}","{871.9362182617188, 546.778564453125}","{575.5604248046875, 651.8818969726562}","{470.4567565917969, 624.3297119140625}","{87.96412658691406, 637.379638671875}"
"{736.96142578125, 429.4135437011719}","{871.9362182617188, 546.778564453125}","{575.5604248046875, 651.8818969726562}","{470.4567565917969, 624.3297119140625}","{87.96412658691406, 637.379638671875}"
"{735.3138427734375, 428.62750244140625}","{873.840576171875, 545.5279541015625}","{576.9608154296875, 652.7561645507812}","{470.0213928222656, 624.39208984375}","{88.66960906982422, 636.2174682617188}"
"{735.24951171875, 428.55023193359375}","{876.0674438476562, 545.6822509765625}","{575.0543212890625, 652.2166137695312}","{469.6842041015625, 627.5794067382812}","{88.97711181640625, 635.8349609375}"
"{733.7178344726562, 428.924560546875}","{874.556396484375, 546.9772338867188}","{577.1666870117188, 653.9683837890625}","{470.25445556640625, 630.2313232421875}","{87.97819519042969, 637.1459350585938}"
"{734.0341796875, 429.0093078613281}","{873.4429321289062, 544.41748046875}","{578.7247314453125, 654.2484741210938}","{470.9391784667969, 630.0496215820312}","{88.06791687011719, 634.0028686523438}"
"{735.6510620117188, 430.5146179199219}","{872.3661499023438, 544.1729125976562}","{580.352294921875, 653.9899291992188}","{472.1756896972656, 628.604736328125}","{87.60050201416016, 634.04833984375}"
"{735.32568359375, 432.14813232421875}","{871.8110961914062, 542.6405639648438}","{582.5777587890625, 656.2095336914062}","{472.3114929199219, 631.2894287109375}","{89.4457778930664, 632.251220703125}"
"{735.031005859375, 432.1063232421875}","{871.4520263671875, 544.2783813476562}","{582.734375, 656.2393188476562}","{470.39971923828125, 630.4891967773438}","{89.30183410644531, 633.149169921875}"
"{732.574462890625, 434.2398376464844}","{871.1996459960938, 543.1180419921875}","{581.1369018554688, 657.9371948242188}","{469.59197998046875, 630.5445556640625}","{89.09378814697266, 630.8407592773438}"
"{731.37255859375, 434.3969421386719}","{869.14501953125, 543.92822265625}","{582.549560546875, 658.5667724609375}","{469.6312255859375, 629.6295166015625}","{91.81462097167969, 630.0093994140625}"
"{731.3989868164062, 433.8541564941406}","{869.4729614257812, 546.2022094726562}","{584.4723510742188, 657.146484375}","{470.6369323730469, 630.85107421875}","{93.56788635253906, 632.1529541015625}"
"{731.494140625, 434.6686706542969}","{869.9953002929688, 548.2908325195312}","{582.6469116210938, 660.1615600585938}","{470.4637451171875, 629.1156005859375}","{92.11138916015625, 632.6441650390625}"
"{730.5120239257812, 433.36517333984375}","{868.8741455078125, 550.3602294921875}","{584.3507690429688, 659.4000244140625}","{471.09527587890625, 628.5482177734375}","{92.17801666259766, 632.6488647460938}"
"{730.5120239257812, 433.36517333984375}","{868.8741455078125, 550.3602294921875}","{584.3507690429688, 659.4000244140625}","{471.09527587890625, 628.5482177734375}","{92.17801666259766, 632.6488647460938}"
"{731.4920654296875, 431.5127258300781}","{867.9723510742188, 549.1419677734375}","{586.3605346679688, 660.9876098632812}","{472.42999267578125, 627.7106323242188}","{91.1075210571289, 633.1736450195312}"
"{732.4979248046875, 432.3321838378906}","{868.047607421875, 548.7044677734375}","{584.8023071289062, 659.280517578125}","{473.7344665527344, 627.7149658203125}","{91.68138122558594, 632.4744873046875}"
"{733.0750732421875, 434.3924255371094}","{866.1788940429688, 549.4697265625}","{583.9910888671875, 657.308349609375}","{473.6798095703125, 629.929443359375}","{89.5555648803711, 633.020263671875}"
"{732.2899169921875, 435.8499450683594}","{865.7769775390625, 547.5506591796875}","{584.2713623046875, 658.4859619140625}","{475.4380187988281, 630.2670288085938}","{89.62332153320312, 633.689453125}"
"{733.0655517578125, 435.91302490234375}","{862.8580932617188, 548.30126953125}","{584.3191528320312, 657.6588745117188}","{477.3861083984375, 629.760986328125}","{87.78209686279297, 633.8219604492188}"
"{733.9078979492188, 437.3312072753906}","{862.717529296875, 548.5519409179688}","{583.9398803710938, 658.0897827148438}","{480.08203125, 630.9861450195312}","{86.6561508178711, 636.7066040039062}"
"{734.790771484375, 435.46807861328125}","{862.7987060546875, 547.761474609375}","{583.9304809570312, 656.82666015625}","{481.392822265625, 631.3748168945312}","{87.95526885986328, 636.2332153320312}"
"{736.2816162109375, 435.917724609375}","{864.2955932617188, 547.5352783203125}","{583.60986328125, 658.2227172851562}","{483.3094482421875, 631.3199462890625}","{88.47067260742188, 636.028076171875}"
"{737.7078247070312, 436.3255310058594}","{865.137451171875, 547.0615844726562}","{582.6695556640625, 658.7266845703125}","{483.0878601074219, 632.3666381835938}","{86.72805786132812, 636.390380859375}"
"{738.3627319335938, 436.7192077636719}","{865.7662963867188, 545.9610595703125}","{583.0299072265625, 657.4813232421875}","{481.0537414550781, 633.2232666015625}","{88.88294982910156, 635.4876098632812}"
"{742.165283203125, 434.88818359375}","{864.8028564453125, 546.3350830078125}","{584.7796020507812, 657.4281005859375}","{482.59228515625, 632.6121826171875}","{88.93270111083984, 635.333984375}"
"{741.35693359375, 434.08953857421875}","{866.6055908203125, 546.9495239257812}","{583.4672241210938, 655.2273559570312}","{483.7834777832031, 632.5194091796875}","{86.68280029296875, 635.5921630859375}"
"{739.6212768554688, 433.7716369628906}","{865.1248168945312, 547.0096435546875}","{582.609619140625, 654.6486206054688}","{484.5354309082031, 632.819091796875}","{86.78128051757812, 635.6748046875}"
"{740.0880126953125, 434.8611145019531}","{864.9472045898438, 547.2077026367188}","{582.5700073242188, 654.3797607421875}","{483.2094421386719, 633.4296875}","{88.05101776123047, 637.5422973632812}"
"{741.5725708007812, 434.6133117675781}","{866.2584228515625, 545.766357421875}","{581.0447387695312, 652.7337036132812}","{481.54315185546875, 632.8541259765625}","{90.25362396240234, 639.77880859375}"
"{743.0381469726562, 434.0456848144531}","{864.9470825195312, 546.0511474609375}","{580.0000610351562, 652.6934204101562}","{480.8602294921875, 630.148681640625}","{90.29046630859375, 638.0170288085938}"
"{742.16748046875, 435.8111267089844}","{866.308349609375, 546.685302734375}","{578.3881225585938, 652.02197265625}","{476.7939453125, 630.2107543945312}","{88.53722381591797, 639.088134765625}"
"{743.42529296875, 437.1883544921875}","{865.5152587890625, 544.6827392578125}","{579.7127685546875, 652.47216796875}","{476.6896057128906, 630.7805786132812}","{91.31224060058594, 638.306640625}"
"{740.8348388671875, 436.0660400390625}","{866.0678100585938, 546.73681640625}","{578.5162963867188, 655.109619140625}","{477.4453430175781, 630.7507934570312}","{91.97167205810547, 636.964111328125}"
"{740.2191772460938, 436.1742248535156}","{865.5567016601562, 548.5469360351562}","{576.8377075195312, 657.4954833984375}","{478.2520446777344, 632.3182983398438}","{92.82935333251953, 637.48046875}"
"{740.5158081054688, 436.9002990722656}","{865.5660400390625, 546.5038452148438}","{577.3140869140625, 658.3641357421875}","{479.1981201171875, 630.2631225585938}","{92.64495849609375, 637.70263671875}"
"{741.400146484375, 436.2980041503906}","{866.3714599609375, 546.7326049804688}","{577.687255859375, 658.408935546875}","{480.4711608886719, 628.2154541015625}","{93.73217010498047, 636.0667724609375}"
"{744.9571533203125, 436.14324951171875}","{867.978515625, 550.7501220703125}","{577.9456787109375, 658.9592895507812}","{479.7044372558594, 627.653564453125}","{94.8746566772461, 637.160400390625}"
"{746.0148315429688, 436.45965576171875}","{866.9605712890625, 549.6657104492188}","{579.2054443359375, 658.3314819335938}","{480.3590393066406, 627.8916015625}","{94.150146484375, 636.6303100585938}"
"{744.9154052734375, 436.4386901855469}","{866.1016845703125, 548.7352294921875}","{578.9281616210938, 659.596923828125}","{480.0251159667969, 627.0293579101562}","{91.50386810302734, 633.3857421875}"
"{744.703125, 435.702392578125}","{865.4985961914062, 547.131591796875}","{576.5130004882812, 659.2520751953125}","{477.5289306640625, 625.478271484375}","{90.34947967529297, 630.2928466796875}"
"{745.1425170898438, 436.9023742675781}","{864.7291259765625, 546.2752075195312}","{577.7437133789062, 656.9146728515625}","{477.36602783203125, 624.4949951171875}","{91.57720947265625, 629.4613037109375}"
"{744.4412231445312, 437.8257751464844}","{863.5631713867188, 545.691162109375}","{577.8516235351562, 655.8046875}","{480.33685302734375, 624.2919921875}","{91.3495864868164, 628.5805053710938}"
"{743.502685546875, 437.2142333984375}","{864.1299438476562, 546.3255004882812}","{578.7048950195312, 653.76513671875}","{482.30975341796875, 625.1614990234375}","{92.19525146484375, 628.29541015625}"
"{742.4851684570312, 437.2020263671875}","{864.8436279296875, 544.1134033203125}","{579.5617065429688, 651.5463256835938}","{481.5826110839844, 624.5045776367188}","{92.76304626464844, 629.2529907226562}"
"{742.8170776367188, 436.8196716308594}","{866.6205444335938, 546.9199829101562}","{578.6444702148438, 653.3154907226562}","{478.7356262207031, 625.3408203125}","{94.63809967041016, 628.6121215820312}"
"{742.4805297851562, 437.8533630371094}","{867.8339233398438, 545.8834838867188}","{579.7185668945312, 653.1680908203125}","{479.5188903808594, 626.1453247070312}","{94.73383331298828, 629.5321655273438}"
"{741.8397216796875, 439.2098693847656}","{869.0364990234375, 545.6612548828125}","{578.7283325195312, 654.7078857421875}","{480.69964599609375, 624.6875610351562}","{95.3649673461914, 628.970703125}"
"{738.892822265625, 440.7476806640625}","{869.1091918945312, 543.595458984375}","{578.51123046875, 655.1483154296875}","{479.3623046875, 625.6824340820312}","{95.85563659667969, 630.7865600585938}"
"{739.0579833984375, 439.3405456542969}","{871.4046630859375, 543.3318481445312}","{580.1907958984375, 655.5005493164062}","{476.7976989746094, 625.9638671875}","{94.24876403808594, 631.204345703125}"
"{742.2854614257812, 436.490966796875}","{872.6433715820312, 540.1456298828125}","{579.2886352539062, 655.780029296875}","{473.8400573730469, 624.1665649414062}","{93.91927337646484, 631.419677734375}"
"{741.5156860351562, 434.985595703125}","{873.3636474609375, 539.3072509765625}","{580.6041870117188, 656.4473266601562}","{473.19232177734375, 622.6747436523438}","{92.11742401123047, 633.6640625}"
"{743.6451416015625, 435.3512268066406}","{873.224609375, 537.6724853515625}","{581.6510009765625, 658.2607421875}","{470.7724914550781, 623.3245849609375}","{89.82843017578125, 633.3751220703125}"
"{741.1473999023438, 434.2073669433594}","{874.706298828125, 538.585693359375}","{580.1427612304688, 660.006591796875}","{469.70947265625, 622.4229736328125}","{89.3636245727539, 636.2322998046875}"
"{744.1853637695312, 431.704833984375}","{874.4425659179688, 537.5098876953125}","{577.6762084960938, 658.54052734375}","{470.2336120605469, 623.7999877929688}","{87.44678497314453, 636.2783813476562}"
"{744.1354370117188, 431.8131103515625}","{872.96142578125, 537.5048828125}","{575.8870239257812, 656.6958618164062}","{469.1755065917969, 622.013916015625}","{89.88433074951172, 635.2673950195312}"
"{743.2286987304688, 432.6445007324219}","{874.5457153320312, 532.8159790039062}","{576.5199584960938, 656.9736938476562}","{467.5272521972656, 622.2257690429688}","{89.07738494873047, 633.4552612304688}"
"{742.18701171875, 433.15838623046875}","{874.1216430664062, 532.7513427734375}","{578.2662963867188, 655.024658203125}","{465.7646484375, 622.359375}","{90.94841003417969, 633.2945556640625}"
"{741.7401733398438, 435.08721923828125}","{874.4774169921875, 533.4431762695312}","{578.4944458007812, 655.1175537109375}","{468.2051696777344, 620.437744140625}","{89.9286117553711, 633.8839111328125}"
"{740.840087890625, 431.9850158691406}","{872.3246459960938, 533.2123413085938}","{577.8368530273438, 654.5794067382812}","{467.5650939941406, 621.8428955078125}","{89.08116149902344, 632.687744140625}"
"{742.7299194335938, 433.4226989746094}","{870.1076049804688, 533.6301879882812}","{575.9075317382812, 654.0894775390625}","{467.3674621582031, 622.2059936523438}","{89.31158447265625, 633.67919921875}"
"{743.08349609375, 434.4391174316406}","{868.42236328125, 531.45654296875}","{577.2716064453125, 653.641357421875}","{466.2149658203125, 621.654052734375}","{90.95573425292969, 631.2219848632812}"
"{742.988525390625, 433.1940002441406}","{869.8703002929688, 530.5283813476562}","{578.3155517578125, 653.6717529296875}","{469.1248474121094, 619.1715087890625}","{91.80557250976562, 631.2837524414062}"
"{742.988525390625, 433.1940002441406}","{869.8703002929688, 530.5283813476562}","{578.3155517578125, 653.6717529296875}","{469.1248474121094, 619.1715087890625}","{91.80557250976562, 631.2837524414062}"
"{741.8372802734375, 436.2550354003906}","{865.8185424804688, 531.5144653320312}","{580.996337890625, 654.1080932617188}","{468.23321533203125, 617.9315185546875}","{89.0116958618164, 631.1047973632812}"
"{741.093505859375, 436.8648376464844}","{865.1224975585938, 532.7225952148438}","{581.4927978515625, 654.5204467773438}","{466.134765625, 616.856689453125}","{89.83666229248047, 633.4890747070312}"
"{740.7742309570312, 435.2951965332031}","{866.3917236328125, 532.72314453125}","{581.607177734375, 654.9352416992188}","{468.9383544921875, 619.1319580078125}","{86.19445037841797, 633.606201171875}"
"{740.9104614257812, 436.1048583984375}","{866.9839477539062, 534.3888549804688}","{580.34716796875, 655.3185424804688}","{468.2162170410156, 619.6546630859375}","{86.27796936035156, 634.9876098632812}"
"{743.3555297851562, 437.370849609375}","{866.2599487304688, 533.373046875}","{581.592529296875, 655.1251831054688}","{468.9521484375, 619.5159912109375}","{86.84861755371094, 636.8038330078125}"
"{741.5946044921875, 435.4102478027344}","{865.6324462890625, 533.7532958984375}","{581.0349731445312, 656.993408203125}","{471.768798828125, 619.6334228515625}","{85.71842956542969, 635.468017578125}"
"{742.5055541992188, 435.7129211425781}","{863.3709106445312, 533.1110229492188}","{580.0120239257812, 657.7276611328125}","{472.9493103027344, 622.2039184570312}","{85.29586029052734, 633.9776000976562}"
"{742.5328369140625, 436.5289306640625}","{863.7743530273438, 534.64111328125}","{581.4987182617188, 660.0078735351562}","{473.06378173828125, 624.7877197265625}","{85.1277847290039, 634.8803100585938}"
"{741.5665893554688, 434.24432373046875}","{864.3082885742188, 536.5128173828125}","{581.3969116210938, 659.4066772460938}","{471.0421447753906, 623.8217163085938}","{85.49971008300781, 634.3861083984375}"
"{744.6439208984375, 436.5924987792969}","{862.737060546875, 538.830078125}","{581.96826171875, 659.99560546875}","{467.6451110839844, 623.69873046875}","{87.38016510009766, 633.935302734375}"
"{742.7564086914062, 435.6404724121094}","{861.140625, 536.8588256835938}","{580.4525146484375, 658.7530517578125}","{468.93585205078125, 622.1651000976562}","{90.90990447998047, 634.4072875976562}"
"{741.4108276367188, 435.45782470703125}","{861.0419311523438, 538.3014526367188}","{581.2308349609375, 658.222412109375}","{465.7398986816406, 621.9365234375}","{92.43225860595703, 634.219970703125}"
"{741.9600830078125, 435.7293395996094}","{859.2238159179688, 537.9877319335938}","{581.8037109375, 655.0160522460938}","{462.1188659667969, 619.915771484375}","{94.16608428955078, 637.0615844726562}"
"{741.9861450195312, 434.7262878417969}","{859.0067138671875, 538.9572143554688}","{584.8104858398438, 653.7199096679688}","{462.2718811035156, 619.845947265625}","{92.77761840820312, 635.6255493164062}"
"{743.8336181640625, 433.8957214355469}","{858.942138671875, 540.252197265625}","{587.0389404296875, 653.0669555664062}","{461.82244873046875, 620.5698852539062}","{91.37712097167969, 634.3558959960938}"
"{742.3932495117188, 431.7812805175781}","{855.9765625, 539.947265625}","{586.3899536132812, 654.863525390625}","{460.5700988769531, 622.769287109375}","{92.39921569824219, 635.3243408203125}"
"{741.297119140625, 431.9515075683594}","{855.5374145507812, 541.1380004882812}","{584.35693359375, 656.3318481445312}","{459.2604064941406, 620.5258178710938}","{93.99522399902344, 635.6294555664062}"
"{740.821533203125, 431.4715576171875}","{855.5892333984375, 540.9234619140625}","{582.435791015625, 654.1856079101562}","{457.2657470703125, 619.4942626953125}","{94.26174926757812, 633.6446533203125}"
"{739.5884399414062, 432.1296081542969}","{855.0433959960938, 541.98486328125}","{584.670654296875, 653.240478515625}","{456.6449279785156, 620.8292236328125}","{95.7777099609375, 634.9140014648438}"
"{738.3775024414062, 431.4707946777344}","{855.0748291015625, 543.0647583007812}","{584.5597534179688, 652.4902954101562}","{453.7416076660156, 623.7550659179688}","{93.1752700805664, 635.2814331054688}"
"{739.2720947265625, 431.48541259765625}","{854.3323974609375, 544.065673828125}","{582.7748413085938, 653.011474609375}","{451.6568603515625, 623.9940795898438}","{93.03750610351562, 633.2664184570312}"
"{740.5281372070312, 433.8451843261719}","{852.7733154296875, 546.2816162109375}","{580.3963623046875, 653.5114135742188}","{450.0302734375, 624.662841796875}","{93.54232025146484, 633.6885375976562}"
"{740.081298828125, 434.4717102050781}","{853.3428955078125, 544.3644409179688}","{581.0206298828125, 654.0114135742188}","{450.4106750488281, 626.6173095703125}","{93.95346069335938, 635.7998657226562}"
"{742.099853515625, 433.8565979003906}","{851.56884765625, 543.0331420898438}","{582.745361328125, 652.9692993164062}","{453.69476318359375, 624.9212036132812}","{93.76530456542969, 637.0303955078125}"
"{742.3305053710938, 432.83160400390625}","{851.4983520507812, 544.2073364257812}","{581.6993408203125, 652.1329345703125}","{453.8731689453125, 624.5260009765625}","{96.33956909179688, 635.416748046875}"
"{743.3958740234375, 433.20281982421875}","{851.344482421875, 547.0195922851562}","{581.4210205078125, 652.9905395507812}","{455.7381896972656, 623.054443359375}","{95.9384765625, 636.3554077148438}"
"{742.6655883789062, 434.0862121582031}","{849.033203125, 549.8901977539062}","{583.0224609375, 652.0218505859375}","{457.60772705078125, 621.6365966796875}","{91.93692016601562, 632.4786376953125}"
"{742.6655883789062, 434.0862121582031}","{849.033203125, 549.8901977539062}","{583.0224609375, 652.0218505859375}","{457.60772705078125, 621.6365966796875}","{91.93692016601562, 632.4786376953125}"
"{742.6266479492188, 432.583251953125}","{852.820068359375, 553.108154296875}","{584.6163940429688, 651.8861083984375}","{459.3825988769531, 622.0821533203125}","{94.51618194580078, 632.5563354492188}"
"{744.2540283203125, 431.49578857421875}","{852.0023193359375, 555.2342529296875}","{583.4588012695312, 653.749267578125}","{459.83319091796875, 622.41064453125}","{96.85952758789062, 631.0911865234375}"
"{743.560546875, 431.3037109375}","{851.616455078125, 555.2164306640625}","{584.353515625, 652.8989868164062}","{457.7529296875, 621.2864990234375}","{95.958984375, 629.5433349609375}"
"{741.5494384765625, 431.07281494140625}","{852.9567260742188, 553.8299560546875}","{584.2520141601562, 652.462890625}","{456.0294189453125, 621.3839111328125}","{93.74264526367188, 631.0955200195312}"
"{740.4028930664062, 434.427001953125}","{853.102783203125, 553.7911376953125}","{585.8761596679688, 651.8193969726562}","{457.34716796875, 621.2557983398438}","{95.504638671875, 631.78173828125}"
"{741.6163330078125, 433.9400939941406}","{852.1229248046875, 555.2174072265625}","{583.66845703125, 649.3350830078125}","{458.6003112792969, 621.7997436523438}","{92.43480682373047, 634.546630859375}"
"{741.2938842773438, 431.274169921875}","{854.0087280273438, 552.8855590820312}","{582.059814453125, 649.9876708984375}","{457.68011474609375, 621.7144165039062}","{92.32498168945312, 632.2163696289062}"
"{740.7278442382812, 429.088134765625}","{853.7686157226562, 553.0325317382812}","{581.4830322265625, 649.3951416015625}","{459.06353759765625, 621.6758422851562}","{91.99636840820312, 634.554443359375}"
"{741.9144897460938, 430.4518127441406}","{855.4765625, 554.6544799804688}","{581.9072265625, 650.8974609375}","{460.5716247558594, 624.3397827148438}","{89.20539855957031, 633.0927124023438}"
"{743.0612182617188, 428.0523681640625}","{856.0340576171875, 553.6063232421875}","{583.156982421875, 650.3697509765625}","{458.3356018066406, 623.5792236328125}","{88.97950744628906, 631.8287963867188}"
"{742.2897338867188, 430.1424255371094}","{856.1138916015625, 551.6160888671875}","{583.6079711914062, 648.305908203125}","{455.46588134765625, 623.7408447265625}","{89.01829528808594, 629.4451904296875}"
"{742.9378662109375, 428.7403564453125}","{854.2818603515625, 552.1199951171875}","{583.869873046875, 648.5374145507812}","{458.9217224121094, 624.0267333984375}","{89.59871673583984, 632.7092895507812}"
"{742.9378662109375, 428.7403564453125}","{854.2818603515625, 552.1199951171875}","{583.869873046875, 648.5374145507812}","{458.9217224121094, 624.0267333984375}","{89.59871673583984, 632.7092895507812}"
"{740.2418212890625, 428.08349609375}","{853.6416015625, 553.6453857421875}","{581.0380249023438, 652.8731079101562}","{456.3814697265625, 623.6614990234375}","{85.19438934326172, 636.3671875}"
"{739.4641723632812, 429.169189453125}","{853.85009765625, 553.4428100585938}","{581.9606323242188, 649.8860473632812}","{456.7611999511719, 621.5780029296875}","{88.62743377685547, 635.5267333984375}"
"{741.5435791015625, 429.5527038574219}","{854.2093505859375, 552.7774047851562}","{583.0211791992188, 650.1680297851562}","{457.1071472167969, 622.5684814453125}","{86.99928283691406, 637.154296875}"
"{741.1881713867188, 431.84197998046875}","{853.23974609375, 553.4254760742188}","{581.14990234375, 651.8485107421875}","{455.7102355957031, 624.5230712890625}","{87.53244018554688, 636.8004150390625}"
"{738.8336791992188, 432.77301025390625}","{851.977294921875, 553.2994384765625}","{582.300537109375, 651.3974609375}","{452.0226135253906, 625.6690673828125}","{88.28385925292969, 634.5478515625}"
"{736.9703369140625, 431.90301513671875}","{852.1795043945312, 555.425048828125}","{582.7642211914062, 650.7925415039062}","{451.11627197265625, 623.7356567382812}","{91.03895568847656, 633.241943359375}"
"{736.2697143554688, 434.31988525390625}","{850.8504638671875, 557.0592041015625}","{580.9937133789062, 651.9325561523438}","{451.6809997558594, 625.3583374023438}","{89.89358520507812, 632.957275390625}"
"{737.175048828125, 433.93408203125}","{851.8419799804688, 558.3287963867188}","{579.9834594726562, 653.07421875}","{451.473876953125, 625.8610229492188}","{89.83364868164062, 633.925048828125}"
