"{561.6008911132812, 119.14263916015625}","{275.17181396484375, 453.4939270019531}","{209.70545959472656, 595.3374633789062}"
"{562.8941040039062, 120.49853515625}","{274.3013000488281, 453.1109313964844}","{209.63577270507812, 595.6071166992188}"
"{562.9205932617188, 119.84320068359375}","{275.6769104003906, 453.6839294433594}","{210.04150390625, 592.7105712890625}"
"{562.0126342773438, 120.65228271484375}","{276.9383239746094, 452.8474426269531}","{211.36578369140625, 592.1688232421875}"
"{562.0126342773438, 120.65228271484375}","{276.9383239746094, 452.8474426269531}","{211.36578369140625, 592.1688232421875}"
"{558.7640991210938, 121.6180419921875}","{275.5001220703125, 452.94183349609375}","{210.96063232421875, 592.9055786132812}"
"{558.027099609375, 123.64251708984375}","{275.1078796386719, 453.2182922363281}","{211.99813842773438, 592.7389526367188}"
"{557.0118408203125, 122.69744873046875}","{276.52642822265625, 454.37371826171875}","{209.6861572265625, 592.1962890625}"
"{556.2621459960938, 122.06646728515625}","{277.16522216796875, 453.6343688964844}","{211.056396484375, 592.6519775390625}"
"{553.8040161132812, 120.06085205078125}","{275.39190673828125, 452.838134765625}","{210.1840362548828, 591.3609619140625}"
"{555.0767211914062, 120.7637939453125}","{274.397216796875, 452.1751708984375}","{211.48060607910156, 590.6885375976562}"
"{555.133056640625, 119.8643798828125}","{274.2310791015625, 450.2872619628906}","{212.21994018554688, 588.7477416992188}"
"{554.7899780273438, 119.68634033203125}","{274.17144775390625, 451.9378662109375}","{212.0639190673828, 589.730224609375}"
"{555.5498046875, 119.667236328125}","{272.8335266113281, 450.6180114746094}","{210.50775146484375, 588.0367431640625}"
"{553.7349243164062, 119.99212646484375}","{272.3994445800781, 451.8006896972656}","{210.6771697998047, 589.8009033203125}"
"{553.099365234375, 122.401123046875}","{271.9315490722656, 451.28790283203125}","{210.2132110595703, 589.794921875}"
"{554.3731079101562, 122.1348876953125}","{272.45782470703125, 450.11309814453125}","{208.4113006591797, 588.8272705078125}"
"{554.3731079101562, 122.1348876953125}","{272.45782470703125, 450.11309814453125}","{208.4113006591797, 588.8272705078125}"
"{554.2210083007812, 124.84942626953125}","{272.0247497558594, 451.8865051269531}","{208.10194396972656, 588.2274169921875}"
"{554.2152709960938, 123.84857177734375}","{273.38470458984375, 449.4173583984375}","{205.5720977783203, 586.0562133789062}"
"{552.4536743164062, 124.6806640625}","{272.58935546875, 449.4361877441406}","{205.1077117919922, 583.8622436523438}"
"{550.9039916992188, 124.25372314453125}","{272.2132568359375, 448.89886474609375}","{204.81118774414062, 587.2876586914062}"
"{551.57177734375, 123.30084228515625}","{270.9760437011719, 449.53253173828125}","{206.27952575683594, 586.4287109375}"
"{550.7047729492188, 125.59271240234375}","{270.50775146484375, 449.9566650390625}","{203.92979431152344, 586.3589477539062}"
"{552.9572143554688, 124.753662109375}","{268.093994140625, 449.735595703125}","{205.8472137451172, 585.7071533203125}"
"{553.3204345703125, 123.67657470703125}","{267.46588134765625, 452.31439208984375}","{203.24368286132812, 584.58935546875}"
"{553.7033081054688, 123.28125}","{265.9767150878906, 452.8958435058594}","{202.65782165527344, 584.52001953125}"
"{554.763427734375, 124.29559326171875}","{266.5304870605469, 453.1825256347656}","{204.46115112304688, 583.8616943359375}"
"{554.4710693359375, 124.69354248046875}","{268.4607849121094, 451.16485595703125}","{205.60540771484375, 584.128173828125}"
"{551.6080322265625, 124.52716064453125}","{270.4768981933594, 453.79876708984375}","{207.13648986816406, 585.5525512695312}"
"{550.3909912109375, 123.4364013671875}","{269.879638671875, 453.9043884277344}","{206.86744689941406, 584.7894897460938}"
"{552.262939453125, 123.3458251953125}","{271.41900634765625, 453.9092102050781}","{207.9019775390625, 583.8511962890625}"
"{552.57861328125, 122.8309326171875}","{272.0135498046875, 453.5019226074219}","{208.9370574951172, 585.2119140625}"
"{549.8754272460938, 124.70220947265625}","{272.2392883300781, 452.19189453125}","{207.56729125976562, 585.8541870117188}"
"{547.085205078125, 124.39788818359375}","{273.707763671875, 451.1444091796875}","{208.4119415283203, 583.252685546875}"
"{545.2118530273438, 123.13092041015625}","{273.8422546386719, 451.41058349609375}","{210.17469787597656, 583.240478515625}"
"{544.569580078125, 124.3819580078125}","{275.3384704589844, 450.3303527832031}","{207.66122436523438, 582.4769897460938}"
"{542.8013305664062, 124.9442138671875}","{274.9103088378906, 452.6535339355469}","{207.34559631347656, 581.96142578125}"
"{542.6369018554688, 125.1126708984375}","{274.9256896972656, 453.1716613769531}","{206.04458618164062, 582.70458984375}"
"{542.0801391601562, 122.58258056640625}","{275.2279968261719, 452.3445129394531}","{208.3016815185547, 582.0001220703125}"
"{543.2244873046875, 122.86529541015625}","{274.23760986328125, 452.2496643066406}","{207.28604125976562, 582.3961791992188}"
"{543.6472778320312, 124.1441650390625}","{274.5709533691406, 450.64044189453125}","{206.93466186523438, 581.2352905273438}"
"{545.1807861328125, 123.08587646484375}","{275.2758483886719, 450.90771484375}","{203.05300903320312, 580.3452758789062}"
"{544.7440795898438, 124.071044921875}","{275.5453796386719, 451.14508056640625}","{203.05540466308594, 582.97265625}"
"{544.4124145507812, 124.58343505859375}","{278.4037170410156, 452.3272399902344}","{202.40113830566406, 582.1039428710938}"
"{544.4124145507812, 124.58343505859375}","{278.4037170410156, 452.3272399902344}","{202.40113830566406, 582.1039428710938}"
"{544.858642578125, 124.40106201171875}","{282.7003479003906, 453.93267822265625}","{203.86624145507812, 581.2154541015625}"
"{543.4301147460938, 125.7197265625}","{282.5951843261719, 452.69134521484375}","{201.99156188964844, 582.1251220703125}"
"{542.058837890625, 126.18853759765625}","{285.04278564453125, 451.0599060058594}","{202.841796875, 583.2135009765625}"
"{544.8510131835938, 125.2384033203125}","{287.01708984375, 451.4306945800781}","{201.41893005371094, 582.8966064453125}"
"{543.1080322265625, 125.15838623046875}","{288.1279296875, 451.88470458984375}","{202.58917236328125, 583.83447265625}"
"{543.6029052734375, 125.17767333984375}","{288.97808837890625, 451.83551025390625}","{202.40185546875, 584.2276000976562}"
"{544.4445190429688, 125.56396484375}","{287.0405578613281, 450.9326477050781}","{202.079833984375, 586.699462890625}"
"{544.240966796875, 124.31976318359375}","{288.4910583496094, 451.6620788574219}","{203.49069213867188, 586.5611572265625}"
"{545.269287109375, 123.36505126953125}","{288.1875, 453.055419921875}","{204.2188720703125, 585.7174682617188}"
"{546.0863037109375, 123.70135498046875}","{289.49468994140625, 454.9509582519531}","{204.05319213867188, 586.4150390625}"
"{544.4617919921875, 125.93524169921875}","{290.7679443359375, 454.8113708496094}","{204.47088623046875, 587.168701171875}"
"{545.39013671875, 125.121826171875}","{292.6758728027344, 453.3609619140625}","{202.14927673339844, 589.1265869140625}"
