"{902.8553157474021, 470.86810551558756}","{924.1374900079936, 176.19184652278182}","{631.0983213429256, 485.60191846522787}","{560.7034372501998, 199.1111111111111}","{434.6474820143885, 277.69144684252603}","{233.28537170263786, 128.71622701838533}","{459.2038369304556, 323.5299760191847}","{185.80975219824137, 398.83613109512396}","{38.47162270183854, 395.5619504396483}","{72.85051958433253, 664.0447641886492}","{27.01199040767385, 649.3109512390089}"
"{905.7086181640625, 471.34027099609375}","{925.4921264648438, 173.83380126953125}","{633.322265625, 498.3031921386719}","{557.2067260742188, 195.53277587890625}","{435.1328430175781, 273.25738525390625}","{232.9338836669922, 128.34039306640625}","{446.4362487792969, 323.43951416015625}","{185.54327392578125, 394.442138671875}","{44.17802810668945, 392.4485778808594}","{70.3482437133789, 664.3060913085938}","{30.650096893310547, 647.9937744140625}"
"{903.5106201171875, 471.04388427734375}","{929.4281616210938, 175.3890380859375}","{632.4488525390625, 497.31463623046875}","{557.0377807617188, 197.32940673828125}","{434.0494384765625, 276.7616271972656}","{232.82302856445312, 127.81640625}","{445.7936096191406, 329.2730407714844}","{185.0408935546875, 395.06390380859375}","{47.43881607055664, 390.09765625}","{72.85023498535156, 663.7734375}","{31.00727653503418, 646.79833984375}"
"{904.10693359375, 471.5325927734375}","{929.700927734375, 175.7265625}","{633.2582397460938, 495.22113037109375}","{556.9356079101562, 198.0247802734375}","{435.1925354003906, 276.93798828125}","{233.33326721191406, 127.37689208984375}","{443.9348449707031, 329.8248596191406}","{185.74330139160156, 394.2248840332031}","{49.335479736328125, 390.1311950683594}","{72.37728881835938, 662.3141479492188}","{32.14584541320801, 647.5264282226562}"
"{907.0821533203125, 471.53912353515625}","{930.2347412109375, 175.4017333984375}","{631.7467651367188, 494.1983947753906}","{555.9570922851562, 197.55328369140625}","{430.89898681640625, 277.0415954589844}","{231.7216796875, 127.29248046875}","{443.2006530761719, 330.1120300292969}","{187.5337371826172, 395.7474670410156}","{49.5362434387207, 390.66339111328125}","{72.02601623535156, 662.9657592773438}","{33.668914794921875, 645.7529907226562}"
"{906.5036010742188, 471.9678649902344}","{928.5983276367188, 173.8299560546875}","{631.25341796875, 497.6319580078125}","{554.802490234375, 195.43865966796875}","{430.6311340332031, 274.8901672363281}","{230.8095703125, 127.468505859375}","{442.50042724609375, 328.6316223144531}","{187.56170654296875, 395.88568115234375}","{49.48279571533203, 391.6536865234375}","{71.13204193115234, 662.052978515625}","{31.238012313842773, 644.47900390625}"
"{907.0532836914062, 474.49249267578125}","{928.1730346679688, 174.2498779296875}","{628.6072387695312, 497.1026611328125}","{555.173828125, 198.2193603515625}","{428.9657897949219, 275.54400634765625}","{231.05450439453125, 127.36376953125}","{441.904296875, 326.8349609375}","{188.13848876953125, 396.1170654296875}","{51.0163688659668, 396.2425537109375}","{69.44580078125, 662.6536865234375}","{28.384265899658203, 646.9996948242188}"
"{908.3460083007812, 476.86614990234375}","{930.2705688476562, 172.9857177734375}","{626.7463989257812, 495.0989990234375}","{556.1260375976562, 198.28533935546875}","{427.64202880859375, 274.418701171875}","{230.84559631347656, 127.1806640625}","{439.1887512207031, 328.51458740234375}","{190.13134765625, 395.8757629394531}","{51.733089447021484, 394.2278137207031}","{71.69503021240234, 662.630859375}","{29.48736000061035, 646.861572265625}"
"{909.3673095703125, 473.9996337890625}","{930.357421875, 172.60302734375}","{626.8598022460938, 496.39459228515625}","{556.188720703125, 200.235107421875}","{427.018310546875, 274.7314758300781}","{231.52796936035156, 126.939697265625}","{436.84228515625, 327.8970031738281}","{189.7716522216797, 397.0422668457031}","{50.767818450927734, 394.10760498046875}","{73.18927764892578, 662.7774047851562}","{30.204030990600586, 645.6122436523438}"
"{910.1033325195312, 471.9140625}","{930.2354125976562, 172.64984130859375}","{624.0700073242188, 496.5048522949219}","{556.5150146484375, 199.5142822265625}","{428.2024230957031, 274.3079528808594}","{232.32791137695312, 129.47723388671875}","{438.5577697753906, 327.5051574707031}","{189.76296997070312, 396.2655334472656}","{48.245689392089844, 395.2121276855469}","{72.51054382324219, 664.542724609375}","{30.933916091918945, 647.774658203125}"
"{910.7008056640625, 470.6494445800781}","{929.5513305664062, 172.849609375}","{623.431884765625, 496.35821533203125}","{557.0603637695312, 201.138427734375}","{425.8712158203125, 273.3684997558594}","{230.70858764648438, 127.38140869140625}","{437.4751892089844, 328.6430358886719}","{190.7376708984375, 397.5128173828125}","{47.4996223449707, 395.5762023925781}","{74.09771728515625, 664.810791015625}","{29.244726181030273, 647.2037353515625}"
"{908.9100952148438, 469.9178161621094}","{928.9852294921875, 173.2777099609375}","{623.7081909179688, 498.5444641113281}","{557.4111938476562, 201.25244140625}","{427.0968322753906, 271.0999450683594}","{232.25271606445312, 126.2554931640625}","{438.41693115234375, 324.54345703125}","{191.19578552246094, 398.14276123046875}","{47.875877380371094, 394.33837890625}","{72.65274047851562, 665.606201171875}","{30.152694702148438, 645.1925659179688}"
"{908.9100952148438, 469.9178161621094}","{928.9852294921875, 173.2777099609375}","{623.7081909179688, 498.5444641113281}","{557.4111938476562, 201.25244140625}","{427.0968322753906, 271.0999450683594}","{232.25271606445312, 126.2554931640625}","{438.41693115234375, 324.54345703125}","{191.19578552246094, 398.14276123046875}","{47.875877380371094, 394.33837890625}","{72.65274047851562, 665.606201171875}","{30.152694702148438, 645.1925659179688}"
"{908.4400024414062, 470.39764404296875}","{931.8695678710938, 177.99407958984375}","{621.1856689453125, 499.404052734375}","{559.7451782226562, 200.179931640625}","{429.6502990722656, 271.3019714355469}","{230.581787109375, 125.7039794921875}","{438.4814147949219, 324.4610290527344}","{186.51133728027344, 400.01043701171875}","{48.50313949584961, 393.2168884277344}","{76.11186218261719, 665.7380981445312}","{29.519304275512695, 645.2141723632812}"
"{910.0624389648438, 469.1482238769531}","{930.6370849609375, 176.21600341796875}","{621.78466796875, 499.066162109375}","{561.8406982421875, 198.9776611328125}","{429.1366882324219, 273.116943359375}","{231.27516174316406, 124.5872802734375}","{439.45062255859375, 323.00537109375}","{187.1763916015625, 398.7430114746094}","{47.642250061035156, 397.0995178222656}","{73.46888732910156, 666.999755859375}","{31.661544799804688, 644.1371459960938}"
"{910.2774047851562, 469.1519775390625}","{930.305419921875, 176.4984130859375}","{621.9044799804688, 500.0668029785156}","{562.9425659179688, 200.01446533203125}","{429.12811279296875, 273.5950012207031}","{231.4353790283203, 123.9669189453125}","{440.1576232910156, 322.4429016113281}","{183.2525634765625, 399.8415222167969}","{42.47779083251953, 397.7960205078125}","{71.10653686523438, 665.7489013671875}","{30.100980758666992, 646.052734375}"
"{910.6583862304688, 467.9941711425781}","{930.8468627929688, 177.1407470703125}","{622.071044921875, 500.5520324707031}","{562.6376342773438, 201.3604736328125}","{428.5142822265625, 272.2030944824219}","{231.47706604003906, 124.46484375}","{441.88909912109375, 322.7846984863281}","{183.14328002929688, 398.005615234375}","{43.671836853027344, 396.72808837890625}","{70.32503509521484, 667.5883178710938}","{30.513479232788086, 646.7481079101562}"
"{910.3756713867188, 469.8844299316406}","{931.0445556640625, 177.5206298828125}","{621.273681640625, 500.3890686035156}","{560.103271484375, 200.86187744140625}","{428.24224853515625, 269.1937561035156}","{233.0667724609375, 125.1536865234375}","{442.1427307128906, 320.594970703125}","{182.92898559570312, 396.79315185546875}","{45.444366455078125, 394.7962951660156}","{69.3840103149414, 668.6611328125}","{31.525333404541016, 647.15966796875}"
"{911.4573974609375, 471.1808166503906}","{930.7805786132812, 177.85565185546875}","{620.7803955078125, 500.7529296875}","{560.186767578125, 199.61541748046875}","{427.6692199707031, 270.9714660644531}","{233.4973602294922, 123.7548828125}","{442.56573486328125, 320.0089416503906}","{182.24264526367188, 397.0494384765625}","{47.02485656738281, 395.2261047363281}","{68.94114685058594, 670.4742431640625}","{30.489620208740234, 649.1325073242188}"
"{909.1289672851562, 470.19061279296875}","{930.9423828125, 176.8369140625}","{621.30224609375, 499.0409240722656}","{559.289306640625, 199.889404296875}","{426.45721435546875, 272.8833923339844}","{233.39993286132812, 123.008056640625}","{444.7227783203125, 322.0593566894531}","{182.08428955078125, 396.6555480957031}","{47.45328903198242, 395.8223571777344}","{69.6497802734375, 669.177734375}","{29.964950561523438, 647.2203369140625}"
"{909.9036865234375, 472.8585510253906}","{931.6080932617188, 177.4639892578125}","{621.3882446289062, 499.7721252441406}","{561.5856323242188, 200.9420166015625}","{427.6082763671875, 272.3479309082031}","{232.188720703125, 122.9677734375}","{445.76361083984375, 324.4453125}","{181.3885955810547, 395.4852294921875}","{47.141357421875, 394.6715087890625}","{70.45439910888672, 669.020263671875}","{28.152202606201172, 646.3189086914062}"
"{909.2597045898438, 472.77545166015625}","{931.790771484375, 178.12994384765625}","{620.6160278320312, 500.35028076171875}","{563.158447265625, 200.9637451171875}","{429.0683288574219, 273.260498046875}","{232.16519165039062, 123.576904296875}","{448.1694641113281, 324.09814453125}","{182.93508911132812, 396.16424560546875}","{46.62898635864258, 395.91619873046875}","{69.84525299072266, 666.3283081054688}","{28.729082107543945, 642.56982421875}"
"{910.2516479492188, 471.7848815917969}","{931.2786865234375, 180.305419921875}","{619.7886962890625, 501.8735046386719}","{560.9278564453125, 202.24530029296875}","{425.6580810546875, 273.8868713378906}","{232.4755401611328, 121.35089111328125}","{448.7899475097656, 324.3641052246094}","{183.72254943847656, 397.0149230957031}","{46.81033706665039, 395.96478271484375}","{71.75199127197266, 666.38134765625}","{29.666645050048828, 642.6112670898438}"
"{911.4293212890625, 469.9420166015625}","{930.5892333984375, 180.4024658203125}","{620.9439086914062, 502.1298828125}","{561.1416015625, 203.89862060546875}","{423.6147155761719, 271.1752624511719}","{234.1944122314453, 121.50750732421875}","{449.6497802734375, 324.3319091796875}","{184.9612579345703, 397.7205810546875}","{46.431671142578125, 396.4162902832031}","{72.20034790039062, 666.3272705078125}","{28.58367156982422, 642.8955688476562}"
"{912.0432739257812, 469.9463195800781}","{931.29541015625, 179.8828125}","{621.5712280273438, 499.09527587890625}","{562.0792236328125, 203.50091552734375}","{425.725341796875, 269.92791748046875}","{234.4150390625, 120.94915771484375}","{450.74114990234375, 323.8953857421875}","{185.46160888671875, 397.69024658203125}","{46.228187561035156, 396.8141784667969}","{72.47109985351562, 665.5272827148438}","{27.277477264404297, 644.1878051757812}"
"{911.5861206054688, 467.1615905761719}","{931.8541870117188, 178.72125244140625}","{621.13037109375, 498.5738830566406}","{562.7425537109375, 204.73565673828125}","{424.48419189453125, 269.63739013671875}","{234.5484619140625, 120.84033203125}","{450.563232421875, 322.5235290527344}","{184.9589385986328, 397.5810546875}","{46.86753845214844, 398.822021484375}","{73.60188293457031, 664.1077270507812}","{28.718381881713867, 645.8735961914062}"
"{911.474365234375, 466.6349792480469}","{932.1475830078125, 178.99151611328125}","{618.843505859375, 497.6255798339844}","{562.2855834960938, 204.98419189453125}","{427.88568115234375, 271.2071533203125}","{231.94383239746094, 120.4886474609375}","{452.56591796875, 323.2206115722656}","{186.12632751464844, 398.7567138671875}","{43.56693649291992, 398.5147705078125}","{73.37349700927734, 663.8353271484375}","{27.99835968017578, 646.169677734375}"
"{911.1707153320312, 467.1413269042969}","{932.6604614257812, 177.48162841796875}","{620.2382202148438, 497.3415222167969}","{565.38232421875, 206.77490234375}","{428.7108459472656, 271.6694030761719}","{232.15115356445312, 120.86163330078125}","{451.9911804199219, 323.5963134765625}","{186.127685546875, 401.7536926269531}","{43.271751403808594, 399.6435546875}","{73.65126037597656, 663.9783325195312}","{28.418434143066406, 644.672119140625}"
"{911.855712890625, 466.9020690917969}","{932.671630859375, 177.05126953125}","{619.9467163085938, 497.82916259765625}","{563.8435668945312, 206.21002197265625}","{428.78338623046875, 269.1493225097656}","{232.38438415527344, 119.169189453125}","{452.7878723144531, 325.1593322753906}","{185.81552124023438, 402.5107421875}","{43.75657272338867, 399.615966796875}","{75.07792663574219, 662.9395141601562}","{26.12725830078125, 645.0762329101562}"
"{911.0646362304688, 466.8367614746094}","{931.6021728515625, 178.71234130859375}","{618.7283325195312, 497.66326904296875}","{563.768310546875, 207.3961181640625}","{428.99114990234375, 269.3489990234375}","{231.54513549804688, 119.7037353515625}","{452.4441223144531, 325.9337463378906}","{185.2080078125, 403.733642578125}","{45.51063537597656, 400.09112548828125}","{74.40362548828125, 660.5651245117188}","{26.305326461791992, 645.4231567382812}"
"{909.7785034179688, 466.26080322265625}","{931.7396240234375, 177.37615966796875}","{619.0884399414062, 495.2139892578125}","{562.5565185546875, 207.68646240234375}","{428.2476501464844, 267.9567565917969}","{231.58241271972656, 121.85638427734375}","{453.6874084472656, 323.8982238769531}","{188.00033569335938, 405.2160949707031}","{44.153076171875, 400.9287414550781}","{75.07666015625, 662.5402221679688}","{25.924036026000977, 644.5460205078125}"
"{910.7626342773438, 466.4480895996094}","{931.2273559570312, 177.52850341796875}","{619.7798461914062, 496.04754638671875}","{561.5529174804688, 207.02947998046875}","{428.2204284667969, 268.0622863769531}","{229.03509521484375, 122.8724365234375}","{455.51470947265625, 324.5873107910156}","{186.5494842529297, 404.4128723144531}","{45.22074890136719, 400.0896301269531}","{73.20936584472656, 661.7144775390625}","{25.225811004638672, 644.30517578125}"
"{909.4334106445312, 466.58599853515625}","{930.916259765625, 177.4864501953125}","{619.7100219726562, 493.746826171875}","{561.3353271484375, 207.858154296875}","{428.9258728027344, 269.13525390625}","{230.7751007080078, 124.6436767578125}","{456.7744140625, 324.27587890625}","{185.9016571044922, 404.3195495605469}","{45.77533721923828, 400.18634033203125}","{75.28974151611328, 661.229736328125}","{25.96853256225586, 644.4296264648438}"
"{910.6060791015625, 464.5966796875}","{932.1572875976562, 175.8177490234375}","{620.9803466796875, 495.4798278808594}","{560.5923461914062, 206.90679931640625}","{427.5329895019531, 266.3094787597656}","{229.73606872558594, 124.35833740234375}","{455.3720397949219, 322.6683044433594}","{184.52760314941406, 404.5084228515625}","{45.945438385009766, 401.34478759765625}","{73.81169128417969, 661.265625}","{25.823387145996094, 642.16064453125}"
"{910.6060791015625, 464.5966796875}","{932.1572875976562, 175.8177490234375}","{620.9803466796875, 495.4798278808594}","{560.5923461914062, 206.90679931640625}","{427.5329895019531, 266.3094787597656}","{229.73606872558594, 124.35833740234375}","{455.3720397949219, 322.6683044433594}","{184.52760314941406, 404.5084228515625}","{45.945438385009766, 401.34478759765625}","{73.81169128417969, 661.265625}","{25.823387145996094, 642.16064453125}"
"{911.195068359375, 467.626708984375}","{934.0599365234375, 176.22296142578125}","{616.8402709960938, 497.7501525878906}","{561.7521362304688, 206.573974609375}","{426.2772521972656, 263.8861083984375}","{229.19296264648438, 129.20074462890625}","{456.0740966796875, 324.6479187011719}","{181.7236785888672, 404.6461181640625}","{45.221282958984375, 403.8797302246094}","{71.69951629638672, 660.5189208984375}","{23.272804260253906, 645.0823974609375}"
"{912.7828979492188, 466.0218505859375}","{934.4613037109375, 179.3045654296875}","{616.6038818359375, 500.2720031738281}","{563.9613647460938, 206.4337158203125}","{427.00067138671875, 261.2979736328125}","{230.1837615966797, 127.4283447265625}","{455.8847961425781, 325.3978576660156}","{182.44778442382812, 406.892333984375}","{44.53688049316406, 403.12628173828125}","{71.91117858886719, 658.2157592773438}","{20.377073287963867, 646.2625732421875}"
"{910.09033203125, 466.5302734375}","{933.44775390625, 178.56231689453125}","{618.2235717773438, 497.9176025390625}","{562.7156372070312, 208.01904296875}","{428.3796691894531, 258.5705261230469}","{229.6658935546875, 127.5792236328125}","{458.5228271484375, 324.9423828125}","{183.5845184326172, 407.51055908203125}","{42.86505126953125, 403.5480651855469}","{70.36946868896484, 657.6046752929688}","{19.709562301635742, 646.3959350585938}"
"{909.9462890625, 465.8323059082031}","{935.1287841796875, 178.1416015625}","{618.9752807617188, 497.827392578125}","{562.6759033203125, 206.28369140625}","{427.390625, 258.1161193847656}","{231.2270965576172, 128.6806640625}","{456.9263916015625, 322.1638488769531}","{182.04177856445312, 408.5409240722656}","{44.40610122680664, 402.52960205078125}","{69.46759796142578, 657.1928100585938}","{18.734220504760742, 647.1869506835938}"
"{911.11181640625, 466.0866394042969}","{935.1365966796875, 177.3037109375}","{618.9762573242188, 493.8569641113281}","{562.9384155273438, 205.718994140625}","{426.8172607421875, 259.7749938964844}","{231.4659423828125, 129.16082763671875}","{458.26495361328125, 321.5155944824219}","{181.90679931640625, 406.772216796875}","{44.6820068359375, 404.0119323730469}","{69.30339813232422, 654.7994384765625}","{17.850345611572266, 646.6934814453125}"
"{910.6754150390625, 466.45306396484375}","{938.055419921875, 176.76568603515625}","{615.8048095703125, 493.7581787109375}","{560.6300659179688, 207.2890625}","{427.2603454589844, 257.5787658691406}","{229.2568817138672, 127.93817138671875}","{455.80072021484375, 321.83026123046875}","{180.16757202148438, 407.92669677734375}","{45.172264099121094, 402.01544189453125}","{71.35807800292969, 656.9132690429688}","{18.989749908447266, 646.2680053710938}"
"{910.4207763671875, 466.64111328125}","{936.8807373046875, 177.13287353515625}","{614.3682250976562, 494.2685241699219}","{562.0914306640625, 207.03631591796875}","{429.08966064453125, 257.53076171875}","{229.37985229492188, 129.07928466796875}","{456.3878479003906, 321.3855285644531}","{178.33726501464844, 408.1195983886719}","{43.233978271484375, 405.2136535644531}","{71.18631744384766, 653.9801635742188}","{18.845510482788086, 645.0252685546875}"
"{909.6168212890625, 466.7109069824219}","{938.094970703125, 176.56109619140625}","{614.6505737304688, 494.1588439941406}","{560.9335327148438, 208.57391357421875}","{430.30950927734375, 257.2601318359375}","{230.69581604003906, 127.5}","{456.6725158691406, 318.2425537109375}","{177.72308349609375, 406.36834716796875}","{42.334293365478516, 406.2377624511719}","{70.04820251464844, 653.3135375976562}","{20.508686065673828, 647.0824584960938}"
"{912.0425415039062, 467.3223876953125}","{937.7613525390625, 177.76141357421875}","{615.4944458007812, 494.06549072265625}","{559.406982421875, 210.35919189453125}","{429.01385498046875, 255.85940551757812}","{231.6444091796875, 128.10723876953125}","{457.372802734375, 317.29595947265625}","{177.4313201904297, 406.03228759765625}","{42.656463623046875, 406.8348388671875}","{71.14486694335938, 650.9285278320312}","{21.70920181274414, 644.7200927734375}"
"{913.370849609375, 466.6458740234375}","{937.7921142578125, 176.643798828125}","{614.97119140625, 493.9491271972656}","{557.5723876953125, 209.4464111328125}","{427.9800109863281, 257.9263610839844}","{231.43572998046875, 126.753173828125}","{457.4491271972656, 317.8387756347656}","{176.25608825683594, 404.5149230957031}","{40.741661071777344, 406.1767883300781}","{70.5380630493164, 653.0543823242188}","{19.6967716217041, 645.844482421875}"
"{914.8333129882812, 465.515380859375}","{935.9134521484375, 176.45538330078125}","{612.9156494140625, 494.96270751953125}","{557.5401611328125, 207.87347412109375}","{427.8355712890625, 255.5867919921875}","{231.188232421875, 127.3878173828125}","{458.2065124511719, 317.2742614746094}","{176.43338012695312, 403.6387023925781}","{38.032161712646484, 407.2544860839844}","{71.38711547851562, 650.9171142578125}","{21.793811798095703, 647.4775390625}"
"{916.3770141601562, 463.9273681640625}","{934.1868896484375, 178.7005615234375}","{616.8099975585938, 492.4688720703125}","{561.6956787109375, 209.4466552734375}","{428.51507568359375, 253.65570068359375}","{232.02854919433594, 127.85443115234375}","{457.3734130859375, 317.538330078125}","{176.4766845703125, 403.9991760253906}","{37.55952453613281, 407.0787353515625}","{70.71736145019531, 651.8916625976562}","{23.263988494873047, 647.7353515625}"
"{915.6172485351562, 464.1056213378906}","{935.7023315429688, 180.318115234375}","{617.197509765625, 494.9623107910156}","{563.4036254882812, 211.1407470703125}","{427.4760437011719, 251.89605712890625}","{233.45831298828125, 127.9661865234375}","{459.6764831542969, 315.7390441894531}","{177.46998596191406, 405.8772277832031}","{39.848140716552734, 405.8362121582031}","{69.6041259765625, 650.8148193359375}","{21.417552947998047, 648.8037109375}"
"{915.0696411132812, 463.7664794921875}","{936.03515625, 181.04510498046875}","{617.8058471679688, 497.4001159667969}","{563.2296752929688, 211.5120849609375}","{428.013916015625, 251.48577880859375}","{234.8306427001953, 129.09027099609375}","{460.2609558105469, 317.9919128417969}","{176.19793701171875, 405.3279113769531}","{39.105621337890625, 405.5365295410156}","{71.26000213623047, 649.712646484375}","{20.979652404785156, 648.8988037109375}"
"{916.1939086914062, 465.1796875}","{934.8486328125, 180.60247802734375}","{617.01611328125, 496.09075927734375}","{565.40283203125, 209.1199951171875}","{429.6519775390625, 250.3040771484375}","{233.12445068359375, 129.38330078125}","{459.86468505859375, 318.3424072265625}","{176.62203979492188, 407.203125}","{38.534027099609375, 405.2084655761719}","{72.94703674316406, 650.2763671875}","{20.6574649810791, 647.5323486328125}"
"{918.0851440429688, 463.89337158203125}","{933.4442138671875, 180.74261474609375}","{619.6836547851562, 496.9317321777344}","{565.8016357421875, 209.38336181640625}","{430.68048095703125, 250.82525634765625}","{232.3160858154297, 128.3809814453125}","{460.12127685546875, 320.0295715332031}","{177.97079467773438, 404.90753173828125}","{39.08875274658203, 405.3720397949219}","{75.68401336669922, 650.2735595703125}","{17.887529373168945, 648.966796875}"
"{918.0989379882812, 463.283935546875}","{934.4609375, 179.84771728515625}","{619.4736938476562, 497.2020568847656}","{565.8446655273438, 208.8443603515625}","{429.63226318359375, 252.58953857421875}","{232.2169189453125, 128.44976806640625}","{458.6092834472656, 321.6636962890625}","{175.60362243652344, 404.8628845214844}","{41.0081672668457, 403.7686462402344}","{76.04313659667969, 649.261962890625}","{18.245840072631836, 650.7013549804688}"
"{918.0695190429688, 462.6933898925781}","{933.3225708007812, 180.9459228515625}","{619.4109497070312, 496.15130615234375}","{566.52197265625, 208.20343017578125}","{430.5771789550781, 251.63507080078125}","{233.0618438720703, 129.6552734375}","{459.8188781738281, 319.32073974609375}","{175.1497039794922, 404.18035888671875}","{41.741859436035156, 404.4570617675781}","{77.25943756103516, 648.9138793945312}","{21.247716903686523, 648.867919921875}"
"{918.2382202148438, 461.8443298339844}","{932.8154907226562, 181.76904296875}","{619.7835693359375, 493.0110778808594}","{565.8343505859375, 206.96588134765625}","{431.7297668457031, 251.59075927734375}","{235.58216857910156, 127.56097412109375}","{459.23638916015625, 321.0912780761719}","{175.57752990722656, 401.96136474609375}","{41.41560745239258, 404.048583984375}","{74.82659149169922, 651.1376342773438}","{19.896848678588867, 647.2852783203125}"
"{918.098388671875, 462.69384765625}","{933.034423828125, 181.91717529296875}","{618.3558959960938, 493.5478515625}","{566.9131469726562, 207.39447021484375}","{432.6680603027344, 250.9327392578125}","{236.15106201171875, 129.4952392578125}","{460.49993896484375, 321.1169128417969}","{175.655517578125, 402.1860656738281}","{40.94876480102539, 404.276123046875}","{74.65933227539062, 649.2392578125}","{19.28083610534668, 648.1856079101562}"
"{916.8631591796875, 463.2979736328125}","{936.2998657226562, 183.05145263671875}","{619.9992065429688, 493.8201599121094}","{568.1319580078125, 207.58551025390625}","{430.7476806640625, 251.15545654296875}","{234.38250732421875, 128.51318359375}","{459.1226806640625, 320.9969787597656}","{174.84779357910156, 402.0999450683594}","{39.61737060546875, 403.49560546875}","{73.45010375976562, 649.12939453125}","{20.218751907348633, 650.750244140625}"
