"{718.2077026367188, 223.6026611328125}","{636.6653442382812, 66.37237548828125}","{499.8909912109375, 185.0867919921875}","{439.6296691894531, 51.0709228515625}","{306.18597412109375, 247.25518798828125}","{269.19989013671875, 263.9359436035156}","{232.40289306640625, 337.1524353027344}","{185.99378967285156, 294.9209899902344}","{545.189453125, 619.8067626953125}","{519.01806640625, 654.32666015625}","{413.92095947265625, 666.9733276367188}","{264.408447265625, 531.649658203125}","{116.24642181396484, 613.745361328125}","{335.71099853515625, 721.2452392578125}","{957.2278442382812, 395.47955322265625}","{673.5370483398438, 444.7735595703125}","{580.3524169921875, 408.133056640625}"
"{716.9420166015625, 224.18365478515625}","{636.6016235351562, 65.95574951171875}","{499.6909484863281, 186.440673828125}","{439.39495849609375, 49.4705810546875}","{306.3349609375, 250.6807861328125}","{268.7016296386719, 264.3992004394531}","{231.67013549804688, 336.9051818847656}","{184.98731994628906, 295.5286865234375}","{544.1195068359375, 621.1077880859375}","{518.8942260742188, 656.2423095703125}","{411.8234558105469, 666.3184814453125}","{265.9893493652344, 532.6754150390625}","{115.94154357910156, 614.0479125976562}","{334.4649658203125, 722.1494750976562}","{956.958740234375, 396.727294921875}","{672.6436157226562, 445.020751953125}","{578.3751831054688, 405.6428527832031}"
"{717.6957397460938, 223.31524658203125}","{633.9921264648438, 65.4384765625}","{501.0586853027344, 185.78173828125}","{439.3150329589844, 49.507568359375}","{307.67413330078125, 249.78863525390625}","{270.65948486328125, 265.256103515625}","{232.2187042236328, 335.8977966308594}","{186.14987182617188, 295.2597351074219}","{543.8195190429688, 619.51318359375}","{518.4090576171875, 655.89208984375}","{411.52752685546875, 666.203125}","{265.17620849609375, 533.6061401367188}","{115.98023223876953, 613.5166625976562}","{335.6523742675781, 721.6950073242188}","{959.784423828125, 397.4209289550781}","{672.41162109375, 444.5581970214844}","{576.7130737304688, 405.6497802734375}"
"{720.010498046875, 222.211669921875}","{633.8818969726562, 66.62518310546875}","{499.7624816894531, 184.48638916015625}","{440.7610168457031, 49.30047607421875}","{311.18756103515625, 250.38800048828125}","{272.91650390625, 262.87396240234375}","{230.6123504638672, 335.1156005859375}","{186.6046905517578, 295.3554992675781}","{544.3406982421875, 619.6245727539062}","{520.0020751953125, 655.7133178710938}","{411.8692626953125, 667.1829833984375}","{265.55126953125, 533.1691284179688}","{115.90255737304688, 613.3236694335938}","{335.1164245605469, 721.1973876953125}","{958.833251953125, 399.4171142578125}","{673.9597778320312, 444.425048828125}","{576.716064453125, 406.660400390625}"
"{720.1085815429688, 220.3486328125}","{636.5093994140625, 69.44232177734375}","{499.9027099609375, 186.29388427734375}","{443.85150146484375, 50.25860595703125}","{311.30621337890625, 248.9658203125}","{271.8088684082031, 265.1390075683594}","{230.92535400390625, 333.5332946777344}","{186.15884399414062, 296.8180847167969}","{542.4696044921875, 620.6932373046875}","{522.3911743164062, 657.6071166992188}","{412.18060302734375, 666.9710693359375}","{267.3818664550781, 532.640625}","{116.01224517822266, 614.3318481445312}","{335.6393737792969, 721.25244140625}","{958.2291870117188, 400.45318603515625}","{671.8256225585938, 444.5357666015625}","{577.4035034179688, 405.6748962402344}"
"{718.277099609375, 217.1246337890625}","{633.8824462890625, 67.97808837890625}","{501.6220397949219, 184.873779296875}","{441.359619140625, 51.97747802734375}","{311.0062561035156, 249.981201171875}","{270.232666015625, 264.3662414550781}","{231.39842224121094, 329.9583740234375}","{184.32034301757812, 297.2981872558594}","{543.4683837890625, 621.6643676757812}","{520.9274291992188, 657.591552734375}","{412.11517333984375, 667.5962524414062}","{265.5068054199219, 533.4918212890625}","{116.32306671142578, 613.1962890625}","{335.56121826171875, 720.999755859375}","{957.0364379882812, 402.5205993652344}","{673.2290649414062, 442.23406982421875}","{577.9256591796875, 405.59326171875}"
"{718.3486328125, 216.7489013671875}","{634.3092651367188, 69.231689453125}","{501.3736267089844, 185.14471435546875}","{440.6993408203125, 50.4520263671875}","{307.79290771484375, 251.03057861328125}","{267.8409729003906, 264.0250549316406}","{230.18287658691406, 331.188232421875}","{182.19956970214844, 300.7896423339844}","{542.1154174804688, 621.9194946289062}","{522.9866943359375, 656.9595947265625}","{414.1079406738281, 666.3433837890625}","{265.7838134765625, 532.1995849609375}","{116.1675033569336, 613.66064453125}","{335.0635986328125, 721.2550048828125}","{958.4834594726562, 403.5238037109375}","{674.0845336914062, 444.5351257324219}","{577.3792724609375, 406.8443298339844}"
"{718.3486328125, 216.7489013671875}","{634.3092651367188, 69.231689453125}","{501.3736267089844, 185.14471435546875}","{440.6993408203125, 50.4520263671875}","{307.79290771484375, 251.03057861328125}","{267.8409729003906, 264.0250549316406}","{230.18287658691406, 331.188232421875}","{182.19956970214844, 300.7896423339844}","{542.1154174804688, 621.9194946289062}","{522.9866943359375, 656.9595947265625}","{414.1079406738281, 666.3433837890625}","{265.7838134765625, 532.1995849609375}","{116.1675033569336, 613.66064453125}","{335.0635986328125, 721.2550048828125}","{958.4834594726562, 403.5238037109375}","{674.0845336914062, 444.5351257324219}","{577.3792724609375, 406.8443298339844}"
"{717.7417602539062, 217.2593994140625}","{636.8214111328125, 70.4527587890625}","{503.4913330078125, 188.25091552734375}","{440.3467712402344, 51.61334228515625}","{308.46405029296875, 254.50091552734375}","{268.9654846191406, 262.7204284667969}","{231.85350036621094, 332.1710205078125}","{184.86680603027344, 301.9789123535156}","{542.5322875976562, 623.1829223632812}","{521.5045166015625, 658.1712646484375}","{413.84521484375, 667.004150390625}","{266.25762939453125, 532.2462158203125}","{115.7518310546875, 613.8616333007812}","{334.85577392578125, 722.0402221679688}","{959.1835327148438, 403.43377685546875}","{673.4144287109375, 442.5905456542969}","{579.6737060546875, 407.419921875}"
"{717.294189453125, 217.88214111328125}","{635.5658569335938, 68.150390625}","{503.9323425292969, 188.341552734375}","{439.779052734375, 52.25238037109375}","{308.75946044921875, 253.963134765625}","{270.06866455078125, 261.4199523925781}","{231.11572265625, 329.074462890625}","{182.43612670898438, 302.8713684082031}","{542.6838989257812, 621.6825561523438}","{519.8975830078125, 660.017578125}","{412.3096618652344, 669.0695190429688}","{265.2415771484375, 532.326171875}","{115.56035614013672, 614.3521728515625}","{334.6136779785156, 722.8173828125}","{958.6911010742188, 403.7127685546875}","{671.9843139648438, 444.2204895019531}","{577.7756958007812, 406.8197937011719}"
"{717.729736328125, 219.048583984375}","{636.776611328125, 67.7476806640625}","{503.0049743652344, 186.98773193359375}","{442.8017578125, 51.68023681640625}","{308.0838317871094, 255.4755859375}","{266.7451171875, 262.0287780761719}","{231.53656005859375, 328.5188293457031}","{181.52642822265625, 303.45440673828125}","{541.7069091796875, 621.9677124023438}","{520.9556884765625, 658.5115966796875}","{413.212158203125, 668.5233154296875}","{264.85235595703125, 532.4511108398438}","{115.51744079589844, 614.06787109375}","{334.9171142578125, 721.4138793945312}","{960.77490234375, 401.11236572265625}","{669.5195922851562, 444.05230712890625}","{577.9188232421875, 408.5586242675781}"
"{719.8861694335938, 219.28363037109375}","{634.7484130859375, 64.68585205078125}","{501.2611083984375, 185.012939453125}","{443.11962890625, 51.8011474609375}","{309.1092834472656, 256.53717041015625}","{266.28717041015625, 262.34344482421875}","{233.72792053222656, 328.1470947265625}","{182.875244140625, 301.1981201171875}","{543.3998413085938, 621.93212890625}","{522.9832763671875, 658.622314453125}","{412.7267150878906, 670.3966064453125}","{263.9598083496094, 532.4666748046875}","{116.2031021118164, 613.4002685546875}","{334.6968688964844, 721.097900390625}","{960.172119140625, 400.5386047363281}","{670.223876953125, 444.8302001953125}","{577.8870239257812, 410.5468444824219}"
"{718.745361328125, 217.44384765625}","{636.826904296875, 63.781982421875}","{499.9355163574219, 183.89453125}","{442.18536376953125, 50.95269775390625}","{309.0510559082031, 252.8037109375}","{267.24041748046875, 264.1708068847656}","{234.7443084716797, 328.47076416015625}","{181.18817138671875, 300.65673828125}","{542.9960327148438, 623.5051879882812}","{523.1463623046875, 656.6255493164062}","{412.60205078125, 670.1583251953125}","{264.8934631347656, 533.557861328125}","{115.35840606689453, 613.126220703125}","{334.72222900390625, 722.4244384765625}","{960.1426391601562, 402.319091796875}","{672.2676391601562, 444.107666015625}","{579.4143676757812, 411.4826965332031}"
"{721.9130249023438, 216.96295166015625}","{636.6227416992188, 63.0380859375}","{499.8616638183594, 182.6346435546875}","{440.70269775390625, 50.87066650390625}","{309.3792419433594, 253.05023193359375}","{267.57177734375, 260.4455871582031}","{235.0501251220703, 326.6964111328125}","{180.6089324951172, 299.19976806640625}","{542.8662109375, 624.4072265625}","{523.6077270507812, 655.9234008789062}","{415.2095947265625, 671.149658203125}","{264.3642883300781, 533.1792602539062}","{115.19752502441406, 612.6467895507812}","{335.1967468261719, 721.61865234375}","{959.8699951171875, 401.5862731933594}","{671.7656860351562, 443.45831298828125}","{578.0416870117188, 414.2166442871094}"
"{722.6257934570312, 218.419677734375}","{636.611083984375, 62.7630615234375}","{500.06317138671875, 183.8729248046875}","{442.23748779296875, 53.63458251953125}","{307.4545593261719, 253.84197998046875}","{269.3738708496094, 261.83367919921875}","{234.3340606689453, 329.35791015625}","{180.75347900390625, 299.59271240234375}","{542.3753662109375, 623.5228271484375}","{523.4581298828125, 655.970947265625}","{414.2981262207031, 673.906982421875}","{264.7260437011719, 534.10986328125}","{115.86071014404297, 613.7129516601562}","{335.0416259765625, 721.469970703125}","{961.19482421875, 401.9047546386719}","{670.2640380859375, 442.25921630859375}","{578.1785888671875, 414.262451171875}"
"{720.4459228515625, 215.96124267578125}","{636.0323486328125, 61.53570556640625}","{500.9023132324219, 181.71038818359375}","{441.9879150390625, 53.93243408203125}","{310.49371337890625, 254.52911376953125}","{269.0230407714844, 262.47808837890625}","{236.65516662597656, 331.1048278808594}","{180.62669372558594, 301.12152099609375}","{541.7567749023438, 625.7887573242188}","{522.8465576171875, 658.4901123046875}","{414.35906982421875, 674.564208984375}","{265.35791015625, 535.8240966796875}","{116.20240020751953, 613.1709594726562}","{335.9444580078125, 720.8385620117188}","{962.5979614257812, 400.33831787109375}","{670.8209228515625, 442.85076904296875}","{579.0820922851562, 414.571044921875}"
"{720.4459228515625, 215.96124267578125}","{636.0323486328125, 61.53570556640625}","{500.9023132324219, 181.71038818359375}","{441.9879150390625, 53.93243408203125}","{310.49371337890625, 254.52911376953125}","{269.0230407714844, 262.47808837890625}","{236.65516662597656, 331.1048278808594}","{180.62669372558594, 301.12152099609375}","{541.7567749023438, 625.7887573242188}","{522.8465576171875, 658.4901123046875}","{414.35906982421875, 674.564208984375}","{265.35791015625, 535.8240966796875}","{116.20240020751953, 613.1709594726562}","{335.9444580078125, 720.8385620117188}","{962.5979614257812, 400.33831787109375}","{670.8209228515625, 442.85076904296875}","{579.0820922851562, 414.571044921875}"
"{718.4078369140625, 215.27056884765625}","{636.851318359375, 61.2330322265625}","{502.3963317871094, 184.40020751953125}","{446.39093017578125, 55.17364501953125}","{308.1578063964844, 257.4819641113281}","{266.1310729980469, 265.39190673828125}","{237.41912841796875, 331.1216735839844}","{179.8191375732422, 298.2063903808594}","{539.6295166015625, 627.5111694335938}","{522.7015991210938, 657.5182495117188}","{413.63238525390625, 677.1041259765625}","{266.9593811035156, 533.5765380859375}","{116.00458526611328, 614.0919189453125}","{336.29461669921875, 722.3917236328125}","{962.7371215820312, 397.5333251953125}","{673.142333984375, 442.1553649902344}","{575.8221435546875, 416.1116943359375}"
"{717.2039184570312, 214.1790771484375}","{636.914306640625, 61.2315673828125}","{500.223388671875, 184.60394287109375}","{446.5777282714844, 51.80230712890625}","{311.8241271972656, 257.38665771484375}","{267.22137451171875, 264.3453674316406}","{237.51516723632812, 329.5965881347656}","{177.8287811279297, 296.8356018066406}","{540.6671142578125, 627.289794921875}","{522.6048583984375, 656.8082885742188}","{412.2946472167969, 674.3838500976562}","{266.4958190917969, 533.6892700195312}","{116.23670959472656, 613.5264892578125}","{334.9153747558594, 722.2271728515625}","{963.5181884765625, 396.3636474609375}","{671.7343139648438, 442.97259521484375}","{578.5169067382812, 415.419677734375}"
"{718.3985595703125, 214.38690185546875}","{638.1038818359375, 63.118896484375}","{499.7772216796875, 185.9832763671875}","{445.7658996582031, 50.7347412109375}","{314.2394714355469, 258.7682800292969}","{264.62872314453125, 265.3294677734375}","{241.06478881835938, 330.98651123046875}","{180.72132873535156, 295.0875549316406}","{538.6707763671875, 627.9409790039062}","{523.1519165039062, 656.5263061523438}","{407.40716552734375, 674.3090209960938}","{266.4549865722656, 533.8687133789062}","{115.91714477539062, 613.877197265625}","{334.98638916015625, 721.9987182617188}","{964.2252197265625, 395.9295654296875}","{669.9380493164062, 441.8533630371094}","{579.1220092773438, 417.8690185546875}"
"{716.0521240234375, 214.6280517578125}","{636.7382202148438, 62.0406494140625}","{500.84173583984375, 185.06817626953125}","{445.73162841796875, 53.2838134765625}","{312.24755859375, 257.1092834472656}","{265.7397155761719, 264.1683349609375}","{238.75802612304688, 331.01434326171875}","{179.2822723388672, 297.7126770019531}","{539.2612915039062, 627.8346557617188}","{523.819091796875, 657.59228515625}","{406.8387145996094, 673.33935546875}","{265.4015808105469, 533.6421508789062}","{115.6285400390625, 613.9358520507812}","{334.37939453125, 721.571533203125}","{963.0905151367188, 392.47357177734375}","{668.4198608398438, 441.1391296386719}","{578.6740112304688, 419.0857849121094}"
"{716.0228271484375, 213.36004638671875}","{636.7288818359375, 63.128173828125}","{499.98370361328125, 184.721435546875}","{443.466064453125, 55.62054443359375}","{312.5323486328125, 256.4488830566406}","{263.982421875, 263.41015625}","{238.51284790039062, 332.62261962890625}","{178.31887817382812, 301.3133544921875}","{541.2294311523438, 629.0325317382812}","{524.1941528320312, 658.3545532226562}","{407.8246154785156, 670.0338745117188}","{266.23138427734375, 533.482421875}","{116.40831756591797, 613.5126953125}","{334.97467041015625, 721.9927978515625}","{962.1885375976562, 396.10162353515625}","{670.0863037109375, 443.0896301269531}","{576.8511352539062, 418.3060607910156}"
"{714.0820922851562, 214.42205810546875}","{635.704345703125, 65.3277587890625}","{501.73193359375, 184.0633544921875}","{442.4856872558594, 58.05517578125}","{313.7878723144531, 256.2140197753906}","{263.7867126464844, 264.5058288574219}","{239.85272216796875, 332.23638916015625}","{177.68055725097656, 301.2898864746094}","{544.5761108398438, 628.436767578125}","{525.1397094726562, 658.800048828125}","{406.22113037109375, 670.66259765625}","{270.066162109375, 533.900146484375}","{115.71004486083984, 613.5919799804688}","{335.25335693359375, 721.8184814453125}","{962.207275390625, 395.1448974609375}","{671.2152709960938, 444.1064758300781}","{578.9129028320312, 418.8206787109375}"
"{710.0938110351562, 215.97833251953125}","{635.7586669921875, 67.1917724609375}","{501.0356140136719, 183.29156494140625}","{442.0498046875, 57.4063720703125}","{310.3804626464844, 255.6036376953125}","{262.7261962890625, 265.3819885253906}","{238.34713745117188, 331.8629150390625}","{178.3977508544922, 301.43267822265625}","{544.3692626953125, 628.7526245117188}","{525.0248413085938, 660.131103515625}","{403.15478515625, 672.145263671875}","{269.80267333984375, 533.0883178710938}","{115.46691131591797, 613.7137451171875}","{334.8373718261719, 721.8499145507812}","{965.189697265625, 397.0267333984375}","{671.5164794921875, 446.85540771484375}","{579.1512451171875, 418.94281005859375}"
"{710.3758544921875, 215.949462890625}","{635.9655151367188, 67.91168212890625}","{502.0308837890625, 183.0283203125}","{442.2565002441406, 57.98382568359375}","{309.1692199707031, 254.7657470703125}","{263.8328552246094, 264.0235595703125}","{239.2469482421875, 332.1324157714844}","{178.1092987060547, 301.29296875}","{541.6636352539062, 628.1264038085938}","{522.0682373046875, 661.5531005859375}","{403.64837646484375, 672.4926147460938}","{269.09185791015625, 534.272216796875}","{115.970703125, 614.1651611328125}","{335.14971923828125, 722.4172973632812}","{964.99267578125, 396.1910095214844}","{672.8370971679688, 447.5101623535156}","{577.467529296875, 419.26531982421875}"
"{711.6289672851562, 215.4429931640625}","{636.7019653320312, 69.029296875}","{502.8862609863281, 184.22479248046875}","{441.9573974609375, 58.122802734375}","{309.5444030761719, 255.95895385742188}","{265.5214538574219, 265.6824645996094}","{237.92420959472656, 333.9198913574219}","{177.6005401611328, 301.1814880371094}","{540.4390869140625, 630.1151733398438}","{521.6412353515625, 662.0451049804688}","{402.95648193359375, 671.69921875}","{269.1728820800781, 535.7092895507812}","{115.16615295410156, 614.736083984375}","{334.7648620605469, 722.5425415039062}","{966.0612182617188, 395.8210754394531}","{672.8870849609375, 447.7663269042969}","{577.7392578125, 419.64385986328125}"
"{710.7391357421875, 215.814208984375}","{636.1048583984375, 69.76483154296875}","{502.29156494140625, 182.03564453125}","{441.60894775390625, 60.1168212890625}","{309.1571960449219, 255.67864990234375}","{265.4383850097656, 264.94512939453125}","{236.8115692138672, 336.7247619628906}","{178.25473022460938, 301.26324462890625}","{540.3031005859375, 630.4129638671875}","{519.1385498046875, 662.1278686523438}","{403.5614929199219, 673.019287109375}","{268.3743896484375, 534.3128051757812}","{115.37722778320312, 614.4869995117188}","{333.9945068359375, 721.9066772460938}","{965.953369140625, 396.8480529785156}","{672.4563598632812, 446.53497314453125}","{575.8099975585938, 418.79620361328125}"
"{711.0106811523438, 214.4993896484375}","{636.1181030273438, 68.9674072265625}","{502.8794860839844, 180.234375}","{442.288330078125, 58.79486083984375}","{308.4710998535156, 257.07794189453125}","{266.078125, 266.80096435546875}","{235.87728881835938, 336.44635009765625}","{179.38475036621094, 301.98956298828125}","{540.5335693359375, 630.9985961914062}","{519.1150512695312, 663.4822998046875}","{403.2856750488281, 670.3456420898438}","{268.5237121582031, 533.6170043945312}","{115.7339096069336, 614.3390502929688}","{335.0480041503906, 721.216552734375}","{966.4824829101562, 395.9322814941406}","{672.546875, 447.1732177734375}","{576.76904296875, 419.9159851074219}"
"{708.7747192382812, 216.0806884765625}","{636.353759765625, 69.6617431640625}","{501.6856689453125, 179.72357177734375}","{441.4720153808594, 58.3348388671875}","{308.2040710449219, 255.61920166015625}","{266.2614440917969, 268.2387390136719}","{234.42166137695312, 336.8733215332031}","{179.19281005859375, 304.1914367675781}","{540.2825317382812, 629.007568359375}","{519.1051025390625, 662.293212890625}","{402.4181823730469, 671.6842041015625}","{266.9803771972656, 533.4383544921875}","{116.01490020751953, 613.8291625976562}","{335.7577819824219, 721.723876953125}","{964.6064453125, 397.0165710449219}","{672.7045288085938, 448.05694580078125}","{574.8856201171875, 421.1548767089844}"
"{710.0000610351562, 216.57220458984375}","{636.9373168945312, 70.37646484375}","{502.5035705566406, 180.0738525390625}","{441.3185729980469, 60.36962890625}","{310.6693115234375, 254.482177734375}","{266.2557678222656, 268.7457275390625}","{234.79489135742188, 334.98248291015625}","{179.48336791992188, 304.5860900878906}","{537.7151489257812, 629.3970947265625}","{520.0885620117188, 661.6441650390625}","{403.0978698730469, 670.9910888671875}","{266.79742431640625, 531.7490844726562}","{115.64268493652344, 614.6106567382812}","{334.6013488769531, 722.2490844726562}","{963.7706298828125, 396.6141052246094}","{674.9022827148438, 449.1758117675781}","{574.4489135742188, 421.60211181640625}"
"{708.8013305664062, 219.080078125}","{637.6117553710938, 70.16693115234375}","{501.7351989746094, 181.77117919921875}","{441.23944091796875, 57.55010986328125}","{310.4545593261719, 254.6790771484375}","{266.42559814453125, 266.22845458984375}","{236.863525390625, 335.80377197265625}","{181.78904724121094, 304.04803466796875}","{537.8616333007812, 628.9630126953125}","{521.2958374023438, 660.6224365234375}","{402.288818359375, 672.923828125}","{267.80706787109375, 532.4869995117188}","{115.47159576416016, 615.1546630859375}","{334.52734375, 722.3297729492188}","{963.7596435546875, 398.1864318847656}","{676.1967163085938, 449.1093444824219}","{574.9252319335938, 420.2296142578125}"
"{708.8013305664062, 219.080078125}","{637.6117553710938, 70.16693115234375}","{501.7351989746094, 181.77117919921875}","{441.23944091796875, 57.55010986328125}","{310.4545593261719, 254.6790771484375}","{266.42559814453125, 266.22845458984375}","{236.863525390625, 335.80377197265625}","{181.78904724121094, 304.04803466796875}","{537.8616333007812, 628.9630126953125}","{521.2958374023438, 660.6224365234375}","{402.288818359375, 672.923828125}","{267.80706787109375, 532.4869995117188}","{115.47159576416016, 615.1546630859375}","{334.52734375, 722.3297729492188}","{963.7596435546875, 398.1864318847656}","{676.1967163085938, 449.1093444824219}","{574.9252319335938, 420.2296142578125}"
"{707.5205078125, 218.86962890625}","{636.4513549804688, 69.97430419921875}","{502.0299072265625, 184.192626953125}","{444.6549072265625, 57.978759765625}","{312.08172607421875, 255.67013549804688}","{267.3151550292969, 262.7530212402344}","{239.74290466308594, 333.2614440917969}","{184.00965881347656, 299.5335388183594}","{539.4856567382812, 629.8685913085938}","{521.9348754882812, 659.7020263671875}","{400.15093994140625, 669.3540649414062}","{265.74725341796875, 533.4938354492188}","{115.44740295410156, 614.5823364257812}","{334.2767333984375, 722.4994506835938}","{961.9996948242188, 395.0475158691406}","{672.6860961914062, 450.5379943847656}","{576.3825073242188, 419.3628845214844}"
"{708.3295288085938, 221.9034423828125}","{637.0648193359375, 69.58807373046875}","{503.8336486816406, 185.9027099609375}","{444.8735656738281, 58.1007080078125}","{311.5504455566406, 255.33599853515625}","{266.9648742675781, 264.4613952636719}","{240.49913024902344, 333.3865051269531}","{182.17898559570312, 300.3582458496094}","{541.0778198242188, 630.8201904296875}","{521.7512817382812, 659.2604370117188}","{401.4066162109375, 668.1629638671875}","{265.8238220214844, 534.9803466796875}","{115.6185302734375, 614.2591552734375}","{335.3428955078125, 722.4052124023438}","{961.4288940429688, 397.7846374511719}","{671.9176635742188, 451.0215148925781}","{574.5638427734375, 418.32293701171875}"
"{706.9282836914062, 221.24371337890625}","{637.3233032226562, 69.7388916015625}","{504.6850891113281, 184.91943359375}","{445.8326721191406, 59.78277587890625}","{310.8140869140625, 256.6009216308594}","{266.8322448730469, 265.64263916015625}","{239.25860595703125, 332.96783447265625}","{180.77980041503906, 300.5518798828125}","{540.2239990234375, 629.69482421875}","{521.3795166015625, 660.6341552734375}","{401.4637451171875, 673.1314086914062}","{266.79150390625, 533.162841796875}","{115.45149230957031, 615.0158081054688}","{333.98724365234375, 722.1221923828125}","{958.8614501953125, 396.8337097167969}","{672.4891967773438, 449.3509826660156}","{575.1101684570312, 418.72528076171875}"
"{708.78271484375, 222.03631591796875}","{635.2557983398438, 67.641845703125}","{505.96173095703125, 184.55712890625}","{445.8013916015625, 59.1685791015625}","{310.7711486816406, 254.9542236328125}","{265.2493896484375, 263.9586181640625}","{239.94606018066406, 332.2115173339844}","{179.3922576904297, 299.6466064453125}","{541.5319213867188, 629.881103515625}","{523.3200073242188, 660.6112060546875}","{401.52838134765625, 672.8632202148438}","{267.4587707519531, 530.9777221679688}","{115.27516174316406, 614.4398803710938}","{334.9425964355469, 721.7002563476562}","{957.8384399414062, 395.0145263671875}","{673.4000244140625, 448.4477844238281}","{575.0127563476562, 418.6109313964844}"
"{706.7407836914062, 223.53289794921875}","{636.0266723632812, 66.060791015625}","{507.0242614746094, 186.32958984375}","{444.7249755859375, 57.83697509765625}","{311.3128356933594, 255.3631591796875}","{264.7928771972656, 262.9375305175781}","{239.78302001953125, 331.9186096191406}","{179.37551879882812, 300.9430236816406}","{542.7855224609375, 630.2852783203125}","{522.4092407226562, 661.150634765625}","{403.11407470703125, 672.416748046875}","{265.7032775878906, 533.4344482421875}","{115.72521209716797, 614.5428466796875}","{335.13983154296875, 721.7772827148438}","{958.53662109375, 394.52703857421875}","{672.2896118164062, 446.213134765625}","{576.526611328125, 418.6716613769531}"
"{705.2568969726562, 223.14093017578125}","{636.93212890625, 68.0777587890625}","{507.2597351074219, 188.09375}","{444.7110900878906, 56.27154541015625}","{310.33135986328125, 255.66973876953125}","{264.203369140625, 263.17230224609375}","{239.95347595214844, 332.1468200683594}","{177.7225341796875, 301.72052001953125}","{544.7431640625, 630.9234619140625}","{523.103759765625, 661.2656860351562}","{401.7635803222656, 672.5774536132812}","{267.0411682128906, 533.7808227539062}","{115.57088470458984, 614.669189453125}","{334.57757568359375, 722.1942749023438}","{959.2412719726562, 395.0188903808594}","{674.1454467773438, 446.7669372558594}","{578.5419921875, 420.2093811035156}"
"{705.566162109375, 222.58416748046875}","{638.3613891601562, 68.3858642578125}","{506.8500061035156, 190.1351318359375}","{443.98651123046875, 56.697998046875}","{310.18072509765625, 256.10205078125}","{263.7007141113281, 264.9596252441406}","{239.1515350341797, 331.675537109375}","{177.30557250976562, 302.86328125}","{547.1704711914062, 632.2677001953125}","{524.0122680664062, 661.8851928710938}","{401.1640625, 672.1544189453125}","{263.7395324707031, 534.253662109375}","{115.55675506591797, 614.21533203125}","{334.8877868652344, 721.9512329101562}","{957.250244140625, 395.408203125}","{673.2593383789062, 446.31304931640625}","{578.8289794921875, 420.89886474609375}"
"{702.9217529296875, 222.70806884765625}","{638.1715087890625, 69.147705078125}","{506.01617431640625, 188.48309326171875}","{444.86334228515625, 57.412841796875}","{309.4107360839844, 256.2898864746094}","{263.8432312011719, 263.604248046875}","{239.51783752441406, 332.21893310546875}","{174.87997436523438, 303.77447509765625}","{547.5807495117188, 630.356689453125}","{526.6566162109375, 664.6415405273438}","{401.74859619140625, 672.8095092773438}","{265.4837951660156, 533.6498413085938}","{115.49282836914062, 614.395751953125}","{335.5293884277344, 721.0446166992188}","{959.0857543945312, 395.517822265625}","{675.5264282226562, 445.63958740234375}","{576.9261474609375, 420.8070373535156}"
"{702.5051879882812, 221.6204833984375}","{639.0425415039062, 66.37591552734375}","{504.658203125, 188.360107421875}","{445.73785400390625, 56.67694091796875}","{310.3625793457031, 257.3900146484375}","{262.9559631347656, 265.162841796875}","{239.48480224609375, 332.83026123046875}","{173.03941345214844, 302.6234130859375}","{545.9087524414062, 628.6763305664062}","{528.2428588867188, 665.1148681640625}","{400.94537353515625, 670.4839477539062}","{265.8741455078125, 534.5174560546875}","{115.45140838623047, 614.0715942382812}","{335.91937255859375, 721.4906005859375}","{957.7552490234375, 395.9790344238281}","{677.7371215820312, 445.7547302246094}","{577.5573120117188, 421.5455322265625}"
"{702.6689453125, 222.276611328125}","{638.9402465820312, 65.11212158203125}","{505.97760009765625, 186.92364501953125}","{445.12506103515625, 55.41796875}","{309.6767272949219, 258.5759582519531}","{261.8172607421875, 264.0912170410156}","{241.30943298339844, 329.4905090332031}","{171.5437774658203, 299.8977966308594}","{544.7572631835938, 625.4400634765625}","{530.6329345703125, 666.6569213867188}","{400.8789978027344, 669.7557373046875}","{266.48846435546875, 534.6701049804688}","{115.57612609863281, 613.39013671875}","{335.49560546875, 721.43212890625}","{957.7853393554688, 394.62469482421875}","{677.287109375, 447.867431640625}","{577.8616333007812, 420.07269287109375}"
"{704.3108520507812, 219.01617431640625}","{641.354736328125, 64.34765625}","{508.2347412109375, 185.3763427734375}","{447.00372314453125, 56.62139892578125}","{309.9869689941406, 259.71331787109375}","{262.04925537109375, 262.2440490722656}","{242.45797729492188, 328.8096618652344}","{171.45135498046875, 301.1084289550781}","{544.3911743164062, 624.4652099609375}","{529.0484619140625, 667.03857421875}","{398.9188232421875, 669.1583862304688}","{264.9652099609375, 532.9215087890625}","{115.52730560302734, 613.4263305664062}","{336.63262939453125, 720.958251953125}","{956.5134887695312, 395.9225769042969}","{677.2978515625, 448.1412353515625}","{577.4583129882812, 420.5252990722656}"
