"{894.64453125, 81.17999267578125}","{514.0494384765625, 256.3852233886719}","{469.8160705566406, 129.84844970703125}","{275.9475402832031, 37.405517578125}","{341.4033203125, 145.01123046875}","{235.43365478515625, 217.259033203125}","{252.43527221679688, 308.7211608886719}","{83.21515655517578, 99.55859375}","{845.8370361328125, 286.1051330566406}","{746.7147827148438, 318.4032287597656}","{829.944580078125, 385.3067626953125}","{984.3469848632812, 522.4402465820312}","{751.0216064453125, 563.12548828125}","{859.0345458984375, 638.5287475585938}","{753.3326416015625, 682.6404418945312}","{519.9000244140625, 640.5148315429688}"
"{895.0228271484375, 83.78118896484375}","{514.0712890625, 253.984130859375}","{470.2906188964844, 131.796630859375}","{277.0735168457031, 39.43792724609375}","{343.7622375488281, 147.1019287109375}","{235.41754150390625, 218.17724609375}","{250.89857482910156, 308.43658447265625}","{81.72887420654297, 99.60321044921875}","{844.429443359375, 286.42633056640625}","{749.3876953125, 319.4865417480469}","{826.669677734375, 383.86358642578125}","{982.9674682617188, 523.075439453125}","{752.1021728515625, 562.6558837890625}","{858.7930908203125, 638.529541015625}","{754.0333251953125, 682.8514404296875}","{521.9182739257812, 640.3320922851562}"
"{894.2921142578125, 83.53076171875}","{515.5278930664062, 252.9697265625}","{469.0752258300781, 131.73028564453125}","{276.4313659667969, 40.30975341796875}","{343.027099609375, 148.57708740234375}","{236.0989532470703, 218.8623046875}","{251.2315673828125, 306.9029846191406}","{83.26499938964844, 98.3282470703125}","{845.5911865234375, 287.0055236816406}","{749.0723876953125, 318.6345520019531}","{827.2614135742188, 381.9229431152344}","{983.43994140625, 523.0484008789062}","{751.2771606445312, 562.6582641601562}","{859.5623779296875, 637.977294921875}","{754.6141357421875, 683.2329711914062}","{522.0228271484375, 638.818359375}"
"{893.2975463867188, 81.4022216796875}","{516.2275390625, 251.2265625}","{467.2276306152344, 130.16229248046875}","{279.4836120605469, 41.85968017578125}","{341.947509765625, 149.76556396484375}","{235.19142150878906, 217.6876220703125}","{253.7321319580078, 308.0120544433594}","{83.0836181640625, 98.5533447265625}","{844.5213623046875, 288.2430114746094}","{749.3116455078125, 318.79302978515625}","{828.0022583007812, 380.80853271484375}","{981.8171997070312, 519.7014770507812}","{750.388916015625, 562.4674072265625}","{858.8789672851562, 637.9176025390625}","{754.1365356445312, 683.0464477539062}","{519.6170043945312, 638.9403076171875}"
"{893.4417724609375, 83.89581298828125}","{515.1868896484375, 250.477783203125}","{466.8720703125, 130.86151123046875}","{279.559326171875, 39.01678466796875}","{339.9719543457031, 148.3355712890625}","{234.94186401367188, 216.40460205078125}","{254.17611694335938, 306.4864501953125}","{83.46165466308594, 99.37799072265625}","{846.0921630859375, 290.0057678222656}","{748.1243286132812, 318.42889404296875}","{827.1219482421875, 381.5008544921875}","{982.573974609375, 520.266357421875}","{747.95654296875, 565.583740234375}","{858.1734008789062, 638.683837890625}","{753.8161010742188, 683.0223388671875}","{520.4765014648438, 639.4214477539062}"
"{897.0770263671875, 83.687744140625}","{515.310302734375, 250.14007568359375}","{466.9731750488281, 131.84197998046875}","{280.1216735839844, 38.80145263671875}","{339.99786376953125, 145.96038818359375}","{236.384765625, 218.7470703125}","{253.97206115722656, 305.1018981933594}","{85.73444366455078, 99.30377197265625}","{843.0606689453125, 290.9029846191406}","{748.2696533203125, 317.62615966796875}","{827.1604614257812, 382.43316650390625}","{983.5706176757812, 518.7423706054688}","{748.0634765625, 564.2630615234375}","{856.6077270507812, 638.8299560546875}","{753.3209838867188, 681.7975463867188}","{519.417236328125, 638.1568603515625}"
"{897.0770263671875, 83.687744140625}","{515.310302734375, 250.14007568359375}","{466.9731750488281, 131.84197998046875}","{280.1216735839844, 38.80145263671875}","{339.99786376953125, 145.96038818359375}","{236.384765625, 218.7470703125}","{253.97206115722656, 305.1018981933594}","{85.73444366455078, 99.30377197265625}","{843.0606689453125, 290.9029846191406}","{748.2696533203125, 317.62615966796875}","{827.1604614257812, 382.43316650390625}","{983.5706176757812, 518.7423706054688}","{748.0634765625, 564.2630615234375}","{856.6077270507812, 638.8299560546875}","{753.3209838867188, 681.7975463867188}","{519.417236328125, 638.1568603515625}"
"{897.6476440429688, 82.219970703125}","{515.765380859375, 250.99407958984375}","{467.5814208984375, 131.31597900390625}","{280.0985412597656, 41.422119140625}","{338.24346923828125, 144.53704833984375}","{235.49998474121094, 220.2645263671875}","{253.53167724609375, 303.3633728027344}","{85.69131469726562, 98.4041748046875}","{841.291748046875, 289.62579345703125}","{747.5211181640625, 314.3038330078125}","{828.116455078125, 377.6373596191406}","{985.1987915039062, 516.3562622070312}","{749.21142578125, 565.089111328125}","{857.87109375, 637.5169677734375}","{752.942138671875, 681.7340698242188}","{515.4498291015625, 638.0675048828125}"
"{898.6288452148438, 83.12322998046875}","{516.03369140625, 251.49188232421875}","{466.77410888671875, 131.14410400390625}","{279.3512268066406, 42.0343017578125}","{336.9333190917969, 145.24456787109375}","{236.7280731201172, 220.6739501953125}","{256.8788757324219, 303.0723876953125}","{86.49568939208984, 99.06134033203125}","{843.1776733398438, 288.6387634277344}","{747.5399169921875, 315.2298278808594}","{827.5740356445312, 378.3504333496094}","{985.7529296875, 516.4769287109375}","{749.7140502929688, 564.9149169921875}","{858.0833129882812, 638.6148681640625}","{753.6603393554688, 683.150146484375}","{515.5731201171875, 640.196533203125}"
"{899.9030151367188, 83.88323974609375}","{514.6353759765625, 252.6842041015625}","{467.7666015625, 132.49420166015625}","{280.1373596191406, 42.72509765625}","{336.91143798828125, 143.013671875}","{236.52317810058594, 220.944580078125}","{255.5860137939453, 302.0960998535156}","{86.25587463378906, 96.69256591796875}","{842.8555908203125, 288.81317138671875}","{747.1608276367188, 316.73443603515625}","{826.899658203125, 380.47747802734375}","{985.206787109375, 517.3464965820312}","{746.9871826171875, 564.18505859375}","{859.62646484375, 639.5432739257812}","{754.3845825195312, 683.5233154296875}","{514.7955932617188, 640.2405395507812}"
"{900.500244140625, 84.7342529296875}","{515.9174194335938, 253.5750732421875}","{468.82623291015625, 132.40728759765625}","{277.71978759765625, 43.61041259765625}","{334.5351867675781, 143.23297119140625}","{237.5106658935547, 218.04486083984375}","{254.21490478515625, 301.5088195800781}","{85.09852600097656, 98.5435791015625}","{845.2621459960938, 287.4440612792969}","{748.3745727539062, 319.50030517578125}","{827.6408081054688, 380.6643981933594}","{986.5416870117188, 516.64794921875}","{747.3556518554688, 564.9947509765625}","{859.498046875, 640.1361694335938}","{754.032958984375, 682.7542114257812}","{514.7685546875, 639.74609375}"
"{899.1527099609375, 89.8074951171875}","{514.9468383789062, 255.38580322265625}","{467.4329528808594, 136.5098876953125}","{277.0474548339844, 46.107666015625}","{335.43359375, 143.4827880859375}","{236.56231689453125, 219.17889404296875}","{252.0117645263672, 301.2022705078125}","{84.87438201904297, 101.47711181640625}","{845.2725830078125, 288.4158020019531}","{746.8754272460938, 318.87164306640625}","{828.2719116210938, 383.340087890625}","{985.0404663085938, 517.5418701171875}","{746.9198608398438, 567.4959716796875}","{857.7998046875, 641.8092651367188}","{754.1237182617188, 683.90234375}","{516.0619506835938, 642.5675048828125}"
"{900.6907958984375, 88.93310546875}","{517.020751953125, 253.47601318359375}","{467.5759582519531, 134.8165283203125}","{275.9356384277344, 44.3194580078125}","{336.3328552246094, 143.43011474609375}","{235.10458374023438, 217.88232421875}","{251.99392700195312, 300.4723815917969}","{87.43734741210938, 98.68548583984375}","{845.29052734375, 287.4208679199219}","{747.5153198242188, 317.7026062011719}","{828.1275024414062, 383.87078857421875}","{984.24560546875, 516.707275390625}","{745.71337890625, 566.0655517578125}","{858.476806640625, 641.7935180664062}","{754.0616455078125, 683.44775390625}","{514.7088623046875, 642.3362426757812}"
"{901.998779296875, 89.44793701171875}","{517.7113037109375, 250.1710205078125}","{468.45550537109375, 135.76617431640625}","{273.6916809082031, 44.07513427734375}","{336.3614807128906, 141.55535888671875}","{236.29351806640625, 215.05047607421875}","{252.19960021972656, 299.31640625}","{87.55862426757812, 98.8243408203125}","{842.692626953125, 286.8297119140625}","{749.1624145507812, 317.18463134765625}","{827.9127807617188, 383.1850891113281}","{987.5426635742188, 516.5147705078125}","{746.7049560546875, 566.0436401367188}","{860.2648315429688, 639.2432861328125}","{753.734130859375, 683.2611694335938}","{513.8826904296875, 642.8357543945312}"
"{904.4498901367188, 88.27410888671875}","{517.1530151367188, 251.514404296875}","{465.9267578125, 134.92987060546875}","{273.33648681640625, 45.13421630859375}","{335.6209411621094, 139.99530029296875}","{236.5753936767578, 215.316162109375}","{252.17483520507812, 300.39208984375}","{86.20050048828125, 99.97796630859375}","{843.3739624023438, 289.2928161621094}","{747.4766235351562, 318.74615478515625}","{828.9345092773438, 383.0434265136719}","{988.1299438476562, 515.0180053710938}","{748.0546264648438, 564.0509643554688}","{860.50146484375, 638.0143432617188}","{754.3692016601562, 683.3239135742188}","{513.8731079101562, 643.7423095703125}"
"{907.3997192382812, 86.5521240234375}","{515.0079956054688, 250.20721435546875}","{467.5924377441406, 133.75860595703125}","{271.8685607910156, 45.13848876953125}","{337.09649658203125, 138.80645751953125}","{236.5192108154297, 214.23638916015625}","{253.57171630859375, 301.5749816894531}","{87.40135192871094, 99.73138427734375}","{840.595458984375, 290.0061340332031}","{748.9058227539062, 317.9122619628906}","{828.8367309570312, 382.4506530761719}","{986.0075073242188, 514.32666015625}","{748.1986083984375, 565.0740966796875}","{860.06884765625, 639.2117919921875}","{754.0822143554688, 683.0213012695312}","{516.4873657226562, 641.2102661132812}"
"{908.9169311523438, 86.4151611328125}","{517.324951171875, 249.10076904296875}","{469.86431884765625, 134.5977783203125}","{270.1266174316406, 44.57476806640625}","{336.9615783691406, 139.138916015625}","{234.66233825683594, 212.15338134765625}","{253.78439331054688, 299.3070373535156}","{86.21549224853516, 98.095458984375}","{842.4896240234375, 290.4739990234375}","{748.2246704101562, 319.7389221191406}","{828.75537109375, 382.99609375}","{985.5322875976562, 511.8067626953125}","{747.9832763671875, 566.199951171875}","{858.9558715820312, 638.4154663085938}","{754.1619262695312, 683.2938842773438}","{515.0638427734375, 639.03125}"
"{908.5911865234375, 86.6778564453125}","{515.4563598632812, 248.84320068359375}","{470.7669982910156, 135.2376708984375}","{269.521240234375, 44.755859375}","{333.84539794921875, 138.767822265625}","{233.63385009765625, 211.0074462890625}","{252.13417053222656, 298.4789733886719}","{87.86544036865234, 98.76068115234375}","{840.5272216796875, 291.27490234375}","{749.641845703125, 320.1742248535156}","{828.0088500976562, 385.1515197753906}","{987.8226318359375, 511.640380859375}","{747.4804077148438, 569.444580078125}","{858.7661743164062, 640.218017578125}","{753.814453125, 683.2902221679688}","{515.0326538085938, 637.1807861328125}"
"{908.977783203125, 83.94415283203125}","{515.8621826171875, 247.3736572265625}","{471.20001220703125, 134.40301513671875}","{266.98248291015625, 42.1881103515625}","{334.33074951171875, 137.16259765625}","{233.43301391601562, 211.23748779296875}","{254.63510131835938, 299.1126708984375}","{87.7901840209961, 98.42620849609375}","{840.6236572265625, 291.1394958496094}","{749.400146484375, 320.0829772949219}","{829.1481323242188, 385.8979187011719}","{988.1707763671875, 509.9649353027344}","{746.7698364257812, 569.12451171875}","{856.3002319335938, 639.514892578125}","{753.5941772460938, 682.4612426757812}","{515.4744262695312, 636.5218505859375}"
"{909.70751953125, 83.81976318359375}","{514.9266967773438, 246.51361083984375}","{470.0526123046875, 135.8154296875}","{265.6912536621094, 43.2218017578125}","{337.80389404296875, 136.3311767578125}","{236.48193359375, 209.5093994140625}","{253.76998901367188, 300.88726806640625}","{87.67610931396484, 100.8214111328125}","{840.7320556640625, 289.906982421875}","{751.9310302734375, 320.0075378417969}","{829.010498046875, 387.019775390625}","{989.6450805664062, 509.63671875}","{746.172119140625, 570.2744140625}","{853.852783203125, 640.03466796875}","{754.0056762695312, 682.874267578125}","{515.7698364257812, 634.383056640625}"
"{910.0524291992188, 83.156494140625}","{515.1778564453125, 245.45220947265625}","{468.4877014160156, 133.72216796875}","{265.4314270019531, 43.2987060546875}","{337.0519104003906, 134.676025390625}","{234.99520874023438, 209.5997314453125}","{253.6959686279297, 299.76641845703125}","{85.38849639892578, 100.34332275390625}","{839.1053466796875, 289.5328063964844}","{751.8338012695312, 321.3456726074219}","{830.361083984375, 386.2052307128906}","{989.1214599609375, 510.408935546875}","{745.9671630859375, 570.9464111328125}","{853.4503784179688, 639.79443359375}","{753.7512817382812, 682.6821899414062}","{514.3878173828125, 634.5626220703125}"
"{913.2435302734375, 82.98284912109375}","{513.7362060546875, 242.78765869140625}","{469.477783203125, 135.1558837890625}","{264.7096862792969, 46.23565673828125}","{336.166748046875, 134.08966064453125}","{233.4432373046875, 210.66815185546875}","{253.69383239746094, 297.7414245605469}","{86.80303955078125, 98.36138916015625}","{840.0240478515625, 290.9065856933594}","{749.5390625, 322.5361022949219}","{830.5829467773438, 387.9123840332031}","{988.6670532226562, 511.7784423828125}","{744.9198608398438, 571.5694580078125}","{853.8424682617188, 640.0264282226562}","{753.8379516601562, 683.376708984375}","{513.7431640625, 636.28125}"
"{910.5716552734375, 83.40570068359375}","{512.8585205078125, 241.7042236328125}","{472.1155090332031, 133.3128662109375}","{263.6378173828125, 44.77349853515625}","{337.52813720703125, 134.17401123046875}","{232.9532012939453, 210.366455078125}","{254.60597229003906, 297.48748779296875}","{85.58633422851562, 97.8486328125}","{838.7979736328125, 291.4731750488281}","{748.7269287109375, 322.5721740722656}","{832.64208984375, 387.49017333984375}","{988.6710205078125, 509.93402099609375}","{744.9142456054688, 569.9959716796875}","{852.5609741210938, 639.3960571289062}","{754.17724609375, 683.0922241210938}","{512.410888671875, 636.4354858398438}"
"{913.4114990234375, 81.53515625}","{513.04150390625, 242.5640869140625}","{470.6728210449219, 135.49237060546875}","{265.04742431640625, 45.51666259765625}","{338.9998779296875, 134.51885986328125}","{234.2484130859375, 210.12567138671875}","{255.7611541748047, 298.1399841308594}","{84.85035705566406, 96.46148681640625}","{838.1813354492188, 293.4598388671875}","{750.3338623046875, 325.63232421875}","{832.3560791015625, 385.014892578125}","{988.545166015625, 508.9205322265625}","{743.8485107421875, 569.9308471679688}","{852.4013671875, 639.55859375}","{753.6231079101562, 682.729248046875}","{512.4060668945312, 636.49658203125}"
"{912.6751098632812, 79.89788818359375}","{513.4246826171875, 242.2022705078125}","{471.55413818359375, 137.21258544921875}","{266.84478759765625, 43.78070068359375}","{337.85833740234375, 133.0819091796875}","{234.00131225585938, 211.41558837890625}","{255.71055603027344, 299.40191650390625}","{85.59257507324219, 96.53253173828125}","{840.8222045898438, 293.822998046875}","{749.7510375976562, 326.8147888183594}","{830.9453735351562, 385.9159851074219}","{990.2689819335938, 506.79473876953125}","{742.12744140625, 569.4073486328125}","{851.542236328125, 639.3086547851562}","{753.555419921875, 682.3018798828125}","{512.4628295898438, 637.9474487304688}"
"{911.75732421875, 79.560791015625}","{514.8263549804688, 244.02490234375}","{471.7713928222656, 137.08465576171875}","{266.1071472167969, 40.45989990234375}","{339.2909851074219, 132.156005859375}","{233.92138671875, 212.1580810546875}","{254.54150390625, 297.0713806152344}","{85.25384521484375, 95.08050537109375}","{840.7993774414062, 293.1045227050781}","{749.1854248046875, 324.7723388671875}","{828.06787109375, 384.2930908203125}","{990.9283447265625, 506.4837341308594}","{742.2322387695312, 569.5846557617188}","{848.4784545898438, 640.07421875}","{753.311279296875, 681.6236572265625}","{511.5397033691406, 638.968505859375}"
"{910.6925048828125, 79.23468017578125}","{514.729248046875, 243.42742919921875}","{469.1862487792969, 140.22735595703125}","{267.9831237792969, 39.91082763671875}","{338.02728271484375, 133.509765625}","{235.49322509765625, 212.9814453125}","{255.58425903320312, 297.0660705566406}","{85.92021942138672, 96.265625}","{840.1929321289062, 295.9880676269531}","{747.208740234375, 322.7847900390625}","{828.0797119140625, 382.9137878417969}","{990.3391723632812, 507.8086242675781}","{743.8822021484375, 570.1473388671875}","{848.4469604492188, 639.6482543945312}","{753.7208251953125, 682.6754760742188}","{510.8951721191406, 637.337890625}"
"{911.900634765625, 79.6400146484375}","{515.0316772460938, 242.55218505859375}","{467.8725891113281, 138.6676025390625}","{266.2454833984375, 39.65814208984375}","{337.94476318359375, 134.23333740234375}","{236.24586486816406, 214.24237060546875}","{254.76258850097656, 298.777587890625}","{86.789306640625, 96.448974609375}","{840.1065673828125, 295.6617126464844}","{748.2332763671875, 324.883544921875}","{830.2676391601562, 382.7682800292969}","{990.3495483398438, 507.0230712890625}","{743.710693359375, 571.5359497070312}","{849.0697631835938, 640.7798461914062}","{753.8563232421875, 681.96923828125}","{511.5113525390625, 638.8338623046875}"
"{911.437255859375, 81.6583251953125}","{514.8040161132812, 244.27618408203125}","{467.0227355957031, 139.31854248046875}","{265.4873352050781, 41.10247802734375}","{338.80718994140625, 135.4091796875}","{234.9913330078125, 213.55621337890625}","{253.3777618408203, 297.50665283203125}","{88.06290435791016, 96.87786865234375}","{838.8573608398438, 293.7130126953125}","{747.42333984375, 323.01007080078125}","{830.635009765625, 382.6776428222656}","{992.896484375, 507.7691650390625}","{742.4739990234375, 572.1448364257812}","{847.8186645507812, 640.3234252929688}","{753.8825073242188, 682.241943359375}","{511.2784423828125, 639.265869140625}"
"{909.7606201171875, 81.9501953125}","{515.58935546875, 243.0430908203125}","{466.75689697265625, 138.20611572265625}","{264.1684265136719, 41.48272705078125}","{338.8774719238281, 135.8619384765625}","{232.79591369628906, 214.6622314453125}","{253.84027099609375, 296.69537353515625}","{88.36126708984375, 98.2186279296875}","{839.4286499023438, 292.8523864746094}","{746.3987426757812, 322.7433166503906}","{829.3186645507812, 381.0032958984375}","{991.9814453125, 510.4896545410156}","{742.8021850585938, 572.6578369140625}","{847.5287475585938, 638.599853515625}","{753.9801635742188, 683.0823364257812}","{510.38934326171875, 637.64013671875}"
"{908.378173828125, 82.7291259765625}","{515.8587646484375, 241.99224853515625}","{466.3891906738281, 138.84039306640625}","{264.37744140625, 40.65496826171875}","{335.24322509765625, 135.433837890625}","{232.4468231201172, 217.1658935546875}","{251.04217529296875, 294.8858642578125}","{88.9317398071289, 97.20013427734375}","{837.3275146484375, 293.6203918457031}","{746.5872802734375, 318.7919921875}","{828.3023071289062, 382.8406982421875}","{991.9108276367188, 508.5167541503906}","{740.65673828125, 573.57763671875}","{847.3638916015625, 639.2763061523438}","{753.1504516601562, 681.9170532226562}","{512.4999389648438, 637.4446411132812}"
"{908.378173828125, 82.7291259765625}","{515.8587646484375, 241.99224853515625}","{466.3891906738281, 138.84039306640625}","{264.37744140625, 40.65496826171875}","{335.24322509765625, 135.433837890625}","{232.4468231201172, 217.1658935546875}","{251.04217529296875, 294.8858642578125}","{88.9317398071289, 97.20013427734375}","{837.3275146484375, 293.6203918457031}","{746.5872802734375, 318.7919921875}","{828.3023071289062, 382.8406982421875}","{991.9108276367188, 508.5167541503906}","{740.65673828125, 573.57763671875}","{847.3638916015625, 639.2763061523438}","{753.1504516601562, 681.9170532226562}","{512.4999389648438, 637.4446411132812}"
"{905.607177734375, 80.64337158203125}","{514.4764404296875, 242.91900634765625}","{463.993896484375, 138.8004150390625}","{267.0467224121094, 38.11029052734375}","{335.83160400390625, 139.2283935546875}","{234.3295135498047, 216.3194580078125}","{249.89218139648438, 294.6626892089844}","{86.43914031982422, 97.86248779296875}","{835.429443359375, 291.6087646484375}","{747.621337890625, 321.6553039550781}","{829.9408569335938, 384.94561767578125}","{994.91650390625, 506.6871032714844}","{739.514892578125, 574.3377075195312}","{846.0700073242188, 637.3372802734375}","{754.0228271484375, 682.7330322265625}","{512.8624267578125, 639.9661865234375}"
"{906.7098999023438, 80.323974609375}","{513.0595703125, 243.5023193359375}","{464.7143249511719, 137.1566162109375}","{263.6312561035156, 39.90191650390625}","{333.70965576171875, 138.24615478515625}","{234.19036865234375, 215.70281982421875}","{253.306884765625, 294.0023193359375}","{88.76245880126953, 98.40789794921875}","{834.2487182617188, 290.34515380859375}","{748.7062377929688, 320.0495300292969}","{831.447998046875, 385.48358154296875}","{997.4421997070312, 508.2263488769531}","{740.1904296875, 573.3245239257812}","{846.529296875, 637.9904174804688}","{753.8533325195312, 682.856689453125}","{515.6521606445312, 638.160400390625}"
"{906.867919921875, 78.48583984375}","{514.0053100585938, 243.18939208984375}","{465.76641845703125, 135.9144287109375}","{262.15625, 40.3336181640625}","{331.95367431640625, 136.24774169921875}","{233.78469848632812, 214.19580078125}","{253.95339965820312, 292.6603088378906}","{87.5228042602539, 96.32891845703125}","{833.3966674804688, 289.58551025390625}","{748.826416015625, 321.3486328125}","{830.61962890625, 386.17327880859375}","{997.6135864257812, 508.0355529785156}","{737.453125, 572.7191162109375}","{846.0244750976562, 636.5986328125}","{753.5521850585938, 682.1839599609375}","{516.277099609375, 637.0848999023438}"
"{905.3103637695312, 78.1336669921875}","{511.6553649902344, 242.01885986328125}","{464.8330383300781, 135.07098388671875}","{259.876708984375, 41.0155029296875}","{332.0287170410156, 138.19384765625}","{232.38037109375, 214.71405029296875}","{253.38868713378906, 293.8098449707031}","{86.99884796142578, 95.7830810546875}","{835.5003662109375, 290.1184387207031}","{748.6410522460938, 321.2437438964844}","{830.4081420898438, 384.6015930175781}","{999.9534301757812, 510.0775146484375}","{737.73291015625, 572.52099609375}","{844.6383056640625, 636.904541015625}","{754.033203125, 683.1185302734375}","{514.3782348632812, 637.1724243164062}"
"{906.5302124023438, 76.41455078125}","{513.4345092773438, 242.6900634765625}","{465.7373962402344, 132.9417724609375}","{262.1952819824219, 42.5665283203125}","{331.0065002441406, 140.23272705078125}","{231.3514404296875, 214.86883544921875}","{252.0643310546875, 293.1218566894531}","{85.39954376220703, 96.065185546875}","{835.076416015625, 292.1819763183594}","{746.4344482421875, 320.24951171875}","{831.6660766601562, 386.9839172363281}","{1001.2189331054688, 511.4708251953125}","{736.52392578125, 571.5989379882812}","{844.52392578125, 637.5855102539062}","{753.770263671875, 682.4616088867188}","{514.6455078125, 640.009521484375}"
"{906.0010986328125, 80.5357666015625}","{514.8424072265625, 244.79608154296875}","{465.2409973144531, 131.4495849609375}","{263.6487731933594, 42.31988525390625}","{333.7790832519531, 141.82080078125}","{230.95738220214844, 215.428466796875}","{253.7834930419922, 292.81573486328125}","{86.9356689453125, 97.173095703125}","{836.1776123046875, 292.4682312011719}","{743.9103393554688, 320.0069885253906}","{832.80712890625, 386.4474182128906}","{1000.4934692382812, 510.8544006347656}","{734.812744140625, 571.745849609375}","{844.6724853515625, 637.1339721679688}","{753.6823120117188, 682.1718139648438}","{514.5123291015625, 641.0057983398438}"
"{905.83251953125, 80.5848388671875}","{513.1919555664062, 246.482666015625}","{464.2993469238281, 130.02838134765625}","{263.40863037109375, 42.14678955078125}","{333.0760498046875, 141.44537353515625}","{229.9248809814453, 214.3480224609375}","{252.37918090820312, 290.8948059082031}","{87.07954406738281, 98.50555419921875}","{833.7300415039062, 291.5650634765625}","{741.846435546875, 321.0885314941406}","{832.7984008789062, 387.9855651855469}","{1000.4398193359375, 510.666748046875}","{734.68896484375, 570.6770629882812}","{844.3360595703125, 638.8153076171875}","{753.9338989257812, 683.3216552734375}","{512.0746765136719, 641.9013061523438}"
"{905.7896728515625, 77.2945556640625}","{512.929443359375, 245.13043212890625}","{464.3297424316406, 129.6290283203125}","{265.0526428222656, 42.79791259765625}","{333.1449890136719, 141.04205322265625}","{225.93914794921875, 213.9815673828125}","{250.72393798828125, 290.8576965332031}","{87.12874603271484, 99.2950439453125}","{833.51171875, 291.9281005859375}","{742.3882446289062, 322.04864501953125}","{832.609619140625, 388.8771667480469}","{1001.4296875, 510.2286071777344}","{732.6095581054688, 568.9583740234375}","{843.9224853515625, 638.9923095703125}","{754.290771484375, 683.0103759765625}","{511.1452941894531, 641.2418212890625}"
"{905.7896728515625, 77.2945556640625}","{512.929443359375, 245.13043212890625}","{464.3297424316406, 129.6290283203125}","{265.0526428222656, 42.79791259765625}","{333.1449890136719, 141.04205322265625}","{225.93914794921875, 213.9815673828125}","{250.72393798828125, 290.8576965332031}","{87.12874603271484, 99.2950439453125}","{833.51171875, 291.9281005859375}","{742.3882446289062, 322.04864501953125}","{832.609619140625, 388.8771667480469}","{1001.4296875, 510.2286071777344}","{732.6095581054688, 568.9583740234375}","{843.9224853515625, 638.9923095703125}","{754.290771484375, 683.0103759765625}","{511.1452941894531, 641.2418212890625}"
"{907.3677978515625, 74.14312744140625}","{513.6981811523438, 242.6055908203125}","{464.5426025390625, 129.13665771484375}","{262.989990234375, 44.44580078125}","{334.39434814453125, 142.7071533203125}","{227.54364013671875, 213.07305908203125}","{248.8190460205078, 290.1192321777344}","{84.62442779541016, 100.39874267578125}","{834.6932983398438, 286.58013916015625}","{738.4052124023438, 319.1609191894531}","{830.138427734375, 389.70379638671875}","{998.3433227539062, 509.0751953125}","{735.3065185546875, 570.5841064453125}","{840.8958129882812, 638.94580078125}","{753.5213623046875, 682.8538818359375}","{507.17315673828125, 642.2625122070312}"
"{908.4260864257812, 75.2705078125}","{513.9609985351562, 242.60772705078125}","{462.58087158203125, 130.15887451171875}","{262.2293395996094, 44.34246826171875}","{333.7808837890625, 140.40093994140625}","{225.4601593017578, 213.69854736328125}","{249.38946533203125, 288.2947692871094}","{85.45375061035156, 98.2266845703125}","{837.0360717773438, 285.5790100097656}","{740.0231323242188, 316.6450500488281}","{829.6192016601562, 391.12567138671875}","{997.643310546875, 508.42974853515625}","{738.6664428710938, 570.104736328125}","{839.861572265625, 637.2756958007812}","{754.04150390625, 682.9905395507812}","{508.3272399902344, 642.335205078125}"
"{908.8516845703125, 75.36505126953125}","{514.4760131835938, 243.3402099609375}","{461.48162841796875, 127.0224609375}","{263.5069274902344, 45.8851318359375}","{335.3823547363281, 139.3309326171875}","{226.99493408203125, 215.5438232421875}","{248.5758056640625, 289.4136962890625}","{88.33827209472656, 97.90606689453125}","{837.142578125, 282.7859802246094}","{738.0634765625, 315.2789611816406}","{830.12646484375, 392.5085754394531}","{999.007568359375, 509.19915771484375}","{739.4385986328125, 569.6343994140625}","{840.0724487304688, 638.6544189453125}","{753.9791259765625, 683.153564453125}","{507.6358947753906, 641.5964965820312}"
"{907.7776489257812, 74.8748779296875}","{514.289794921875, 241.80731201171875}","{460.8196716308594, 126.717041015625}","{265.8344421386719, 46.11395263671875}","{336.0489807128906, 137.52252197265625}","{227.56753540039062, 214.30145263671875}","{248.34048461914062, 287.1467590332031}","{88.18900299072266, 98.83160400390625}","{837.540771484375, 281.1192626953125}","{737.78759765625, 315.7945861816406}","{829.3236083984375, 392.5965270996094}","{999.9984741210938, 509.05670166015625}","{740.7860717773438, 568.1329345703125}","{841.9232788085938, 638.64306640625}","{754.3599853515625, 683.215576171875}","{509.2353210449219, 640.9844970703125}"
"{909.2673950195312, 75.4952392578125}","{514.663330078125, 241.8577880859375}","{460.4082946777344, 125.03582763671875}","{265.71990966796875, 46.240234375}","{334.94061279296875, 136.58575439453125}","{227.72364807128906, 215.4296875}","{244.759765625, 288.8498840332031}","{86.99839782714844, 100.046142578125}","{837.7903442382812, 281.7989196777344}","{738.75830078125, 316.5446472167969}","{828.1297607421875, 392.8616027832031}","{999.3090209960938, 508.7713928222656}","{738.7022705078125, 567.427001953125}","{839.6943969726562, 639.4151000976562}","{753.8952026367188, 682.8659057617188}","{507.66619873046875, 641.09033203125}"
