"{879.1561279296875, 264.07733154296875}","{880.756103515625, 502.732177734375}","{597.9853515625, 631.6506958007812}","{360.540771484375, 409.5901184082031}"
"{881.1863403320312, 266.5531005859375}","{879.8987426757812, 503.2912902832031}","{596.9248657226562, 629.7720336914062}","{362.1181335449219, 408.9891662597656}"
"{881.315185546875, 265.8581848144531}","{880.2427978515625, 502.71588134765625}","{597.808349609375, 628.8870849609375}","{362.6107482910156, 409.3709716796875}"
"{880.811279296875, 266.3567810058594}","{879.50146484375, 500.59796142578125}","{599.6282348632812, 629.816162109375}","{360.59429931640625, 408.81402587890625}"
"{880.3352661132812, 267.63470458984375}","{881.1320190429688, 501.8457336425781}","{600.9819946289062, 628.3422241210938}","{362.0783996582031, 407.0936584472656}"
"{881.4321899414062, 268.9455261230469}","{882.1829223632812, 504.0740051269531}","{599.8949584960938, 630.7674560546875}","{362.716552734375, 410.16595458984375}"
"{880.6321411132812, 266.918701171875}","{886.4672241210938, 505.18951416015625}","{601.4857177734375, 631.480712890625}","{365.0350646972656, 409.13702392578125}"
"{880.510986328125, 267.6343078613281}","{885.99267578125, 507.56683349609375}","{600.8980712890625, 629.9142456054688}","{364.8821716308594, 408.552978515625}"
"{880.510986328125, 267.6343078613281}","{885.99267578125, 507.56683349609375}","{600.8980712890625, 629.9142456054688}","{364.8821716308594, 408.552978515625}"
"{882.5586547851562, 265.428955078125}","{886.1918334960938, 508.6761474609375}","{601.3256225585938, 632.1739501953125}","{361.9265441894531, 410.81878662109375}"
"{879.572265625, 266.143798828125}","{886.7655639648438, 508.7275085449219}","{602.5906372070312, 635.0223388671875}","{361.87164306640625, 409.91424560546875}"
"{879.0130615234375, 265.91400146484375}","{887.0791015625, 509.8105773925781}","{603.4459838867188, 634.0757446289062}","{363.3585510253906, 410.7966003417969}"
"{876.6769409179688, 266.241455078125}","{889.6614379882812, 510.0556945800781}","{603.520751953125, 633.68408203125}","{362.6578063964844, 411.2113952636719}"
"{873.5431518554688, 265.9762878417969}","{889.6765747070312, 510.68377685546875}","{602.4797973632812, 634.7838745117188}","{359.4105529785156, 411.99658203125}"
"{872.0001220703125, 265.9317626953125}","{890.0512084960938, 510.1876525878906}","{602.23388671875, 633.9553833007812}","{358.76885986328125, 410.4437561035156}"
"{873.568359375, 266.7486572265625}","{890.5043334960938, 508.1302795410156}","{603.252685546875, 632.1796875}","{357.80743408203125, 411.2201232910156}"
"{873.9151611328125, 267.0350646972656}","{890.0792846679688, 509.3760681152344}","{603.9907836914062, 629.9225463867188}","{356.4161682128906, 411.4795227050781}"
"{871.9401245117188, 266.11907958984375}","{887.9154052734375, 506.905517578125}","{604.7320556640625, 628.5657348632812}","{356.8206481933594, 411.2010803222656}"
"{871.9401245117188, 266.11907958984375}","{887.9154052734375, 506.905517578125}","{604.7320556640625, 628.5657348632812}","{356.8206481933594, 411.2010803222656}"
"{874.0059814453125, 262.40478515625}","{890.99658203125, 508.04669189453125}","{606.2958374023438, 629.687744140625}","{354.50439453125, 411.76727294921875}"
"{873.6946411132812, 262.3963928222656}","{891.8023681640625, 508.0238037109375}","{607.7354125976562, 628.4656982421875}","{351.6776428222656, 412.9541931152344}"
"{873.0789794921875, 262.7084045410156}","{894.1658325195312, 509.8374328613281}","{608.4622802734375, 628.9683227539062}","{351.22308349609375, 416.3948669433594}"
"{870.0130004882812, 261.7225036621094}","{894.5064086914062, 508.8377685546875}","{609.884521484375, 630.0772094726562}","{352.7124938964844, 416.583740234375}"
"{867.1078491210938, 261.0506896972656}","{893.6110229492188, 510.90545654296875}","{608.8324584960938, 630.1427001953125}","{350.5786437988281, 419.0884094238281}"
"{866.0394897460938, 259.3631591796875}","{893.4859008789062, 510.2733154296875}","{609.5989990234375, 629.576416015625}","{350.2209777832031, 419.55889892578125}"
"{864.7979736328125, 258.6938781738281}","{893.2063598632812, 509.87945556640625}","{609.2249145507812, 630.7935180664062}","{350.81365966796875, 420.0636291503906}"
"{865.718994140625, 261.8106994628906}","{893.014404296875, 508.9931945800781}","{611.1573486328125, 631.4366455078125}","{350.88848876953125, 419.8427429199219}"
"{864.7151489257812, 260.76104736328125}","{894.2548828125, 509.8330078125}","{608.4826049804688, 632.712646484375}","{353.23040771484375, 421.2843017578125}"
"{864.0008544921875, 257.5518798828125}","{897.2752685546875, 510.2291259765625}","{610.3056640625, 632.7819213867188}","{352.5869445800781, 420.6651916503906}"
"{863.004638671875, 255.58963012695312}","{895.9432373046875, 509.2933654785156}","{607.4527587890625, 632.022705078125}","{352.83642578125, 420.9035949707031}"
"{863.3706665039062, 254.284912109375}","{898.5477905273438, 511.615966796875}","{606.6597290039062, 631.9324340820312}","{352.6700439453125, 423.36407470703125}"
"{865.3919677734375, 253.07037353515625}","{898.2350463867188, 511.8419189453125}","{607.188720703125, 631.1323852539062}","{353.81719970703125, 424.9559326171875}"
"{868.3424072265625, 256.3433837890625}","{900.2886352539062, 512.8853759765625}","{608.9185180664062, 630.3779296875}","{354.8229675292969, 424.1248474121094}"
"{869.5814819335938, 255.62078857421875}","{899.0742797851562, 512.526611328125}","{610.21435546875, 630.508056640625}","{353.5426330566406, 424.08355712890625}"
"{869.8274536132812, 253.31634521484375}","{898.7027587890625, 512.5982055664062}","{611.240478515625, 630.7525634765625}","{353.7912902832031, 423.1122131347656}"
"{873.4501342773438, 252.77880859375}","{897.39453125, 511.86334228515625}","{610.4974365234375, 632.2303466796875}","{351.3566589355469, 424.55706787109375}"
"{870.0191040039062, 253.72027587890625}","{899.8401489257812, 511.4542236328125}","{610.5731811523438, 634.423583984375}","{352.1260986328125, 424.3127746582031}"
"{872.1041870117188, 256.2140808105469}","{899.9334716796875, 510.8621826171875}","{609.51611328125, 633.4697265625}","{349.43768310546875, 423.9644775390625}"
"{872.8082275390625, 255.97189331054688}","{901.2946166992188, 511.954345703125}","{608.2042236328125, 631.2243041992188}","{348.6936340332031, 425.4602966308594}"
"{873.472412109375, 254.71221923828125}","{900.6068725585938, 511.41497802734375}","{610.2164306640625, 630.6835327148438}","{349.64715576171875, 425.5841064453125}"
"{874.58447265625, 256.5605163574219}","{900.3692016601562, 512.4561767578125}","{612.8002319335938, 632.8540649414062}","{350.4311828613281, 424.5251159667969}"
"{876.5186767578125, 255.000244140625}","{901.181884765625, 514.414794921875}","{613.1727294921875, 634.2205810546875}","{348.92510986328125, 425.9112243652344}"
"{876.7572631835938, 255.40582275390625}","{899.8941650390625, 513.7841186523438}","{613.41015625, 633.0191040039062}","{349.3275451660156, 423.8324279785156}"
"{877.9931640625, 256.2233581542969}","{899.5025634765625, 511.63787841796875}","{614.787841796875, 631.8943481445312}","{349.7452697753906, 422.02667236328125}"
"{879.7813720703125, 256.346435546875}","{900.1768188476562, 512.485107421875}","{616.95654296875, 635.0189208984375}","{348.6278991699219, 422.12139892578125}"
"{880.7986450195312, 256.6143798828125}","{901.503662109375, 510.60845947265625}","{615.4306640625, 633.6722412109375}","{351.31298828125, 420.3186950683594}"
"{882.0253295898438, 259.4649353027344}","{901.22412109375, 511.9566650390625}","{615.6268310546875, 633.4312133789062}","{351.7275695800781, 418.705810546875}"
"{884.2601318359375, 262.46661376953125}","{900.0228881835938, 511.83740234375}","{613.4256591796875, 634.2647705078125}","{353.90081787109375, 418.5196228027344}"
"{888.4761962890625, 261.6847839355469}","{901.0453491210938, 510.1611022949219}","{613.34912109375, 634.5886840820312}","{353.2780456542969, 415.00921630859375}"
"{888.7504272460938, 260.87322998046875}","{898.0814819335938, 511.416015625}","{614.8419189453125, 634.6624145507812}","{353.43304443359375, 414.2745056152344}"
"{887.4554443359375, 260.93865966796875}","{896.551513671875, 510.2140808105469}","{614.0834350585938, 635.78564453125}","{353.2455139160156, 414.8810119628906}"
"{888.0861206054688, 262.5484313964844}","{897.4838256835938, 511.0793762207031}","{613.7534790039062, 634.09228515625}","{354.5550842285156, 417.65509033203125}"
"{889.1357421875, 262.2742614746094}","{899.0855712890625, 512.7296142578125}","{613.8958129882812, 634.073486328125}","{355.60968017578125, 419.6685485839844}"
"{891.0515747070312, 261.45989990234375}","{901.2190551757812, 511.229736328125}","{613.555908203125, 632.2334594726562}","{354.2325134277344, 420.1473083496094}"
"{891.1435546875, 259.4391174316406}","{901.8839721679688, 510.0709533691406}","{613.5985717773438, 631.3260498046875}","{352.3067932128906, 420.1382751464844}"
"{891.251708984375, 260.92950439453125}","{899.7974243164062, 510.4937438964844}","{614.51513671875, 630.5180053710938}","{352.1378479003906, 421.04010009765625}"
"{891.283935546875, 262.1376647949219}","{898.91943359375, 512.2274169921875}","{612.7517700195312, 630.3798828125}","{353.2916259765625, 418.4643859863281}"
"{893.3311767578125, 262.9972839355469}","{902.05322265625, 512.9588012695312}","{612.4918212890625, 630.5185546875}","{352.5923156738281, 418.6548156738281}"
"{890.6837158203125, 263.78277587890625}","{901.0836181640625, 509.9466552734375}","{612.6370849609375, 627.9561157226562}","{354.3231506347656, 420.6214294433594}"
"{890.6837158203125, 263.78277587890625}","{901.0836181640625, 509.9466552734375}","{612.6370849609375, 627.9561157226562}","{354.3231506347656, 420.6214294433594}"
"{890.0738525390625, 264.8622741699219}","{901.5736083984375, 508.0765380859375}","{611.12939453125, 625.800048828125}","{354.7850341796875, 421.8951416015625}"
"{889.4957275390625, 265.988525390625}","{901.0965576171875, 510.21630859375}","{610.2830810546875, 626.0112915039062}","{352.6762390136719, 421.0179443359375}"
"{889.2391357421875, 264.018798828125}","{901.4116821289062, 513.4177856445312}","{611.3500366210938, 624.4248046875}","{351.9034729003906, 420.9528503417969}"
"{887.6634521484375, 265.82611083984375}","{899.7364501953125, 512.636962890625}","{609.218505859375, 624.4559326171875}","{351.5298156738281, 419.5776672363281}"
"{886.8399658203125, 266.0215759277344}","{899.7163696289062, 511.59454345703125}","{609.97412109375, 625.9833984375}","{351.5948791503906, 419.85528564453125}"
"{887.8543090820312, 265.4393615722656}","{898.3997802734375, 512.81591796875}","{608.0598754882812, 625.45458984375}","{351.12689208984375, 419.3419189453125}"
"{888.4249877929688, 262.98809814453125}","{894.3679809570312, 514.1744995117188}","{608.3950805664062, 624.5585327148438}","{351.8856201171875, 420.65545654296875}"
"{890.1882934570312, 261.8896789550781}","{896.4986572265625, 512.74755859375}","{607.6322631835938, 623.5128173828125}","{350.09259033203125, 420.3951110839844}"
"{889.7578125, 261.236328125}","{895.9857177734375, 514.310546875}","{609.6204223632812, 622.2081298828125}","{349.24603271484375, 421.0319519042969}"
"{889.9580078125, 260.2680969238281}","{896.499755859375, 515.4227905273438}","{610.3236083984375, 621.4677124023438}","{347.634765625, 422.1426086425781}"
"{890.8271484375, 260.3679504394531}","{896.7918701171875, 518.15576171875}","{609.16943359375, 619.9493408203125}","{345.70263671875, 420.01104736328125}"
"{889.9088134765625, 259.2852478027344}","{897.4602661132812, 518.2286376953125}","{609.860595703125, 617.1876831054688}","{345.0664978027344, 420.406005859375}"
"{889.3237915039062, 259.1700134277344}","{899.27587890625, 516.2313232421875}","{613.7111206054688, 619.9767456054688}","{344.0750732421875, 421.8158264160156}"
"{890.1161499023438, 258.6124572753906}","{900.04638671875, 517.0344848632812}","{612.5, 620.04150390625}","{343.9076843261719, 421.77325439453125}"
"{890.1161499023438, 258.6124572753906}","{900.04638671875, 517.0344848632812}","{612.5, 620.04150390625}","{343.9076843261719, 421.77325439453125}"
"{890.516357421875, 259.44512939453125}","{902.9710083007812, 517.1873779296875}","{613.1728515625, 617.4185180664062}","{347.500732421875, 422.4206237792969}"
"{890.6382446289062, 259.2857360839844}","{902.7780151367188, 517.865234375}","{611.844970703125, 620.07177734375}","{346.864013671875, 422.073974609375}"
"{891.7681884765625, 259.25164794921875}","{905.1823120117188, 518.1422729492188}","{611.1268310546875, 617.5967407226562}","{345.8500671386719, 422.0751647949219}"
"{892.8087768554688, 262.5188903808594}","{904.2014770507812, 520.4505615234375}","{612.3035888671875, 616.5064086914062}","{344.03338623046875, 422.54827880859375}"
"{890.6214599609375, 260.1861572265625}","{904.9434814453125, 523.0051879882812}","{609.9546508789062, 618.84765625}","{344.157470703125, 422.24365234375}"
"{889.7504272460938, 257.3628845214844}","{905.2826538085938, 523.5726318359375}","{608.6348266601562, 615.9202880859375}","{345.4721984863281, 421.3609924316406}"
"{889.4747924804688, 258.00726318359375}","{904.6725463867188, 524.867431640625}","{609.6002807617188, 618.1376342773438}","{345.2821044921875, 421.03155517578125}"
"{888.0762939453125, 258.28240966796875}","{905.4635009765625, 522.9711303710938}","{609.8848266601562, 618.80712890625}","{344.9399108886719, 421.7279052734375}"
"{888.9304809570312, 258.3936767578125}","{909.322509765625, 524.4988403320312}","{610.3174438476562, 617.9251098632812}","{345.79522705078125, 423.1134948730469}"
"{889.2672729492188, 259.1438293457031}","{909.5671997070312, 524.9375}","{609.8325805664062, 617.7734375}","{346.063720703125, 420.8814392089844}"
"{888.8163452148438, 259.03472900390625}","{909.517333984375, 524.646240234375}","{607.3060913085938, 617.417724609375}","{343.6974182128906, 419.4782409667969}"
"{888.5183715820312, 261.525390625}","{909.5419311523438, 524.9287109375}","{605.5320434570312, 618.2877807617188}","{344.66973876953125, 420.4759216308594}"
"{887.4993896484375, 260.5773010253906}","{910.8343505859375, 524.3047485351562}","{606.88525390625, 620.1224975585938}","{346.083740234375, 421.2176208496094}"
"{888.4302368164062, 261.62652587890625}","{910.5908203125, 524.1749877929688}","{606.2369384765625, 619.2900390625}","{346.4690246582031, 421.2631530761719}"
"{890.16064453125, 261.6948547363281}","{910.1280517578125, 525.3910522460938}","{603.6398315429688, 621.330322265625}","{346.730224609375, 421.3036193847656}"
"{889.540771484375, 264.01812744140625}","{912.5428466796875, 525.7066650390625}","{602.1946411132812, 621.7850341796875}","{344.563720703125, 419.829345703125}"
"{889.540771484375, 264.01812744140625}","{912.5428466796875, 525.7066650390625}","{602.1946411132812, 621.7850341796875}","{344.563720703125, 419.829345703125}"
"{888.8978881835938, 262.00262451171875}","{911.4797973632812, 527.221435546875}","{602.87744140625, 622.7322387695312}","{346.45538330078125, 421.671630859375}"
"{887.1953735351562, 260.3070983886719}","{911.6236572265625, 527.3284912109375}","{601.61669921875, 622.9398193359375}","{346.9377136230469, 423.43145751953125}"
"{885.8563842773438, 258.3005065917969}","{910.2183227539062, 527.89892578125}","{600.5256958007812, 622.8125}","{347.4879150390625, 424.5884704589844}"
"{886.6280517578125, 258.59088134765625}","{911.6436767578125, 528.0554809570312}","{600.939453125, 621.0939331054688}","{348.3086853027344, 422.08209228515625}"
"{885.6227416992188, 260.9742431640625}","{910.7449951171875, 528.8761596679688}","{597.1519775390625, 621.08642578125}","{348.7563781738281, 420.24066162109375}"
"{886.0574340820312, 262.5834045410156}","{911.4990844726562, 529.6159057617188}","{597.6751098632812, 620.3759765625}","{349.09942626953125, 421.6823425292969}"
"{884.3450317382812, 260.4761047363281}","{908.4065551757812, 526.6696166992188}","{596.28271484375, 621.030517578125}","{348.66064453125, 421.6365051269531}"
"{884.1983642578125, 261.29730224609375}","{909.3154296875, 525.7218627929688}","{597.2701416015625, 620.726806640625}","{348.9855651855469, 421.37469482421875}"
"{885.5307006835938, 258.8567810058594}","{909.6957397460938, 524.23046875}","{598.0881958007812, 620.1429443359375}","{348.9893493652344, 419.6733703613281}"
"{886.0958251953125, 257.7228088378906}","{909.8170776367188, 524.970458984375}","{597.8976440429688, 621.1609497070312}","{348.41339111328125, 420.00640869140625}"
"{885.4358520507812, 258.7893371582031}","{910.1001586914062, 523.926025390625}","{599.7553100585938, 620.9756469726562}","{348.2240905761719, 420.4155578613281}"
"{883.5634765625, 258.55389404296875}","{909.3362426757812, 521.8409423828125}","{600.8687744140625, 620.3648681640625}","{347.8826904296875, 423.2811279296875}"
"{882.1443481445312, 256.252685546875}","{909.1376953125, 519.835693359375}","{602.2720336914062, 619.3822021484375}","{345.2020568847656, 422.0746765136719}"
"{881.0514526367188, 256.32061767578125}","{906.5487670898438, 520.6588745117188}","{603.962646484375, 621.3937377929688}","{345.6326904296875, 423.0285949707031}"
"{881.0514526367188, 256.32061767578125}","{906.5487670898438, 520.6588745117188}","{603.962646484375, 621.3937377929688}","{345.6326904296875, 423.0285949707031}"
"{879.6533203125, 254.2225341796875}","{906.1076049804688, 521.0269165039062}","{603.9342651367188, 622.8536376953125}","{347.37908935546875, 423.5695495605469}"
"{880.3839721679688, 253.771240234375}","{905.5458374023438, 521.8868408203125}","{604.4270629882812, 622.553955078125}","{346.90771484375, 425.78985595703125}"
"{881.361328125, 255.70321655273438}","{906.1961669921875, 519.348876953125}","{603.7136840820312, 624.1001586914062}","{345.12371826171875, 426.9572448730469}"
"{878.6025390625, 255.64910888671875}","{906.2486572265625, 519.8460693359375}","{602.5150756835938, 623.0724487304688}","{348.40081787109375, 427.9646301269531}"
"{878.9578247070312, 255.69161987304688}","{906.5516357421875, 520.9209594726562}","{605.0850219726562, 622.9815673828125}","{350.7912292480469, 426.6948547363281}"
"{878.3225708007812, 256.0533752441406}","{905.9171142578125, 520.5374145507812}","{603.8997802734375, 624.09619140625}","{348.84716796875, 427.0025329589844}"
"{879.7006225585938, 255.08428955078125}","{905.0623779296875, 519.2979736328125}","{601.4376831054688, 625.9901733398438}","{349.9747314453125, 427.902587890625}"
"{880.1260986328125, 257.50531005859375}","{906.0472412109375, 519.2191162109375}","{602.6757202148438, 625.207763671875}","{351.7432556152344, 425.6685485839844}"
"{881.8197021484375, 258.4856872558594}","{908.0654296875, 517.8162841796875}","{604.1612548828125, 625.80419921875}","{351.5414123535156, 426.42364501953125}"
"{879.5076904296875, 258.24676513671875}","{910.4693603515625, 517.5054931640625}","{604.340576171875, 624.97021484375}","{352.3309326171875, 425.5873107910156}"
"{878.1881103515625, 258.7163391113281}","{911.2359008789062, 519.1118774414062}","{602.5910034179688, 627.1522827148438}","{353.58123779296875, 423.99945068359375}"
