"{961.628173828125, 484.8470153808594}","{418.1361389160156, 338.0021057128906}","{568.2742919921875, 488.5900573730469}","{490.7597351074219, 117.4276123046875}","{783.239501953125, 102.89324951171875}","{858.4854736328125, 362.9924011230469}","{842.2120971679688, 232.51202392578125}","{688.2877197265625, 349.8437194824219}","{751.7135620117188, 309.205078125}","{677.7183837890625, 200.86065673828125}","{597.8460083007812, 271.2642822265625}","{484.69964599609375, 664.4112548828125}","{313.7646179199219, 599.917724609375}","{318.059814453125, 685.27099609375}"
"{960.2680053710938, 483.171630859375}","{418.3478088378906, 338.39935302734375}","{566.7100830078125, 492.2298278808594}","{490.7491455078125, 118.5626220703125}","{783.1134643554688, 103.28472900390625}","{857.27734375, 360.83062744140625}","{839.5718383789062, 232.82879638671875}","{690.031494140625, 351.62384033203125}","{751.3529052734375, 309.9036560058594}","{678.1369018554688, 201.39404296875}","{596.8970336914062, 271.1428527832031}","{485.3779296875, 665.34619140625}","{313.16192626953125, 599.6644897460938}","{320.01904296875, 684.1383056640625}"
"{964.6593627929688, 481.97857666015625}","{417.38360595703125, 338.41278076171875}","{566.9749145507812, 490.6525573730469}","{491.5882263183594, 119.14990234375}","{782.4636840820312, 103.38372802734375}","{857.443115234375, 361.3564147949219}","{841.0452880859375, 236.34625244140625}","{690.4859008789062, 350.8815612792969}","{752.7369995117188, 309.99273681640625}","{676.1661987304688, 201.81207275390625}","{597.50927734375, 272.41888427734375}","{486.42205810546875, 665.0525512695312}","{312.45147705078125, 598.9803466796875}","{322.06304931640625, 687.2685546875}"
"{964.4832153320312, 481.8382873535156}","{418.02471923828125, 339.0794372558594}","{564.386474609375, 490.27923583984375}","{493.00421142578125, 120.2313232421875}","{784.02490234375, 103.20501708984375}","{857.08837890625, 361.01239013671875}","{841.4658203125, 236.68487548828125}","{690.5554809570312, 355.49542236328125}","{753.5862426757812, 308.9658508300781}","{675.8883666992188, 200.3116455078125}","{598.3167724609375, 273.9954528808594}","{487.5312194824219, 665.8863525390625}","{313.3685607910156, 598.80322265625}","{323.3476257324219, 684.4376220703125}"
"{964.1445922851562, 481.6056823730469}","{417.1365661621094, 339.0821533203125}","{564.433349609375, 486.6986999511719}","{492.05780029296875, 121.9278564453125}","{784.6064453125, 103.81927490234375}","{857.217529296875, 361.3914489746094}","{840.0335083007812, 237.68328857421875}","{687.9725341796875, 352.681396484375}","{753.8882446289062, 310.32684326171875}","{676.872314453125, 198.77593994140625}","{598.5621948242188, 270.7315979003906}","{486.98419189453125, 668.2719116210938}","{310.4312744140625, 599.1387939453125}","{321.5671081542969, 683.4044799804688}"
"{967.3209228515625, 482.4627685546875}","{416.68328857421875, 338.0439758300781}","{562.811279296875, 486.40911865234375}","{492.28094482421875, 121.95904541015625}","{782.7658081054688, 102.883544921875}","{856.6806030273438, 360.7588195800781}","{840.3753662109375, 238.38092041015625}","{686.6644897460938, 351.1404724121094}","{754.413330078125, 308.1190185546875}","{676.1639404296875, 197.46478271484375}","{599.7669677734375, 268.9318542480469}","{488.7017822265625, 669.8672485351562}","{312.0838317871094, 599.30712890625}","{325.04248046875, 682.8737182617188}"
"{967.4405517578125, 481.8807678222656}","{416.018310546875, 336.65386962890625}","{562.3042602539062, 484.9035339355469}","{497.1473693847656, 123.03533935546875}","{782.7771606445312, 102.81427001953125}","{856.1570434570312, 360.1772766113281}","{843.4913940429688, 235.6212158203125}","{687.7520751953125, 353.16241455078125}","{756.7453002929688, 307.241943359375}","{676.4578857421875, 196.6878662109375}","{599.008056640625, 267.3457336425781}","{487.2648010253906, 668.5864868164062}","{311.4840393066406, 599.0704345703125}","{324.74578857421875, 679.3402709960938}"
"{966.8248291015625, 483.5013427734375}","{415.4478759765625, 336.63116455078125}","{561.43359375, 484.35516357421875}","{496.796142578125, 123.78228759765625}","{783.2747192382812, 102.80096435546875}","{855.3001098632812, 360.4633483886719}","{841.754638671875, 237.283935546875}","{690.9745483398438, 351.7615661621094}","{758.471923828125, 309.3816833496094}","{677.1950073242188, 195.5672607421875}","{596.1318359375, 270.30950927734375}","{487.26715087890625, 669.8507690429688}","{309.1692810058594, 599.5283813476562}","{325.3854675292969, 680.5631713867188}"
"{967.734130859375, 481.8571472167969}","{415.01531982421875, 334.7547302246094}","{559.7489624023438, 480.54034423828125}","{495.4488220214844, 124.33135986328125}","{783.5592041015625, 100.90191650390625}","{853.6909790039062, 358.90301513671875}","{840.23583984375, 235.33892822265625}","{692.5604248046875, 352.0447998046875}","{758.35498046875, 307.0236511230469}","{678.5585327148438, 195.5045166015625}","{595.701171875, 270.33233642578125}","{488.9727478027344, 669.0970458984375}","{308.2982482910156, 600.66943359375}","{325.59954833984375, 679.9500732421875}"
"{966.2919921875, 480.2838439941406}","{415.3873291015625, 336.67437744140625}","{558.7225341796875, 482.8231201171875}","{495.9980163574219, 122.19329833984375}","{782.7487182617188, 103.3714599609375}","{853.8526611328125, 356.9515075683594}","{840.8507080078125, 234.88714599609375}","{693.0245361328125, 351.936279296875}","{759.6007690429688, 305.1700134277344}","{679.4935302734375, 196.77496337890625}","{596.4263916015625, 268.6525573730469}","{487.95941162109375, 668.5145874023438}","{311.36395263671875, 599.2310791015625}","{327.2911376953125, 681.5214233398438}"
"{967.170654296875, 481.7386169433594}","{415.4315185546875, 338.036376953125}","{557.7305297851562, 486.3169250488281}","{496.0501708984375, 122.42083740234375}","{783.024658203125, 103.474853515625}","{852.6438598632812, 357.5019836425781}","{841.07861328125, 237.89544677734375}","{696.1605224609375, 351.25372314453125}","{759.5203247070312, 305.4523010253906}","{679.1991577148438, 197.54620361328125}","{597.0930786132812, 267.6750793457031}","{489.6509704589844, 668.272705078125}","{309.2449951171875, 601.4471435546875}","{325.6563720703125, 682.7556762695312}"
"{966.9340209960938, 482.9957275390625}","{415.3680419921875, 338.9926452636719}","{556.6026000976562, 485.1900634765625}","{495.83294677734375, 121.94677734375}","{784.1016235351562, 102.114013671875}","{851.1484375, 358.0330810546875}","{840.7628784179688, 239.555908203125}","{696.0386352539062, 351.9577331542969}","{758.7763671875, 304.8053894042969}","{679.4940185546875, 197.0015869140625}","{597.7993774414062, 267.6963806152344}","{488.7864990234375, 667.898681640625}","{307.8269958496094, 601.8175048828125}","{323.96002197265625, 682.9035034179688}"
"{965.6597290039062, 482.1886291503906}","{414.27337646484375, 339.0058898925781}","{554.4247436523438, 486.8023376464844}","{496.5118408203125, 122.26513671875}","{785.146484375, 102.12762451171875}","{849.9700927734375, 357.1793518066406}","{839.0768432617188, 237.98077392578125}","{693.859375, 354.76971435546875}","{758.270263671875, 302.02154541015625}","{680.0368041992188, 196.15777587890625}","{595.9674682617188, 266.4129638671875}","{489.07427978515625, 665.2190551757812}","{308.380126953125, 602.3006591796875}","{324.2908630371094, 681.6473388671875}"
"{964.22705078125, 482.6064758300781}","{412.86944580078125, 337.8316955566406}","{553.3670654296875, 486.975830078125}","{495.5346984863281, 124.16522216796875}","{784.3106079101562, 103.97943115234375}","{851.6646728515625, 359.15631103515625}","{837.4234619140625, 238.4913330078125}","{691.4196166992188, 358.433349609375}","{759.5724487304688, 302.84832763671875}","{682.1428833007812, 196.7718505859375}","{594.3387451171875, 265.7325439453125}","{487.6128845214844, 667.5146484375}","{307.1470642089844, 603.579833984375}","{322.5523376464844, 683.5663452148438}"
"{965.6981201171875, 483.5615539550781}","{411.6607360839844, 337.7271728515625}","{554.1368408203125, 488.3876953125}","{494.5840148925781, 122.36639404296875}","{784.1176147460938, 103.55548095703125}","{853.7459716796875, 361.03424072265625}","{837.6981201171875, 239.90155029296875}","{693.66357421875, 359.0875244140625}","{758.7418212890625, 304.75811767578125}","{681.353271484375, 195.676025390625}","{595.9022216796875, 264.91253662109375}","{486.77752685546875, 668.2986450195312}","{308.1689453125, 606.1920776367188}","{322.6945495605469, 684.666259765625}"
"{965.7559814453125, 481.59918212890625}","{413.20318603515625, 335.819091796875}","{553.3819580078125, 486.9319152832031}","{494.1106262207031, 120.713134765625}","{784.4931640625, 101.89129638671875}","{856.8009643554688, 362.4888000488281}","{839.0299072265625, 240.9219970703125}","{692.6552734375, 356.7424011230469}","{758.7332153320312, 304.0754089355469}","{681.6502075195312, 194.4505615234375}","{597.8212890625, 266.41693115234375}","{488.0422668457031, 665.7208251953125}","{310.19024658203125, 605.6176147460938}","{320.8776550292969, 683.6085205078125}"
"{964.6812133789062, 479.95513916015625}","{413.8004455566406, 335.8968505859375}","{554.7224731445312, 485.9622497558594}","{496.234375, 120.56201171875}","{785.0272216796875, 101.55474853515625}","{855.0502319335938, 362.21826171875}","{839.7200317382812, 241.8865966796875}","{693.6465454101562, 356.6341552734375}","{756.2656860351562, 305.6767578125}","{683.2965087890625, 196.280029296875}","{596.7911987304688, 266.0173034667969}","{485.9744873046875, 668.240966796875}","{307.0384216308594, 605.7581787109375}","{320.2643127441406, 682.1677856445312}"
"{963.374755859375, 478.5361633300781}","{415.65338134765625, 335.3206787109375}","{554.28125, 485.6439208984375}","{493.50238037109375, 123.11041259765625}","{785.31591796875, 99.60760498046875}","{854.24365234375, 365.08612060546875}","{839.6061401367188, 242.70758056640625}","{694.2756958007812, 356.6822204589844}","{755.6985473632812, 307.156005859375}","{681.8909301757812, 198.19268798828125}","{596.2906494140625, 267.99273681640625}","{484.7217712402344, 672.4965209960938}","{306.69415283203125, 607.536376953125}","{319.1395568847656, 684.8578491210938}"
"{963.374755859375, 478.5361633300781}","{415.65338134765625, 335.3206787109375}","{554.28125, 485.6439208984375}","{493.50238037109375, 123.11041259765625}","{785.31591796875, 99.60760498046875}","{854.24365234375, 365.08612060546875}","{839.6061401367188, 242.70758056640625}","{694.2756958007812, 356.6822204589844}","{755.6985473632812, 307.156005859375}","{681.8909301757812, 198.19268798828125}","{596.2906494140625, 267.99273681640625}","{484.7217712402344, 672.4965209960938}","{306.69415283203125, 607.536376953125}","{319.1395568847656, 684.8578491210938}"
"{960.8115234375, 478.2710876464844}","{414.7201232910156, 335.27288818359375}","{554.3755493164062, 482.3990173339844}","{493.0513916015625, 123.22332763671875}","{786.1923217773438, 102.05169677734375}","{852.5324096679688, 364.2637939453125}","{838.9994506835938, 240.7437744140625}","{691.60888671875, 356.6915588378906}","{757.581298828125, 305.080078125}","{684.085693359375, 195.59454345703125}","{594.485107421875, 265.8440856933594}","{485.9944152832031, 671.04833984375}","{307.9808044433594, 611.0062866210938}","{318.3566589355469, 686.4845581054688}"
"{961.7828369140625, 478.2936096191406}","{414.7205505371094, 338.0906066894531}","{554.1624145507812, 478.0882568359375}","{494.7351989746094, 123.18511962890625}","{785.1532592773438, 101.29608154296875}","{853.7479858398438, 363.80108642578125}","{839.517578125, 242.42767333984375}","{689.289794921875, 357.7666320800781}","{754.0816040039062, 304.48541259765625}","{682.11865234375, 196.82611083984375}","{595.286865234375, 264.9546813964844}","{483.3481140136719, 671.7538452148438}","{307.4390563964844, 611.4092407226562}","{318.48150634765625, 685.7341918945312}"
"{959.1405029296875, 477.2231750488281}","{413.4212341308594, 338.64422607421875}","{554.3467407226562, 477.4464416503906}","{494.9398193359375, 124.52215576171875}","{786.672119140625, 100.94940185546875}","{855.1712646484375, 364.9146728515625}","{840.0850830078125, 241.36407470703125}","{690.484375, 358.82293701171875}","{752.9556884765625, 303.1408386230469}","{682.3462524414062, 196.84674072265625}","{592.5512084960938, 263.70654296875}","{483.1672668457031, 673.0581665039062}","{306.2945556640625, 610.915771484375}","{317.1595153808594, 686.5211181640625}"
"{959.8765869140625, 477.0865478515625}","{412.7996826171875, 337.7720642089844}","{555.8672485351562, 476.6401672363281}","{494.9917297363281, 123.2041015625}","{786.9935302734375, 98.87249755859375}","{856.1739501953125, 364.6420593261719}","{838.9569702148438, 240.470703125}","{690.919189453125, 361.0398254394531}","{752.6246337890625, 302.5834655761719}","{681.90185546875, 196.630126953125}","{591.1995849609375, 264.9424743652344}","{484.7528076171875, 672.184814453125}","{302.8289489746094, 610.5503540039062}","{317.5158386230469, 683.8892211914062}"
"{960.58203125, 476.36260986328125}","{411.6863098144531, 339.156494140625}","{557.2803955078125, 475.852783203125}","{497.0114440917969, 122.9613037109375}","{785.3573608398438, 99.11627197265625}","{857.5230712890625, 367.078369140625}","{838.070068359375, 240.65692138671875}","{690.8085327148438, 359.77276611328125}","{751.7809448242188, 301.3052978515625}","{682.42626953125, 196.9893798828125}","{590.3497924804688, 263.53045654296875}","{484.807861328125, 670.8538208007812}","{301.9090881347656, 607.4310913085938}","{317.92315673828125, 683.3641357421875}"
"{960.3988037109375, 475.7764892578125}","{410.98870849609375, 339.4262390136719}","{554.9338989257812, 477.7405090332031}","{497.0450744628906, 124.1534423828125}","{785.9688110351562, 100.54913330078125}","{857.5994873046875, 369.2625427246094}","{836.2469482421875, 241.4007568359375}","{690.833740234375, 361.3963928222656}","{750.7208251953125, 302.7849426269531}","{682.892333984375, 196.182861328125}","{590.1279907226562, 264.1689147949219}","{485.1325988769531, 672.9461059570312}","{304.2430419921875, 607.0941772460938}","{317.4151916503906, 683.619873046875}"
"{959.8594970703125, 477.5925598144531}","{412.57757568359375, 336.5081787109375}","{555.3031616210938, 478.6722717285156}","{494.9700927734375, 124.06573486328125}","{784.569580078125, 98.40496826171875}","{857.044189453125, 370.41876220703125}","{838.6980590820312, 243.654541015625}","{692.9896850585938, 359.83349609375}","{752.2566528320312, 304.4266357421875}","{683.416259765625, 196.1927490234375}","{589.115966796875, 264.3808898925781}","{486.36724853515625, 673.7975463867188}","{302.9864807128906, 608.1818237304688}","{316.2384338378906, 680.4209594726562}"
"{959.2445068359375, 476.1280212402344}","{413.8952941894531, 335.0849914550781}","{554.1986694335938, 479.782470703125}","{494.73638916015625, 121.0711669921875}","{786.5906982421875, 99.979736328125}","{855.0763549804688, 370.3931579589844}","{836.9754638671875, 241.2867431640625}","{693.3590698242188, 358.392578125}","{750.4556884765625, 303.5545959472656}","{686.16015625, 195.79376220703125}","{591.0866088867188, 264.5142822265625}","{488.30682373046875, 674.350341796875}","{302.295166015625, 607.1739501953125}","{316.50006103515625, 679.2438354492188}"
"{958.2197265625, 475.94769287109375}","{414.1977233886719, 335.78765869140625}","{554.055908203125, 478.8652038574219}","{495.42730712890625, 121.7938232421875}","{786.773681640625, 97.4439697265625}","{855.3837280273438, 371.5476379394531}","{838.4308471679688, 241.2896728515625}","{693.0834350585938, 360.01470947265625}","{751.6238403320312, 301.9711608886719}","{685.78369140625, 196.51904296875}","{590.5912475585938, 266.7607116699219}","{485.75927734375, 672.0551147460938}","{301.1573181152344, 605.6285400390625}","{316.484619140625, 677.6326904296875}"
"{958.4392700195312, 476.0530700683594}","{413.8277282714844, 335.8124694824219}","{551.4324951171875, 476.2789611816406}","{494.7081298828125, 121.84222412109375}","{786.7691650390625, 96.7620849609375}","{855.248291015625, 371.9545593261719}","{839.5299682617188, 238.78466796875}","{693.6978759765625, 361.0439758300781}","{750.399658203125, 302.5771484375}","{685.2883911132812, 196.11688232421875}","{591.5501098632812, 266.3129577636719}","{484.13873291015625, 671.6473999023438}","{299.54180908203125, 604.3042602539062}","{315.4527893066406, 676.9501953125}"
"{958.4720458984375, 477.0003662109375}","{413.7768859863281, 335.42413330078125}","{552.18896484375, 475.44317626953125}","{494.6460266113281, 121.36260986328125}","{787.0260620117188, 96.2454833984375}","{855.9708862304688, 372.04449462890625}","{838.94091796875, 238.56951904296875}","{692.9358520507812, 358.20587158203125}","{752.3519897460938, 302.3462829589844}","{683.0828857421875, 195.764404296875}","{592.027587890625, 263.965576171875}","{481.8327941894531, 671.3075561523438}","{299.4262390136719, 604.6446533203125}","{317.4481201171875, 675.142822265625}"
"{959.3552856445312, 477.33740234375}","{415.0472717285156, 334.07861328125}","{553.0276489257812, 474.47857666015625}","{495.86871337890625, 120.327880859375}","{789.3069458007812, 97.8836669921875}","{854.45947265625, 371.05340576171875}","{840.556884765625, 239.88116455078125}","{688.7949829101562, 357.73602294921875}","{752.0421142578125, 301.8240966796875}","{683.4281616210938, 192.9361572265625}","{590.334228515625, 263.6599426269531}","{483.8597717285156, 671.5046997070312}","{300.99810791015625, 606.0844116210938}","{318.9797668457031, 677.3569946289062}"
"{960.3154296875, 477.92962646484375}","{415.9622802734375, 334.6477355957031}","{551.2950439453125, 478.3026428222656}","{495.7068176269531, 121.70745849609375}","{788.8968505859375, 98.10150146484375}","{855.069580078125, 370.8240051269531}","{839.8993530273438, 240.080078125}","{688.2457275390625, 357.7698669433594}","{752.6583251953125, 304.02374267578125}","{683.2975463867188, 193.1707763671875}","{591.7725830078125, 263.0821228027344}","{484.5533752441406, 671.238037109375}","{302.5318298339844, 605.5663452148438}","{319.0959167480469, 677.5414428710938}"
"{959.6990356445312, 477.83935546875}","{415.70391845703125, 336.15435791015625}","{550.6821899414062, 478.203369140625}","{496.7233581542969, 121.94110107421875}","{789.663818359375, 98.22369384765625}","{854.5697021484375, 373.1177978515625}","{841.3890991210938, 241.004150390625}","{690.8760986328125, 361.8909912109375}","{752.486572265625, 304.2043762207031}","{685.1668701171875, 194.15264892578125}","{589.7156982421875, 263.0392761230469}","{482.9206237792969, 668.1243896484375}","{301.3880310058594, 604.205322265625}","{320.8768005371094, 679.0113525390625}"
"{959.0621337890625, 476.29266357421875}","{416.9429626464844, 338.08306884765625}","{550.2218017578125, 477.5837097167969}","{495.5078430175781, 119.88702392578125}","{792.4527587890625, 97.77301025390625}","{854.3659057617188, 371.57794189453125}","{840.356689453125, 240.13458251953125}","{689.4419555664062, 360.1672058105469}","{752.9918212890625, 304.3948059082031}","{684.1025390625, 192.640625}","{589.01611328125, 261.0935363769531}","{482.0219421386719, 669.3701782226562}","{304.34521484375, 602.3817138671875}","{321.5606994628906, 680.02392578125}"
"{960.1343994140625, 477.6681213378906}","{416.31756591796875, 335.156494140625}","{552.5592041015625, 476.05401611328125}","{493.4593505859375, 121.3106689453125}","{792.8321533203125, 98.15130615234375}","{854.92724609375, 370.2792663574219}","{839.4044189453125, 240.53839111328125}","{690.3040161132812, 362.2383117675781}","{751.1402587890625, 305.9310302734375}","{686.5625, 192.181640625}","{588.5045166015625, 260.15362548828125}","{479.0112609863281, 671.6373291015625}","{304.7406921386719, 601.9369506835938}","{321.12896728515625, 680.4810180664062}"
"{960.1343994140625, 477.6681213378906}","{416.31756591796875, 335.156494140625}","{552.5592041015625, 476.05401611328125}","{493.4593505859375, 121.3106689453125}","{792.8321533203125, 98.15130615234375}","{854.92724609375, 370.2792663574219}","{839.4044189453125, 240.53839111328125}","{690.3040161132812, 362.2383117675781}","{751.1402587890625, 305.9310302734375}","{686.5625, 192.181640625}","{588.5045166015625, 260.15362548828125}","{479.0112609863281, 671.6373291015625}","{304.7406921386719, 601.9369506835938}","{321.12896728515625, 680.4810180664062}"
"{959.7639770507812, 477.2162170410156}","{416.9346008300781, 331.768310546875}","{549.6492919921875, 477.0285949707031}","{495.31390380859375, 120.10260009765625}","{795.7918090820312, 98.812255859375}","{851.4784545898438, 371.7544250488281}","{838.5353393554688, 239.1351318359375}","{693.7830200195312, 360.38616943359375}","{751.8908081054688, 308.6354675292969}","{683.87353515625, 190.014892578125}","{588.9178466796875, 262.4798278808594}","{479.4775695800781, 669.96728515625}","{306.7421875, 598.2935791015625}","{321.2752685546875, 677.6463012695312}"
"{959.5221557617188, 476.93658447265625}","{418.3535461425781, 331.08203125}","{550.9996337890625, 478.9927673339844}","{493.0730895996094, 120.68450927734375}","{795.6032104492188, 98.7318115234375}","{849.6159057617188, 372.87811279296875}","{838.557373046875, 240.353271484375}","{692.9535522460938, 359.6615905761719}","{755.0711059570312, 309.3400573730469}","{684.4696044921875, 191.02825927734375}","{587.744140625, 261.9837646484375}","{481.7538757324219, 672.2317504882812}","{303.9600524902344, 599.1240234375}","{322.03826904296875, 679.2142944335938}"
"{958.3155517578125, 475.1427307128906}","{419.1982116699219, 331.1427917480469}","{550.7118530273438, 477.87786865234375}","{493.5379638671875, 120.0594482421875}","{795.26171875, 99.58380126953125}","{849.06787109375, 370.5260925292969}","{836.532470703125, 235.87799072265625}","{690.4742431640625, 357.08056640625}","{756.4838256835938, 307.33831787109375}","{683.3410034179688, 191.0716552734375}","{587.9993286132812, 258.0242004394531}","{483.5949401855469, 671.8181762695312}","{304.1333923339844, 598.9512939453125}","{321.03179931640625, 681.0368041992188}"
"{958.6483154296875, 476.7422180175781}","{417.4324645996094, 331.95001220703125}","{549.6030883789062, 476.13787841796875}","{493.8014221191406, 119.7276611328125}","{793.34619140625, 97.873291015625}","{849.5317993164062, 371.1071472167969}","{839.4559936523438, 237.30963134765625}","{691.8526000976562, 356.4197082519531}","{757.3214721679688, 309.2173767089844}","{682.6895141601562, 191.923583984375}","{588.82275390625, 260.9364318847656}","{484.9989929199219, 675.0113525390625}","{302.7852478027344, 600.7597045898438}","{322.08612060546875, 682.773193359375}"
"{962.7645874023438, 475.4189147949219}","{415.0475158691406, 334.0015563964844}","{549.2100830078125, 478.55108642578125}","{494.18927001953125, 121.2366943359375}","{791.7300415039062, 99.85009765625}","{850.7364501953125, 372.5395202636719}","{838.7731323242188, 236.72454833984375}","{692.6487426757812, 357.75640869140625}","{758.6895141601562, 313.1462707519531}","{680.7342529296875, 192.19476318359375}","{587.8739624023438, 264.8052673339844}","{485.1257019042969, 675.82568359375}","{301.7311096191406, 601.508544921875}",Missing[]
"{959.0020141601562, 476.50262451171875}","{413.0105895996094, 334.911865234375}","{550.131103515625, 477.5531311035156}","{492.5433654785156, 120.18603515625}","{794.4804077148438, 100.52239990234375}","{850.712890625, 371.2572326660156}","{837.8753662109375, 238.09649658203125}","{695.5731201171875, 361.4365539550781}","{758.9232177734375, 314.14959716796875}","{681.2183837890625, 193.6024169921875}","{589.9129028320312, 265.74627685546875}","{484.51361083984375, 671.801513671875}","{301.5909118652344, 602.2865600585938}",Missing[]
"{957.5504760742188, 476.10516357421875}","{411.8145751953125, 333.3688659667969}","{551.6671752929688, 477.50811767578125}","{491.56976318359375, 120.69317626953125}","{793.3756103515625, 98.337890625}","{851.1848754882812, 368.633056640625}","{839.0462646484375, 235.7474365234375}","{694.9369506835938, 360.6241149902344}","{759.9323120117188, 313.2456970214844}","{680.4476318359375, 192.671142578125}","{590.2810668945312, 265.3686828613281}","{487.70196533203125, 669.3975830078125}","{303.28460693359375, 603.73828125}",Missing[]
"{956.859130859375, 478.8464660644531}","{412.4059753417969, 331.41595458984375}","{552.485595703125, 475.91497802734375}","{490.75775146484375, 121.8380126953125}","{794.5927124023438, 99.08642578125}","{850.5558471679688, 368.0093994140625}","{837.853515625, 235.33612060546875}","{696.4599609375, 360.37054443359375}","{760.2884521484375, 313.7502136230469}","{681.12841796875, 191.61883544921875}","{589.3250732421875, 262.6369934082031}","{486.5794982910156, 669.1668701171875}","{303.9156188964844, 604.2843017578125}",Missing[]
"{954.2250366210938, 479.5607604980469}","{409.8252258300781, 331.5960388183594}","{552.7203369140625, 475.1843566894531}","{492.82421875, 121.712646484375}","{793.8436889648438, 98.77764892578125}","{851.9130859375, 367.6856384277344}","{833.7871704101562, 238.43353271484375}","{694.4251708984375, 358.8951110839844}","{756.7776489257812, 314.9000549316406}","{682.8636474609375, 193.18463134765625}","{588.491455078125, 261.94403076171875}","{486.8623962402344, 668.0646362304688}","{303.6553039550781, 604.9168701171875}",Missing[]
"{955.4939575195312, 480.5059814453125}","{409.79656982421875, 331.066162109375}","{555.0667114257812, 474.24176025390625}","{488.9976501464844, 122.42425537109375}","{793.967041015625, 100.484130859375}","{853.5560302734375, 368.85943603515625}","{831.7810668945312, 237.60211181640625}","{696.5554809570312, 355.69451904296875}","{757.6876220703125, 311.5634765625}","{681.8717651367188, 190.77545166015625}","{587.8355712890625, 260.79901123046875}","{486.6327819824219, 670.5182495117188}","{302.4390563964844, 603.9820556640625}",Missing[]
"{954.572265625, 481.26177978515625}","{410.0582275390625, 331.5278625488281}","{558.131103515625, 475.2064208984375}","{490.6853332519531, 121.3839111328125}","{791.9766845703125, 99.77386474609375}","{854.1670532226562, 367.5033874511719}","{830.516357421875, 238.62884521484375}","{693.8782958984375, 355.52099609375}","{758.4511108398438, 311.660888671875}","{681.2182006835938, 191.409912109375}","{588.5859375, 260.1424560546875}","{485.58038330078125, 670.029541015625}","{300.944091796875, 605.719482421875}",Missing[]
"{955.099365234375, 483.62554931640625}","{411.2492980957031, 329.887451171875}","{559.8912963867188, 473.4510803222656}","{490.15789794921875, 122.3048095703125}","{793.528564453125, 100.75775146484375}","{856.7348022460938, 366.600341796875}","{830.4608764648438, 236.0634765625}","{691.7711791992188, 354.91900634765625}","{757.6376953125, 310.74346923828125}","{681.3104248046875, 191.35693359375}","{586.6578979492188, 261.7206115722656}","{487.56353759765625, 670.4662475585938}","{303.0753479003906, 604.9851684570312}",Missing[]
"{955.6044311523438, 484.19287109375}","{410.15496826171875, 330.6004943847656}","{560.3426513671875, 474.5472106933594}","{490.95867919921875, 124.47393798828125}","{795.6608276367188, 101.56134033203125}","{858.4021606445312, 366.8957824707031}","{829.5604248046875, 236.7369384765625}","{691.5850830078125, 356.6013488769531}","{756.4386596679688, 311.6560363769531}","{681.2562255859375, 190.91973876953125}","{584.2980346679688, 261.0187072753906}","{488.73260498046875, 667.6480102539062}","{302.87042236328125, 605.79931640625}",Missing[]
"{957.1572265625, 484.02264404296875}","{408.921142578125, 329.3922424316406}","{561.8323364257812, 475.8799743652344}","{491.96356201171875, 125.3455810546875}","{796.5979614257812, 100.47454833984375}","{857.4415893554688, 367.9172668457031}","{826.94287109375, 236.4091796875}","{689.7802734375, 354.8678894042969}","{752.3037109375, 312.4776306152344}","{683.6915283203125, 192.8353271484375}","{586.3108520507812, 261.9252014160156}","{488.47991943359375, 665.7763061523438}","{302.5196228027344, 605.8855590820312}",Missing[]
"{957.1572265625, 484.02264404296875}","{408.921142578125, 329.3922424316406}","{561.8323364257812, 475.8799743652344}","{491.96356201171875, 125.3455810546875}","{796.5979614257812, 100.47454833984375}","{857.4415893554688, 367.9172668457031}","{826.94287109375, 236.4091796875}","{689.7802734375, 354.8678894042969}","{752.3037109375, 312.4776306152344}","{683.6915283203125, 192.8353271484375}","{586.3108520507812, 261.9252014160156}","{488.47991943359375, 665.7763061523438}","{302.5196228027344, 605.8855590820312}",Missing[]
"{955.7796020507812, 486.4288330078125}","{409.46337890625, 331.2391052246094}","{562.1901245117188, 473.2067565917969}","{490.2832946777344, 123.7113037109375}","{796.15771484375, 101.16400146484375}","{856.3466186523438, 367.3892517089844}","{828.65478515625, 237.70379638671875}","{690.11865234375, 348.78448486328125}","{753.0582885742188, 312.96697998046875}","{684.0567016601562, 191.776123046875}","{584.8885498046875, 263.5054626464844}","{490.1686096191406, 663.444580078125}","{306.1790466308594, 610.2799072265625}",Missing[]
"{955.816162109375, 486.3143310546875}","{410.8266906738281, 331.0425720214844}","{560.2040405273438, 471.94573974609375}","{490.77972412109375, 124.15618896484375}","{797.328857421875, 101.93011474609375}","{854.157470703125, 368.794921875}","{825.5316772460938, 237.63714599609375}","{691.8114013671875, 348.026611328125}","{753.089599609375, 313.2267150878906}","{684.8082275390625, 192.07830810546875}","{583.8710327148438, 263.8554992675781}","{490.4964904785156, 665.0089721679688}","{308.4520568847656, 609.8970336914062}",Missing[]
"{956.1088256835938, 485.50799560546875}","{409.75146484375, 331.36505126953125}","{560.0562744140625, 471.8133850097656}","{489.5534362792969, 123.36907958984375}","{797.265869140625, 101.00189208984375}","{853.753662109375, 367.8772888183594}","{825.197265625, 238.03106689453125}","{692.2144165039062, 346.095458984375}","{750.906494140625, 313.8348693847656}","{685.6484985351562, 191.27703857421875}","{583.6998901367188, 263.9871520996094}","{491.29638671875, 666.3621215820312}","{308.5132141113281, 610.8782958984375}",Missing[]
